#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.4810224E-002   0.1666712E-002   0.2436654E-001   0.2063892E-002   0.1905955E-001   0.2368567E+000
   0.9954042E-002   0.2428596E-002   0.9447434E-002   0.4017047E-002   0.8013378E-002   0.7925581E-001
   0.1577443E-001   0.3728706E-002   0.5493107E-002   0.2280750E-002   0.2339788E-002   0.2232635E-001
   0.1373911E-001  -0.2300866E-003   0.1992177E-001   0.2793864E-002  -0.5473872E-003   0.5584661E-001
   0.5911993E-002   0.6673934E-003   0.4211650E-002   0.1782286E-002  -0.2208721E-002   0.8086877E-001
   0.7279927E-002   0.2613489E-003   0.4270231E-002   0.1097332E-001  -0.4120738E-002   0.5443616E-001
   0.1333602E-001  -0.8076784E-002   0.2126169E-001   0.2205671E-001  -0.1614448E-001   0.5962344E-001
   0.1405805E-001  -0.8623324E-002   0.1334672E-001   0.2720003E-001  -0.1954770E-001   0.8311940E-001
   0.1362383E-001   0.8411039E-003  -0.2032614E-001   0.1129758E-001  -0.2064860E-002   0.7182332E-001
   0.1359099E-001  -0.5383767E-002  -0.2279004E-002   0.1011983E-001  -0.1388384E-001   0.6419909E-001
   0.1025054E-001  -0.2900527E-002   0.4182318E-002   0.5658060E-002  -0.9419578E-002   0.2803059E-001
   0.4151528E-002  -0.1595724E-002   0.9315530E-003   0.4058007E-002  -0.1179362E-002   0.6053213E-002
   0.3228988E-002  -0.2661204E-002   0.2342040E-002   0.5559713E-002  -0.2216997E-002   0.3676580E-002
   0.2990584E-002  -0.1103458E-002   0.1105833E-003   0.3148932E-002  -0.2666362E-002   0.7071754E-002
   0.1667274E-002   0.1059222E-003   0.3882809E-002   0.2083225E-002  -0.1029731E-001   0.1179034E+000
   0.2155103E-002   0.5249123E-003  -0.1445118E-002   0.5220741E-002  -0.2036546E-001   0.1354082E+000
   0.6122558E-002   0.2286908E-002  -0.6232910E-003   0.5338007E-002  -0.7743523E-003   0.3414317E-002
   0.1168637E-001   0.4472797E-002   0.1237302E-002   0.5476194E-002   0.2064797E-002   0.4543537E-002
   0.1931672E-001   0.1313991E-002   0.3672859E-002   0.3016110E-002   0.1343969E-002   0.1089171E-001
   0.2584283E-001  -0.2788928E-002   0.6966083E-002   0.3851998E-002  -0.4936103E-002   0.1807766E-001
   0.2032098E-001   0.1594441E-002  -0.1392925E-001   0.4670837E-002  -0.1087796E-001   0.5232427E-001
   0.2258949E-001   0.6597514E-002  -0.4095843E-001   0.7273248E-002  -0.1660722E-001   0.9323712E-001
   0.5438292E-002  -0.5177683E-003   0.2501763E-002   0.1320725E-001  -0.1608270E-001   0.4648035E-001
   0.4342775E-002  -0.1731028E-003   0.2528975E-002   0.1971243E-001  -0.1664816E-001   0.5040323E-001
   0.1249523E-001   0.3695788E-002  -0.5492161E-002   0.1225058E-001  -0.1222374E-001   0.4261332E-001
   0.2423719E-001   0.1351945E-002   0.1417695E-001   0.1418459E-001   0.1376287E-001   0.8024653E-001
   0.3134629E-001  -0.4266525E-002   0.3815116E-001   0.2171540E-001   0.4164529E-001   0.2109579E+000
   0.2572637E-001   0.6598908E-002   0.4362294E-001   0.2310372E-001   0.2597455E-001   0.1358044E+000
   0.8857413E-002   0.1401625E-001   0.1302909E-001   0.5575650E-001   0.4880094E-001   0.9372833E-001
   0.9039713E-002   0.3327444E-002  -0.6653014E-002   0.9814618E-002  -0.5708808E-002   0.2008244E-001
   0.8911005E-002  -0.5507971E-003   0.1342764E-001   0.9193126E-002   0.4442736E-002   0.7933541E-001
   0.2352652E-001   0.3736061E-002   0.7201125E-001   0.1095995E-001   0.1011653E-001   0.2913063E+000
   0.4856794E-002  -0.1804157E-002   0.4647588E-002   0.1497666E-001  -0.2007183E-002   0.1726452E-001
   0.2834431E-002  -0.2192682E-002   0.1001072E-001   0.9140769E-002  -0.1928969E-001   0.7719053E-001
   0.2564867E-002  -0.2321805E-002   0.1740135E-001   0.1503025E-001  -0.2940762E-001   0.1630680E+000
   0.1727057E-002   0.1288330E-002  -0.2170524E-003   0.7824196E-002   0.8093558E-002   0.5957190E-001
   0.2380645E-002   0.1400092E-002  -0.8625111E-002   0.2802647E-002  -0.5060976E-002   0.1404810E+000
   0.1582127E-002   0.1317171E-002  -0.3114080E-003   0.5825402E-002  -0.7179305E-002   0.2703147E-001
   0.4424119E-002   0.5950170E-003   0.2231110E-001   0.1999249E-002   0.4090443E-002   0.1660328E+000
   0.6252783E-002   0.1188127E-002   0.3713702E-001   0.1961674E-002   0.1191028E-001   0.2551002E+000
   0.2361239E-002   0.9566313E-004   0.9113585E-002   0.1470744E-002   0.4980970E-002   0.1638821E+000
   0.5423105E-002   0.4265263E-003   0.1015852E-001   0.3528979E-002   0.2137070E-001   0.2438317E+000
   0.1152995E-001   0.3033247E-002   0.1745839E-001   0.2525525E-002   0.1248311E-001   0.1023941E+000
   0.3571192E-001  -0.1587797E-002   0.4700067E-001   0.2606446E-002  -0.3693978E-002   0.8895591E-001
   0.3403593E-001  -0.8544829E-002   0.5822362E-001   0.4195871E-002  -0.1740083E-001   0.1244136E+000
   0.1460833E-001   0.7529081E-004   0.8023846E-002   0.1084662E-001  -0.1552579E-001   0.3861701E-001
   0.8183725E-002   0.1998083E-002  -0.3182434E-002   0.2602460E-001  -0.3406207E-001   0.7236802E-001
   0.7706575E-002  -0.2315460E-002   0.1330282E-002   0.2615581E-001  -0.3197487E-001   0.7312375E-001
   0.1588944E-001  -0.4784537E-002  -0.2273026E-001   0.2345103E-001  -0.5720414E-002   0.7553500E-001
   0.1951119E-001  -0.6266050E-003  -0.2440863E-001   0.3186148E-001  -0.3130937E-001   0.1856199E+000
   0.1694277E-001   0.5623675E-002  -0.1955608E-002   0.1093638E-001  -0.2615700E-002   0.3092878E-001
   0.4924005E-002   0.4190144E-003   0.9851684E-003   0.5631754E-002   0.4932365E-004   0.2699803E-001
   0.5125831E-002   0.2869723E-002  -0.6604529E-002   0.4415393E-002  -0.9394673E-002   0.4847092E-001
   0.2095524E-002   0.1882393E-002  -0.6366083E-002   0.6215376E-002  -0.2201308E-001   0.8968902E-001
   0.2322282E-002  -0.8396918E-003   0.6461649E-002   0.4126788E-002  -0.1364690E-001   0.7794814E-001
   0.1534535E-002   0.4165448E-004  -0.2916056E-002   0.8998014E-003  -0.7751565E-003   0.3702936E-001
   0.2693760E-002   0.4607198E-003  -0.6128229E-002   0.5701461E-003  -0.8162774E-003   0.2244082E-001
   0.8618023E-002  -0.5355612E-003  -0.1002320E-001   0.5091135E-003   0.4525775E-003   0.1454047E-001
   0.1378312E-001  -0.2548786E-002  -0.9149997E-002   0.9455241E-003   0.1393617E-002   0.6860830E-002
   0.8976788E-002  -0.5119570E-003  -0.2971674E-002   0.3410276E-002   0.1592406E-002   0.2314351E-002
   0.9645871E-002   0.4745439E-002  -0.2128624E-001   0.1637028E-001  -0.1998589E-001   0.7535796E-001
   0.1838483E-001  -0.8993833E-003  -0.4502108E-001   0.7916683E-002   0.1250135E-002   0.1228260E+000
   0.8512899E-002   0.1725797E-002  -0.6916706E-002   0.8889728E-002  -0.5792941E-002   0.2101901E-001
   0.2092720E-001   0.8448199E-002  -0.1660056E-001   0.1359301E-001  -0.5121570E-002   0.4315182E-001
   0.3433324E-001   0.1063760E-001  -0.3440520E-001   0.8431096E-002  -0.7277904E-002   0.5403466E-001
   0.2445405E-001   0.6642725E-002  -0.2429720E-001   0.5897721E-002  -0.5460321E-002   0.3361774E-001
   0.1201526E-001   0.1296959E-002  -0.8914950E-002   0.3092062E-001   0.2169691E-001   0.3310154E-001
   0.6045430E-002   0.3367812E-003   0.2413569E-002   0.1723908E-001   0.2627415E-001   0.6316577E-001
   0.9479210E-002   0.3825484E-002  -0.7518326E-002   0.3959359E-001   0.1711045E-001   0.6454817E-001
   0.1368445E-001  -0.4781350E-002  -0.1707694E-001   0.1982720E-001   0.1086049E-001   0.3972362E-001
   0.1437872E-001  -0.1350216E-002   0.2162259E-001   0.2664451E-001   0.4739443E-001   0.1489247E+000
   0.1462113E-001  -0.4580369E-003   0.4219012E-001   0.2300039E-001   0.2543774E-001   0.1905257E+000
   0.3787273E-002  -0.5178747E-002   0.4222772E-002   0.1270082E-001  -0.3808502E-002   0.1924622E-001
   0.1572441E-002  -0.1892650E-002   0.4946363E-002   0.4836466E-002  -0.7972202E-002   0.4196453E-001
   0.3553623E-002  -0.2426054E-002   0.2686605E-001   0.7028351E-002  -0.3164918E-001   0.2611754E+000
   0.3687852E-002   0.4820951E-003   0.1163443E-001   0.1281285E-001  -0.2605918E-001   0.1975323E+000
   0.2937970E-002   0.3105750E-002  -0.8310197E-002   0.1026059E-001   0.6885724E-002   0.2061683E+000
   0.1460458E-002   0.2297600E-003   0.4146110E-002   0.4691871E-002  -0.7067065E-002   0.4810118E-001
   0.1374997E-002   0.2215250E-003   0.3702084E-002   0.2343974E-002   0.3535863E-002   0.3098055E-001
   0.1419268E-002  -0.7205967E-004   0.6402616E-002   0.6795994E-003  -0.1507267E-002   0.6056363E-001
   0.1519726E-002  -0.1033249E-004   0.3827233E-004   0.2146444E-002  -0.1054610E-002   0.2720254E-001
   0.3321493E-002   0.2269434E-003  -0.1033182E-001   0.2993241E-002   0.3683200E-002   0.6279473E-001
   0.4518193E-002   0.1243893E-002  -0.3736934E-002   0.2108616E-002   0.2794017E-002   0.4305134E-001
   0.2697395E-001   0.6288351E-002   0.2015781E-001   0.5934384E-002   0.3906058E-002   0.3787291E-001
   0.3766014E-001   0.4728887E-002   0.4059983E-001   0.8725584E-002   0.6372129E-002   0.1288988E+000
   0.1787767E-001   0.4890219E-002   0.5558915E-002   0.1122871E-001   0.4610238E-002   0.3006681E-001
   0.9101985E-002  -0.3328697E-003  -0.7353355E-003   0.1673388E-001  -0.3983666E-002   0.2653353E-001
   0.1526230E-001  -0.5612632E-002  -0.1105531E-001   0.1707427E-001  -0.1176439E-001   0.8810170E-001
   0.1855706E-001   0.5423763E-002  -0.3325563E-001   0.2999396E-001  -0.2533536E-001   0.1183599E+000
   0.2765217E-001   0.1165097E-001  -0.4029388E-001   0.1766236E-001  -0.1322748E-001   0.1469534E+000
   0.2117521E-001   0.1149456E-001  -0.1174067E-001   0.8541597E-002  -0.1359970E-001   0.5458551E-001
   0.4718191E-002   0.2104431E-003   0.2729581E-002   0.3632753E-002  -0.8708483E-002   0.3539884E-001
   0.9462444E-002   0.1656512E-002  -0.3631047E-002   0.7679882E-002  -0.2042956E-001   0.5790101E-001
   0.7585443E-002  -0.3635598E-002   0.1007989E-001   0.6501618E-002  -0.1825291E-001   0.5397333E-001
   0.4338622E-002  -0.2152419E-002   0.8312300E-002   0.5728842E-002  -0.1024961E-001   0.2916038E-001
   0.1311369E-002  -0.9533654E-003   0.2735474E-002   0.2161172E-002  -0.2398853E-002   0.1744986E-001
   0.1633025E-002  -0.1151838E-002   0.3754129E-002   0.1304782E-002  -0.3170741E-002   0.1327948E-001
   0.1501121E-002  -0.7581898E-003   0.1910411E-002   0.6286441E-003  -0.1343656E-002   0.6096734E-002
   0.1453654E-002  -0.1824435E-003  -0.3280917E-004   0.4106432E-003  -0.2759744E-003   0.4092796E-002
   0.1712342E-002  -0.7251534E-003  -0.1950150E-002   0.7932749E-002   0.3136662E-003   0.4647127E-002
   0.8518076E-002   0.1893752E-002  -0.2289597E-001   0.1487112E-001  -0.1914170E-001   0.8457847E-001
   0.1129807E-001  -0.5047010E-002  -0.2942554E-001   0.7611576E-002   0.1442487E-001   0.8888561E-001
   0.7562902E-002  -0.8082372E-003  -0.1609227E-001   0.3394226E-002   0.5202843E-002   0.7489074E-001
   0.7033833E-002  -0.3382512E-002  -0.2535648E-001   0.5603608E-002   0.2319761E-001   0.2033729E+000
   0.6004362E-002  -0.1905918E-002  -0.1941331E-001   0.3171421E-002   0.1390072E-001   0.1608242E+000
   0.4680629E-002  -0.1409785E-002  -0.1894528E-001   0.2032401E-002   0.1159645E-001   0.1257656E+000
   0.3240829E-002   0.6633082E-004  -0.8670788E-002   0.1666129E-001  -0.2786859E-002   0.4258471E-001
   0.1833799E-002  -0.1965936E-002  -0.3446887E-002   0.1201759E-001   0.1375990E-001   0.5991256E-001
   0.1068678E-001   0.5570243E-002  -0.2401295E-001   0.1730991E-001  -0.1270275E-001   0.8031737E-001
   0.7371488E-002  -0.1700849E-002  -0.9792018E-002   0.1094597E-001   0.2420315E-002   0.3064244E-001
   0.2251818E-001   0.2460801E-002   0.1985144E-001   0.1101968E-001   0.1795667E-001   0.8633821E-001
   0.4486054E-002   0.1167760E-002   0.2632990E-002   0.6760456E-002   0.4646570E-002   0.7957631E-001
   0.1825232E-002  -0.1605568E-002   0.1903857E-002   0.3984166E-002  -0.8711314E-002   0.3867144E-001
   0.1550437E-002  -0.1436258E-002   0.2271897E-002   0.2406604E-002  -0.5058525E-002   0.2624288E-001
   0.2289731E-002  -0.1114698E-002   0.5983053E-002   0.1156231E-002  -0.2376121E-002   0.6908591E-001
   0.5462008E-002  -0.1089356E-002   0.3627583E-001   0.9481796E-003  -0.1223698E-001   0.3354741E+000
   0.5325466E-002  -0.2848514E-002   0.3020188E-001   0.3865983E-002  -0.1591826E-001   0.3365804E+000
   0.3099724E-002  -0.1682419E-002   0.1322042E-001   0.2883022E-002  -0.9527532E-002   0.7420106E-001
