# ~alp d~p/dy   Phi_p_sgs,y
  -0.1022452E+002   0.1407261E+002
  -0.5709424E+001   0.1611636E+002
   0.2186035E+001   0.1711872E+002
   0.4254189E+001   0.1297696E+002
   0.6058275E+001   0.1322735E+002
   0.6725163E+001   0.1345193E+002
   0.8169001E+001   0.1179588E+002
   0.9390190E+001   0.1584358E+002
   0.1060542E+002   0.1619265E+002
   0.1005764E+002   0.1351678E+002
   0.7614271E+001   0.8432684E+001
   0.5711510E+001   0.1960566E+001
   0.4936153E+001  -0.2490801E+001
   0.5780454E+001  -0.1595977E+001
  -0.3468090E+001  -0.3201976E+001
  -0.2720897E+002  -0.1669712E+002
  -0.4825161E+002  -0.2273701E+002
  -0.5013789E+002  -0.3873848E+002
  -0.3447120E+002  -0.6064476E+002
  -0.1581953E+002  -0.5005180E+002
  -0.5722140E+001  -0.3075562E+002
  -0.1732817E+001  -0.1476744E+002
  -0.5943867E+000  -0.5341415E+001
  -0.3295923E+000  -0.2033093E+001
   0.2296732E-001   0.2234169E+001
   0.5986130E+000   0.8753208E+001
   0.1042271E+001   0.1054272E+002
   0.4237246E+000   0.9555139E+001
  -0.1304073E+001   0.6488711E+001
  -0.4018714E+001  -0.3283557E+000
  -0.7364001E+001  -0.3609699E+001
  -0.7193806E+001  -0.3384410E+001
  -0.6161461E+001  -0.2862846E+001
  -0.5085305E+001  -0.7889608E+000
  -0.3754624E+001  -0.1211886E+000
  -0.3717597E+001   0.1851431E+000
  -0.3483910E+001   0.3069880E+000
  -0.3244909E+001   0.2982730E+000
  -0.5839166E+001   0.4687866E+001
  -0.9658826E+001   0.1255712E+002
  -0.8999816E+001   0.1509983E+002
  -0.3755859E+001   0.1720623E+002
   0.5437616E+001   0.1652056E+002
   0.8981631E+001   0.1344850E+002
   0.8524143E+001   0.1319671E+002
   0.7143862E+001   0.1316528E+002
   0.6155573E+001   0.9280193E+001
   0.3684573E+001   0.8471139E+001
   0.2347239E+001   0.8701348E+001
   0.2398816E+001   0.5999509E+001
   0.3011990E+001   0.6398147E+000
   0.3951269E+001  -0.3035814E+001
   0.4222658E+001  -0.4230608E+001
   0.3482993E+001  -0.8212423E+001
  -0.8442477E+001  -0.1726493E+002
  -0.4016876E+002  -0.3399574E+002
  -0.7252906E+002  -0.3523586E+002
  -0.8074716E+002  -0.5499223E+002
  -0.6667120E+002  -0.7887233E+002
  -0.4142441E+002  -0.6637874E+002
  -0.2385313E+002  -0.5129006E+002
  -0.1369692E+002  -0.3573948E+002
  -0.7399890E+001  -0.1638216E+002
  -0.5787273E+001  -0.1261766E+002
  -0.3584605E+001  -0.6530859E+001
  -0.6994064E+000   0.2363270E+001
   0.1752367E+001   0.4229723E+001
   0.2045793E+001   0.8843209E+001
  -0.7331466E-001   0.7757183E+001
  -0.4061628E+001   0.2900839E+001
  -0.7534508E+001   0.6719594E+000
  -0.7348908E+001  -0.7252975E+000
  -0.5777951E+001  -0.1948000E+001
  -0.4070258E+001  -0.1292668E+001
  -0.2863336E+001  -0.1266862E+001
  -0.3040196E+001  -0.6343782E+000
  -0.3703150E+001  -0.6391817E+000
  -0.3977200E+001  -0.3400492E+000
  -0.6342694E+001   0.3607149E+001
  -0.1038178E+002   0.1206495E+002
  -0.1923607E+002   0.1263215E+001
  -0.1542272E+002   0.5074440E+001
  -0.6178595E+001   0.7434833E+001
  -0.5788039E-001   0.9545993E+001
   0.5211793E+000   0.8695925E+001
  -0.4015668E-001   0.7715013E+001
  -0.4631886E+000   0.6246498E+001
  -0.1632414E+001   0.6766294E+001
  -0.1339330E+001   0.7708949E+001
   0.6321308E+000   0.6078823E+001
   0.2076441E+001   0.1470915E+001
   0.1693140E+001  -0.4053357E+001
  -0.3683460E+000  -0.1071840E+002
  -0.4533677E+001  -0.1893863E+002
  -0.1713459E+002  -0.3199941E+002
  -0.4562856E+002  -0.4402394E+002
  -0.7965134E+002  -0.3864408E+002
  -0.9743338E+002  -0.4650993E+002
  -0.8937179E+002  -0.6903527E+002
  -0.6765025E+002  -0.6387561E+002
  -0.4959668E+002  -0.5459440E+002
  -0.3500419E+002  -0.4429892E+002
  -0.2191768E+002  -0.2581628E+002
  -0.1985933E+002  -0.2056018E+002
  -0.1339779E+002  -0.1466767E+002
  -0.5832303E+001  -0.5960451E+001
   0.8730556E+000  -0.3096345E+001
   0.4351546E+001   0.9339509E+001
   0.5204985E+001   0.1126778E+002
   0.2507869E+001   0.1087890E+002
  -0.6000224E+000   0.1107974E+002
  -0.1483710E+001   0.8965638E+001
  -0.1368886E+001   0.4600877E+001
  -0.1289728E+001   0.2227154E+001
  -0.1293048E+001  -0.4746857E+000
  -0.1808959E+001  -0.1053738E+001
  -0.3329713E+001  -0.2466413E+001
  -0.5970033E+001  -0.4683895E+001
  -0.1153273E+002  -0.6707860E+001
  -0.1874013E+002  -0.2536562E+001
  -0.1887681E+002  -0.3172427E+001
  -0.1545446E+002   0.1236520E+001
  -0.6354505E+001   0.4401026E+001
  -0.2277775E+000   0.8148075E+001
   0.4486584E+000   0.7630414E+001
  -0.8480804E+000   0.4956236E+001
  -0.2336927E+001   0.2386772E+001
  -0.3752455E+001   0.3303643E+001
  -0.3780486E+001   0.5083486E+001
  -0.2167467E+001   0.5261122E+001
  -0.1560227E+001   0.3006406E+001
  -0.3295052E+001  -0.4136376E+001
  -0.5975233E+001  -0.1574687E+002
  -0.8025394E+001  -0.1857175E+002
  -0.6388576E+001  -0.2019619E+002
  -0.1256147E+002  -0.2200650E+002
  -0.3355272E+002  -0.1168090E+002
  -0.5791699E+002  -0.1220531E+002
  -0.6734353E+002  -0.4205288E+002
  -0.6408717E+002  -0.4974330E+002
  -0.5738567E+002  -0.4767809E+002
  -0.4449133E+002  -0.3949143E+002
  -0.2919438E+002  -0.2255558E+002
  -0.2959358E+002  -0.1818976E+002
  -0.1979349E+002  -0.1528242E+002
  -0.1063925E+002  -0.9833676E+001
  -0.3289322E+001  -0.8100838E+001
   0.2953647E+001   0.4366161E+001
   0.5913694E+001   0.4717570E+001
   0.5729264E+001   0.4930853E+001
   0.4654686E+001   0.6572621E+001
   0.4061619E+001   0.6995981E+001
   0.2672231E+001   0.5883130E+001
   0.1389860E+001   0.4173913E+001
   0.2977695E+000   0.8781533E+000
  -0.4713484E+000  -0.8529381E+000
  -0.1717078E+001  -0.3079984E+001
  -0.4107375E+001  -0.6027532E+001
  -0.9795956E+001  -0.9194710E+001
  -0.1718880E+002  -0.7095431E+001
  -0.1297624E+002  -0.7936243E+001
  -0.1092022E+002  -0.2572602E+001
  -0.5287086E+001   0.3202632E+001
  -0.6251618E+000   0.8053687E+001
  -0.3943162E-001   0.7077095E+001
  -0.1021968E+001   0.4053665E+001
  -0.2325978E+001   0.1849414E+001
  -0.3525075E+001   0.3238448E+001
  -0.4373272E+001   0.5447107E+001
  -0.5087088E+001   0.6918660E+001
  -0.6836664E+001   0.6035089E+001
  -0.9676111E+001  -0.2984471E+001
  -0.1002766E+002  -0.1504429E+002
  -0.8526355E+001  -0.1520426E+002
   0.1097371E+001  -0.1556033E+002
   0.3275345E+001  -0.1812579E+002
  -0.6876422E+001  -0.6497236E+001
  -0.2357741E+002  -0.1090917E+002
  -0.3582228E+002  -0.3885511E+002
  -0.4272376E+002  -0.4085611E+002
  -0.4816504E+002  -0.3793715E+002
  -0.4445612E+002  -0.3256006E+002
  -0.3320886E+002  -0.1882216E+002
  -0.3624143E+002  -0.1493765E+002
  -0.2754668E+002  -0.1439123E+002
  -0.2112210E+002  -0.1061858E+002
  -0.1939267E+002  -0.1043733E+002
  -0.1197101E+002  -0.5547970E+001
  -0.9133726E+001  -0.1122797E+002
  -0.8095955E+001  -0.1552937E+002
  -0.3689392E+001  -0.1373705E+002
  -0.1122376E+001  -0.9684142E+001
   0.5272162E-001  -0.3203798E+001
   0.1100823E+001   0.1347056E+001
   0.6809208E+000   0.8547872E+000
  -0.6866367E-001  -0.8229141E+000
  -0.9528194E+000  -0.3449654E+001
  -0.2541717E+001  -0.7159406E+001
  -0.7088798E+001  -0.1169599E+002
  -0.1265350E+002  -0.1121511E+002
  -0.9444339E+001  -0.1316971E+002
  -0.1036622E+002  -0.1095568E+002
  -0.8457190E+001  -0.6392224E+001
  -0.5130108E+001  -0.3091344E+001
  -0.3560711E+001  -0.3035820E+001
  -0.2699705E+001  -0.2121406E+001
  -0.2633585E+001  -0.5078247E+000
  -0.4136240E+001   0.1730630E+001
  -0.6446545E+001   0.4070027E+001
  -0.8720502E+001   0.6081459E+001
  -0.1189253E+002   0.5686263E+001
  -0.1342137E+002  -0.4191924E+001
  -0.1165314E+002  -0.1742766E+002
  -0.9873770E+001  -0.1977321E+002
