# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.4612252E-001   0.5888880E-002   0.5355367E-001   0.6617247E+002   0.7431150E-002   0.9520975E-002
   0.4834097E-001   0.6015924E-002   0.5590123E-001   0.5806902E+002   0.7560268E-002   0.9650458E-002
   0.4380208E-001   0.4672169E-002   0.4957026E-001   0.5664744E+002   0.5768177E-002   0.7254341E-002
   0.3812845E-001   0.2890038E-002   0.4138625E-001   0.5718662E+002   0.3257796E-002   0.3683584E-002
   0.3909392E-001   0.3033602E-002   0.4251698E-001   0.5981620E+002   0.3423062E-002   0.3874415E-002
   0.3775445E-001   0.2925628E-002   0.4105942E-001   0.6260672E+002   0.3304964E-002   0.3745122E-002
   0.3193529E-001   0.2121125E-002   0.3430924E-001   0.7238558E+002   0.2373943E-002   0.2666689E-002
   0.2749851E-001   0.1432801E-002   0.2905869E-001   0.8079678E+002   0.1560182E-002   0.1703559E-002
   0.2659902E-001   0.1173436E-002   0.2784528E-001   0.7811728E+002   0.1246259E-002   0.1324502E-002
   0.2990983E-001   0.1473198E-002   0.3148867E-001   0.7317428E+002   0.1578833E-002   0.1694306E-002
   0.3727694E-001   0.2223645E-002   0.3970248E-001   0.5742241E+002   0.2425544E-002   0.2651646E-002
   0.4985039E-001   0.3865372E-002   0.5416961E-001   0.3640428E+002   0.4319218E-002   0.4839037E-002
   0.5635623E-001   0.4819824E-002   0.6178118E-001   0.3041747E+002   0.5424953E-002   0.6120408E-002
   0.5235526E-001   0.4552095E-002   0.5749374E-001   0.3968548E+002   0.5138486E-002   0.5813617E-002
   0.4278394E-001   0.3710465E-002   0.4697971E-001   0.7233331E+002   0.4195774E-002   0.4754730E-002
   0.2955935E-001   0.2270722E-002   0.3212294E-001   0.1007233E+003   0.2563596E-002   0.2901086E-002
   0.1713477E-001   0.6660252E-003   0.1785074E-001   0.1147989E+003   0.7159718E-003   0.7708813E-003
   0.1934438E-001   0.9486103E-003   0.2039861E-001   0.1114567E+003   0.1054226E-002   0.1177373E-002
   0.3054858E-001   0.2567460E-002   0.3359986E-001   0.8396937E+002   0.3051273E-002   0.3656029E-002
   0.4471836E-001   0.4336657E-002   0.4982317E-001   0.5211471E+002   0.5104812E-002   0.6045339E-002
   0.6278672E-001   0.7547163E-002   0.7191375E-001   0.3411542E+002   0.9127038E-002   0.1111564E-001
   0.7257360E-001   0.9686648E-002   0.8445510E-001   0.2924880E+002   0.1188150E-001   0.1467652E-001
   0.7254245E-001   0.9680663E-002   0.8439102E-001   0.3109331E+002   0.1184857E-001   0.1460313E-001
   0.6956995E-001   0.9236846E-002   0.8090869E-001   0.3260499E+002   0.1133874E-001   0.1401771E-001
   0.5642544E-001   0.6675092E-002   0.6456242E-001   0.3794063E+002   0.8136978E-002   0.9994140E-002
   0.4271658E-001   0.3938663E-002   0.4737131E-001   0.4472640E+002   0.4654727E-002   0.5539017E-002
   0.4167710E-001   0.3500782E-002   0.4574215E-001   0.4243189E+002   0.4065058E-002   0.4746821E-002
   0.4415165E-001   0.3651085E-002   0.4835237E-001   0.3945593E+002   0.4200721E-002   0.4858866E-002
   0.5248989E-001   0.4836611E-002   0.5810500E-001   0.3369832E+002   0.5615109E-002   0.6557280E-002
   0.5940718E-001   0.5684879E-002   0.6599455E-001   0.2778612E+002   0.6587366E-002   0.7674330E-002
   0.5591652E-001   0.5257817E-002   0.6200818E-001   0.3255873E+002   0.6091660E-002   0.7097713E-002
   0.4478478E-001   0.3613725E-002   0.4893440E-001   0.3794058E+002   0.4149625E-002   0.4794393E-002
   0.3443108E-001   0.2212807E-002   0.3691612E-001   0.4797019E+002   0.2485037E-002   0.2804736E-002
   0.2219173E-001   0.8041139E-003   0.2304894E-001   0.6770887E+002   0.8572122E-003   0.9160861E-003
   0.1829949E-001   0.4962452E-003   0.1881558E-001   0.7664652E+002   0.5160891E-003   0.5369921E-003
