#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.3002304E-001   0.9644967E-003   0.8046231E-001   0.1053560E+000   0.4502569E+000   0.1501382E-001
   0.5929989E-001   0.2803840E-002   0.5786920E-001   0.1875046E+000   0.2864127E+000   0.7385914E-002
   0.6187997E-001   0.2607988E-002   0.5430097E-001   0.1927373E+000   0.2676434E+000   0.6900060E-002
   0.5361926E-001   0.2769091E-002   0.4455382E-001   0.1825967E+000   0.2592195E+000   0.7927245E-002
   0.2290395E-001   0.8147405E-003   0.3330789E-001   0.9438966E-001   0.3825134E+000   0.1995854E-001
   0.8836112E-002   0.2931285E-004  -0.3098974E-001  -0.6389913E-001   0.7971883E+000   0.5708529E-001
   0.5792400E-002   0.8052504E-005  -0.9875193E-001  -0.1244748E+000   0.1196168E+001   0.9889236E-001
   0.5020992E-002   0.2792385E-005  -0.1283334E+000  -0.2169258E+000   0.1709002E+001   0.1232241E+000
   0.6274868E-002   0.8781824E-005  -0.9584343E-001  -0.3009422E+000   0.2005686E+001   0.1168919E+000
   0.7418628E-002   0.9550042E-005  -0.6323332E-001  -0.3484658E+000   0.2161732E+001   0.1171141E+000
   0.7260093E-002   0.1059180E-004  -0.4691066E-001  -0.3757108E+000   0.2254961E+001   0.1309114E+000
   0.5781158E-002   0.9601838E-005  -0.4948166E-001  -0.3872170E+000   0.2299387E+001   0.1709958E+000
   0.4031683E-002   0.4173306E-005  -0.7727553E-001  -0.3739615E+000   0.2201356E+001   0.2594259E+000
   0.3084305E-002   0.1036914E-005  -0.1070185E+000  -0.3347577E+000   0.1803317E+001   0.3897179E+000
   0.3101796E-002   0.6577124E-006  -0.1069142E+000  -0.2890726E+000   0.1029538E+001   0.4772667E+000
   0.4408366E-002   0.5503134E-005  -0.1330415E-001  -0.2311434E+000   0.4392242E-001   0.4165645E+000
   0.1459383E-001   0.5001083E-003   0.2589802E+000  -0.9987789E-001  -0.1130719E+001   0.1479394E+000
   0.3988578E-001   0.1955016E-002   0.3479763E+000  -0.4444627E-001  -0.1457620E+001   0.5362358E-001
   0.6703877E-001   0.2586630E-002   0.3058518E+000  -0.2354316E-001  -0.1403220E+001   0.3732943E-001
   0.7802078E-001   0.2544249E-002   0.2761712E+000  -0.1443610E-001  -0.1263200E+001   0.2959346E-001
   0.6073705E-001   0.2695983E-002   0.2087465E+000  -0.1616481E-001  -0.1002701E+001   0.3517933E-001
   0.3903535E-001   0.1665355E-002   0.1207866E+000  -0.2718409E-001  -0.4700669E+000   0.3772467E-001
   0.2142628E-001   0.1190644E-003   0.1172218E-001  -0.5903887E-001   0.2751260E+000   0.5635554E-001
   0.2000462E-001   0.1014750E-003  -0.7331522E-002  -0.6630918E-001   0.5875435E+000   0.6443286E-001
   0.2044291E-001   0.1209546E-003   0.4038171E-001  -0.1113058E+000   0.7771639E+000   0.6766053E-001
   0.2318592E-001   0.1347186E-003   0.1140496E+000  -0.1856755E+000   0.9095158E+000   0.5797888E-001
   0.3464686E-001   0.7866517E-003   0.1609608E+000  -0.2106030E+000   0.8809679E+000   0.3349568E-001
   0.4993227E-001   0.1423433E-002   0.1587588E+000  -0.2153379E+000   0.8881708E+000   0.2032174E-001
   0.5725813E-001   0.1309973E-002   0.1438407E+000  -0.2149626E+000   0.9642055E+000   0.1758478E-001
   0.5401807E-001   0.1294812E-002   0.1304315E+000  -0.2101169E+000   0.1068575E+001   0.1905747E-001
   0.3981962E-001   0.5800276E-003   0.1271841E+000  -0.1914770E+000   0.1254063E+001   0.2732419E-001
   0.2801151E-001   0.4138492E-003   0.1543107E+000  -0.1275155E+000   0.1327210E+001   0.3847041E-001
   0.1946920E-001   0.2298353E-003   0.1966195E+000  -0.3267124E-001   0.1419309E+001   0.5597025E-001
   0.1389155E-001   0.6185674E-004   0.2268636E+000   0.9179311E-001   0.1546372E+001   0.7678633E-001
   0.1211900E-001   0.2168916E-004   0.2088774E+000   0.1707584E+000   0.1533551E+001   0.8785412E-001
   0.1594907E-001   0.2432684E-003   0.9844820E-001   0.7937988E-001   0.1138618E+001   0.7224285E-001
   0.2006806E-001   0.3743300E-003   0.3387226E-001  -0.3196559E-001   0.8447845E+000   0.5765915E-001
   0.2197533E-001   0.3920357E-003   0.9196993E-002  -0.9797991E-001   0.6821384E+000   0.4813838E-001
   0.2143885E-001   0.3556728E-003   0.2910478E-001  -0.1028889E+000   0.6008573E+000   0.3685921E-001
   0.1988007E-001   0.3346222E-003   0.7564706E-001  -0.3409721E-001   0.5644939E+000   0.2787412E-001
   0.1909190E-001   0.3874032E-003   0.6280991E-001   0.3986049E-001   0.5896056E+000   0.2204656E-001
   0.4237591E-001   0.2354021E-002   0.4250509E-001   0.1680155E+000   0.3235203E+000   0.9970945E-002
   0.4656562E-001   0.2209354E-002   0.4246344E-001   0.1755016E+000   0.2997875E+000   0.9347457E-002
   0.4245020E-001   0.2324368E-002   0.4055981E-001   0.1723004E+000   0.2894751E+000   0.1019993E-001
   0.1913380E-001   0.6622587E-003   0.4615230E-001   0.9044272E-001   0.4438522E+000   0.2411853E-001
   0.8095449E-002   0.2367316E-004   0.2019423E-001  -0.6444341E-001   0.9267448E+000   0.6363172E-001
   0.6364219E-002   0.1146136E-004  -0.4827575E-001  -0.1690964E+000   0.1396487E+001   0.9172283E-001
   0.7694485E-002   0.3966290E-004  -0.7933093E-001  -0.2813835E+000   0.1800822E+001   0.8397909E-001
   0.1079574E-001   0.6763466E-004  -0.6752416E-001  -0.3441966E+000   0.1971382E+001   0.6840722E-001
   0.1288818E-001   0.6588372E-004  -0.5300514E-001  -0.3758718E+000   0.2064810E+001   0.6434197E-001
   0.1242604E-001   0.5762301E-004  -0.4258799E-001  -0.3957611E+000   0.2144682E+001   0.7137570E-001
   0.9577950E-002   0.3877547E-004  -0.4166400E-001  -0.4042381E+000   0.2220707E+001   0.9761089E-001
   0.6462225E-002   0.2122078E-004  -0.5073668E-001  -0.3894753E+000   0.2237732E+001   0.1587942E+000
   0.4278176E-002   0.7545118E-005  -0.6378550E-001  -0.3412673E+000   0.2082840E+001   0.2794107E+000
   0.3322383E-002   0.1481254E-005  -0.7675663E-001  -0.2529398E+000   0.1524597E+001   0.4387241E+000
   0.3884707E-002   0.3967022E-005  -0.2459161E-001  -0.1525766E+000   0.4855129E+000   0.4712974E+000
   0.1096100E-001   0.3796955E-003   0.2247673E+000  -0.4521702E-001  -0.9239841E+000   0.2032981E+000
   0.3200417E-001   0.1969205E-002   0.3333296E+000  -0.1059722E-001  -0.1390665E+001   0.7314974E-001
   0.5522700E-001   0.3091757E-002   0.3192974E+000   0.1044807E-002  -0.1406693E+001   0.4584923E-001
   0.7132044E-001   0.3304538E-002   0.3107033E+000   0.1139534E-001  -0.1338664E+001   0.3298158E-001
