#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.1936186E-001   0.1851666E-003   0.1298010E+000  -0.2314479E-001   0.5351385E+000   0.1846834E-001
   0.5066185E-001   0.2270888E-002   0.6846212E-001   0.1727340E+000   0.2992300E+000   0.6800422E-002
   0.8159064E-001   0.2791930E-002   0.4455403E-001   0.2037954E+000   0.2043648E+000   0.4394886E-002
   0.6251680E-001   0.3356996E-002   0.3592809E-001   0.1821223E+000   0.1960644E+000   0.5118738E-002
   0.1630502E-001   0.7638175E-004   0.2192856E-001  -0.2353421E-002   0.5063964E+000   0.2435459E-001
   0.9299669E-002   0.2562920E-004  -0.3125207E-001  -0.7209872E-001   0.7828286E+000   0.5687041E-001
   0.4956843E-002   0.3066842E-005  -0.1011186E+000  -0.1135873E+000   0.1234420E+001   0.1109629E+000
   0.4220779E-002   0.4764785E-006  -0.1409758E+000  -0.2053204E+000   0.1726728E+001   0.1303802E+000
   0.5602251E-002   0.3088262E-005  -0.1081826E+000  -0.2936635E+000   0.2025822E+001   0.1188831E+000
   0.7301160E-002   0.3894428E-005  -0.5891237E-001  -0.3529672E+000   0.2205959E+001   0.1162251E+000
   0.7121790E-002   0.4559445E-005  -0.3740915E-001  -0.3848450E+000   0.2328444E+001   0.1338072E+000
   0.5173439E-002   0.3883347E-005  -0.5160834E-001  -0.3935381E+000   0.2381186E+001   0.1846807E+000
   0.3459774E-002   0.1256791E-005  -0.9013909E-001  -0.3722664E+000   0.2247978E+001   0.2881988E+000
   0.2699477E-002   0.2120207E-006  -0.1224806E+000  -0.3254497E+000   0.1834337E+001   0.4319545E+000
   0.2765068E-002   0.2081331E-006  -0.1346344E+000  -0.2812745E+000   0.1103171E+001   0.5301687E+000
   0.3986152E-002   0.1938147E-005  -0.7369554E-001  -0.2487992E+000   0.1940491E+000   0.4792442E+000
   0.9512344E-002   0.8219754E-004   0.1526931E+000  -0.1449413E+000  -0.8709443E+000   0.2469922E+000
   0.4392547E-001   0.1894316E-002   0.3547242E+000  -0.3908920E-001  -0.1494351E+001   0.5185300E-001
   0.8650046E-001   0.2353655E-002   0.3458591E+000  -0.1397492E-001  -0.1553512E+001   0.2841046E-001
   0.9099450E-001   0.2371609E-002   0.2653978E+000  -0.7538318E-002  -0.1314476E+001   0.2835484E-001
   0.5246817E-001   0.2085092E-002   0.1430552E+000  -0.2160035E-001  -0.8317782E+000   0.4074375E-001
   0.2341319E-001   0.8820201E-004   0.4248325E-001  -0.7913488E-001  -0.2754607E-002   0.4833209E-001
   0.1952492E-001   0.2916408E-004  -0.1503710E-001  -0.6924804E-001   0.4117818E+000   0.4683005E-001
   0.1749092E-001   0.4279916E-004  -0.1068642E-001  -0.3369939E-001   0.6306087E+000   0.5916682E-001
   0.1670670E-001   0.7098486E-004   0.5653440E-001  -0.6228184E-001   0.8750384E+000   0.7293102E-001
   0.1937738E-001   0.7561476E-004   0.1346725E+000  -0.1893611E+000   0.1022162E+001   0.6025797E-001
