# ~alp d~p/dx   Phi_p_sgs,x
  -0.2500065E+001  -0.1875641E+000
  -0.2324944E+001   0.2443717E+000
  -0.3255959E+001  -0.6295264E-001
  -0.5895620E+001  -0.8611008E-001
  -0.7492508E+001   0.1048545E+001
  -0.5632794E+001   0.4187238E+000
  -0.3799422E+001  -0.2462364E+000
  -0.3035368E+001   0.7744333E-001
  -0.1646123E+001  -0.6356348E-001
  -0.2757922E+001  -0.3043398E+000
  -0.1445655E+002  -0.6057479E+001
  -0.5464656E+002  -0.1087819E+002
  -0.6027848E+002  -0.1993422E+002
  -0.1452262E+002  -0.1128281E+002
  -0.7136589E+001  -0.4446354E+000
  -0.1895829E+002   0.1545340E+001
  -0.2880178E+002   0.4504586E+002
   0.1684788E+002   0.3515863E+002
   0.1251276E+003  -0.3606288E+002
   0.2433127E+003   0.4246658E+000
   0.9155395E+002   0.5907022E+002
   0.5280953E+001  -0.1213228E+001
   0.2487729E+001  -0.1023082E+001
   0.2657181E+001   0.7686172E-001
   0.3213003E+001   0.2391580E-001
   0.2718521E+001  -0.3843809E+000
   0.3263444E+001   0.8036615E+000
   0.4077983E+002   0.1921243E+002
   0.6008758E+002   0.1231182E+002
   0.1168025E+002   0.4149148E+001
  -0.1017831E+001   0.3384545E+000
  -0.2668231E+001  -0.4975947E-001
  -0.3824201E+001  -0.4719694E+000
  -0.3776147E+001  -0.4169812E+000
  -0.3880568E+001  -0.3176435E+000
   0.5815391E+001   0.3644671E+000
   0.5669785E+001   0.1121387E+001
   0.8421865E+000   0.1659513E+000
  -0.1543870E+001  -0.5370640E-002
  -0.3070077E+001  -0.1105458E+000
  -0.2594250E+001   0.3169078E+000
  -0.2629005E+001   0.5922664E-001
  -0.1743198E+001  -0.2597242E+000
  -0.5817476E+001  -0.1728094E+001
  -0.8845275E+001  -0.6879745E+000
  -0.6191298E+001  -0.2486044E+000
  -0.6727414E+001  -0.2333919E+000
  -0.1631939E+001  -0.1020307E+001
  -0.2177210E+000  -0.1574049E+001
  -0.1475786E+002  -0.1958987E+002
  -0.6471437E+002  -0.2447815E+002
  -0.4698138E+002  -0.2089529E+002
  -0.1032204E+002  -0.1140019E+002
  -0.3092031E+001  -0.9296913E-001
  -0.4376304E+001  -0.2682177E+000
  -0.5312880E+001   0.3314500E+000
  -0.1583036E+000   0.3990700E+002
   0.1751068E+002   0.5010998E+001
   0.5776703E+002  -0.2600024E+002
   0.1539085E+003   0.2598161E+002
   0.4351576E+002   0.2787531E+002
   0.2550403E+001  -0.2694051E+001
   0.6691341E+001  -0.3102766E+001
   0.1462677E+002   0.2136417E+000
   0.9246398E+001  -0.3167526E+000
