# ~alp d~p/dx   Phi_p_sgs,x
  -0.3415172E+001  -0.1614140E+001
  -0.3961288E+001  -0.1158195E+001
  -0.4789914E+001  -0.2474427E+000
  -0.6373837E+001  -0.2007756E+001
  -0.7859436E+001  -0.3228738E+001
  -0.7638622E+001  -0.2305146E+001
  -0.7768133E+001  -0.2222396E+001
  -0.8730267E+001  -0.5520139E+001
  -0.1033565E+002  -0.9092536E+001
  -0.1395043E+002  -0.1622309E+002
  -0.2079463E+002  -0.2162398E+002
  -0.2368567E+002  -0.2306509E+002
  -0.2154061E+002  -0.1998444E+002
  -0.2222861E+002  -0.1790261E+002
  -0.1876407E+002  -0.1001259E+002
  -0.6423102E+001   0.1789925E+002
   0.2288228E+001   0.1088701E+002
   0.2833117E+002   0.1059941E+002
   0.4196317E+002   0.1126894E+001
   0.4292786E+002   0.2008398E+002
   0.3061040E+002   0.3617263E+001
   0.2546940E+002   0.9451110E+001
   0.1265761E+002   0.1105477E+002
   0.7253680E+001   0.1694394E+001
   0.9995887E+001   0.6622950E+001
   0.1481147E+002   0.1189686E+002
   0.1660107E+002   0.1160122E+002
   0.1590805E+002   0.1171873E+002
   0.1270122E+002   0.1158502E+002
   0.6539952E+001   0.1005021E+002
   0.1956332E+000   0.4011320E+001
  -0.3520033E+001  -0.7339502E+000
  -0.5002470E+001  -0.1439546E+001
  -0.3738761E+001   0.7472700E-001
  -0.1592960E+001   0.2661774E+000
   0.8524355E-001   0.9595339E-001
   0.7820843E+000  -0.5017620E+000
   0.4167324E+000  -0.9327883E+000
  -0.1278474E+001  -0.1582130E+001
  -0.2674889E+001  -0.1827135E+001
  -0.1908164E+001  -0.3131839E+000
  -0.2868337E+001  -0.1140622E+000
  -0.4538859E+001  -0.2157167E+000
  -0.6112598E+001  -0.9561812E+000
  -0.7184646E+001  -0.1408041E+001
  -0.7023972E+001   0.8675677E+000
  -0.7297732E+001   0.2382045E+001
  -0.9220682E+001  -0.3206614E+001
  -0.1377260E+002  -0.1024268E+002
  -0.2068270E+002  -0.1937432E+002
  -0.2707654E+002  -0.2416481E+002
  -0.2749168E+002  -0.2797112E+002
  -0.2129371E+002  -0.2592312E+002
  -0.1631477E+002  -0.2081802E+002
  -0.8720817E+001  -0.5868196E+001
   0.2754305E+000   0.1690249E+002
   0.5487234E+001   0.9575666E+001
   0.2345659E+002   0.1072995E+002
   0.3369641E+002   0.4435718E+001
   0.3369065E+002   0.1176838E+002
   0.2635797E+002  -0.3460764E+000
   0.2694275E+002   0.6409002E+001
   0.1635232E+002   0.9990346E+001
   0.1277534E+002   0.5707247E+001
   0.1688786E+002   0.1111791E+002
   0.2075017E+002   0.1617575E+002
   0.1840389E+002   0.1395717E+002
   0.1694301E+002   0.1495716E+002
   0.1106004E+002   0.1429068E+002
   0.2899272E+001   0.9360462E+001
  -0.2838631E+001   0.1780581E+001
  -0.6551259E+001  -0.2875001E+001
  -0.8146768E+001  -0.3102211E+001
  -0.6301496E+001  -0.1795328E+001
  -0.2656023E+001  -0.1390508E+001
  -0.4882394E-001  -0.1195184E+001
   0.1217951E+001  -0.1188500E+001
   0.1183190E+001  -0.1762614E+000
   0.5419049E-001  -0.3441084E+000
  -0.1043970E+001  -0.5790800E+000
  -0.8900169E+000  -0.1004284E+000
  -0.1883997E+001  -0.1659446E+000
  -0.3854924E+001  -0.1090345E+001
  -0.5385932E+001  -0.1525128E+001
  -0.6747091E+001  -0.1911824E+001
  -0.5942053E+001   0.3729679E+001
  -0.5678858E+001   0.6904271E+001
  -0.7292608E+001   0.1004691E+001
  -0.1355623E+002  -0.6356542E+001
  -0.2280373E+002  -0.1477823E+002
  -0.3093337E+002  -0.2060868E+002
  -0.3073291E+002  -0.2724896E+002
  -0.2242126E+002  -0.2792673E+002
  -0.1316280E+002  -0.2123012E+002
  -0.3344601E+001  -0.2572982E+001
   0.3062332E+001   0.1320976E+002
   0.7562045E+001   0.1038368E+002
   0.1931554E+002   0.1234545E+002
   0.2505922E+002   0.8387639E+001
   0.2391882E+002   0.7844024E+001
   0.2299617E+002   0.3660782E+001
   0.2711126E+002   0.8754969E+001
   0.1772048E+002   0.9082120E+001
   0.1756842E+002   0.8584606E+001
   0.2316070E+002   0.1336490E+002
   0.2599419E+002   0.1838912E+002
   0.2023575E+002   0.1497174E+002
   0.1811328E+002   0.1682223E+002
   0.9506715E+001   0.1707240E+002
  -0.9018933E+000   0.1040506E+002
  -0.7179101E+001   0.2177180E+000
  -0.1099136E+002  -0.5149456E+001
  -0.1235799E+002  -0.5362267E+001
  -0.9850964E+001  -0.4558322E+001
  -0.4010215E+001  -0.2836924E+001
  -0.4865356E+000  -0.2218904E+001
   0.1148589E+001  -0.1421425E+001
   0.1352155E+001   0.6493706E-001
   0.6221234E+000  -0.5950566E-001
  -0.1649748E+000  -0.2776374E+000
  -0.3272097E+000  -0.1818988E+000
  -0.1193637E+001  -0.2208738E+000
  -0.3191778E+001  -0.1415372E+001
  -0.4939677E+001  -0.1835063E+001
  -0.6205085E+001   0.1304793E+001
  -0.3189145E+001   0.1105796E+002
  -0.2075118E+001   0.1326300E+002
  -0.2931218E+001   0.6321686E+001
  -0.8847747E+001  -0.1244264E+001
  -0.1724244E+002  -0.1011262E+002
  -0.2860283E+002  -0.1854316E+002
  -0.2973940E+002  -0.2571458E+002
  -0.2332968E+002  -0.2887922E+002
  -0.1326635E+002  -0.2462442E+002
  -0.3317906E+001  -0.7967710E+001
   0.1893315E+001   0.1293200E+000
   0.6153675E+001   0.1577914E+001
   0.1351562E+002   0.9312177E+001
   0.1683476E+002   0.1072095E+002
   0.1706775E+002   0.6565907E+001
   0.2315682E+002   0.1070870E+002
   0.2812304E+002   0.1554365E+002
   0.1911469E+002   0.1234798E+002
