#dudx    dudy    dudz    dvdx    dvdy    dvdz    dwdx    dwdy    dwdz   div(u)  S_norm
  -0.8139645E+001  -0.6110601E+000   0.6146919E+001   0.5935341E+002  -0.3216167E+002  -0.4136901E+002  -0.4438346E+002   0.4721189E+002   0.4288686E+002   0.2585550E+001   0.5411099E+004
  -0.1765476E+002  -0.1050980E+002   0.2522870E+001   0.3664565E+002  -0.1198287E+002  -0.2390246E+002  -0.7186276E+002   0.2037203E+001   0.2400570E+002  -0.5631929E+001   0.4005577E+004
  -0.2541914E+001  -0.1015844E+002  -0.1733012E+001   0.2512850E+000  -0.7482623E+001  -0.1571590E+002  -0.6915479E+001  -0.5397515E+001   0.7701516E+001  -0.2323021E+001   0.4293278E+003
  -0.2565270E+001  -0.6606321E+001  -0.2275034E+001  -0.2212118E+002  -0.2445938E+001  -0.1408852E+002   0.1615948E+002  -0.5396760E+001   0.9056423E+001   0.4045215E+001   0.7879891E+003
  -0.1305599E+002   0.1003144E+002  -0.2371212E+001  -0.4707883E+002   0.8991926E+001  -0.1096809E+002   0.1134657E+003  -0.1956365E+001   0.1645189E+002   0.1238783E+002   0.7411590E+004
  -0.1949198E+002   0.1874009E+002  -0.6770975E+000  -0.9911784E+001   0.7882579E+001  -0.5027300E+001   0.9467784E+002   0.1214373E+002   0.2335228E+002   0.1174288E+002   0.5423797E+004
  -0.2078291E+002   0.2552449E+002  -0.9007963E+001  -0.2167175E+002  -0.6079763E+001  -0.2784669E+001   0.1683991E+003   0.1631702E+002   0.4757176E+002   0.2070909E+002   0.1539076E+005
  -0.1914313E+000   0.2680880E+002  -0.1226795E+002  -0.3007810E+002  -0.2290566E+002   0.2256973E+001   0.1219833E+003   0.1896467E+002   0.3202396E+002   0.8926868E+001   0.7772932E+004
   0.1616904E+002   0.1878930E+002  -0.1400537E+002  -0.2320737E+002  -0.2470470E+002   0.4661877E+001   0.6862182E+002   0.3194666E+001   0.1419729E+002   0.5661640E+001   0.2594739E+004
   0.1150824E+002   0.9274330E+001  -0.1579552E+002  -0.1348106E+002  -0.1755428E+002   0.2829457E+001   0.4541908E+002  -0.1904255E+002   0.4945216E+001  -0.1100826E+001   0.1043702E+004
   0.1540748E+001   0.2946990E+001  -0.1539582E+002  -0.6468843E+001  -0.1247338E+002   0.4468664E+000   0.3007489E+002  -0.2807835E+002   0.8455078E+000  -0.1008712E+002   0.6204461E+003
  -0.9885772E+001   0.1740051E+001  -0.1226150E+002   0.1607449E+001  -0.1064808E+002  -0.7811916E+000  -0.5607078E+001  -0.1511625E+002  -0.1241304E+001  -0.2177516E+002   0.3462088E+003
  -0.1170613E+002   0.7610504E+001  -0.7474059E+001   0.1136441E+002  -0.9752269E+001  -0.1488287E+001  -0.8156218E+002   0.3355649E+002  -0.1468025E+000  -0.2160521E+002   0.4734501E+004
  -0.7834129E+001   0.1010516E+002  -0.6085145E+001   0.1559964E+002  -0.1231630E+001  -0.2509996E+001  -0.1762127E+003   0.1003683E+003  -0.1956700E+001  -0.1102246E+002   0.2176097E+005
   0.3654715E+001   0.3759506E+001  -0.4072158E+001   0.1053137E+002   0.1890678E+002  -0.1380517E+001  -0.2665045E+003   0.1315424E+003  -0.1151866E+002   0.1104283E+002   0.4564190E+005
   0.3671520E+002  -0.7665091E+001   0.3477847E+001   0.1385024E+002   0.3497425E+002   0.4550313E+001  -0.2796825E+003   0.9665720E+002  -0.1427047E+002   0.5741899E+002   0.4496099E+005
   0.1024823E+003  -0.1606278E+002   0.2103553E+002   0.5138492E+002   0.2566826E+002   0.1564843E+002  -0.3576061E+003   0.6737405E+002  -0.5758188E+002   0.7056869E+002   0.7352725E+005
   0.2003753E+002  -0.8641057E+001   0.4374822E+001   0.1387630E+002   0.1055972E+002   0.1234365E+001  -0.6531153E+002   0.2304480E+002  -0.6028633E+000   0.2999438E+002   0.2378570E+004
  -0.1720675E+002   0.1883373E+001   0.7957303E-002   0.5521159E+001   0.9126122E+001  -0.3097513E+001   0.2837656E+002   0.4695050E+001   0.1435658E+002   0.6275958E+001   0.1003870E+004
  -0.2783512E+002   0.2936014E+002  -0.1277750E+002  -0.1450524E+001   0.1214639E+002  -0.4824853E+001   0.8702583E+002  -0.7842446E+002   0.4891297E+002   0.3322424E+002   0.9557961E+004
  -0.3823752E+002   0.7383899E+002  -0.1665138E+002  -0.9553174E+001   0.1642750E+002  -0.4635367E+001   0.2238451E+003  -0.2388957E+003   0.5634032E+002   0.3453030E+002   0.5769340E+005
  -0.2531833E+002   0.5680695E+002  -0.1106630E+002  -0.1231595E+002   0.6965165E+001   0.5167966E+001   0.2159674E+003  -0.2536554E+003   0.2832537E+002   0.9972207E+001   0.5431369E+005
  -0.8016544E+001   0.2984169E+002  -0.1774759E+002   0.1037371E+002  -0.1194179E+002   0.2209120E+002   0.7616294E+002  -0.1103212E+003   0.3294501E+002   0.1298667E+002   0.7643113E+004
   0.1049864E+002   0.2566605E+002  -0.1741519E+002   0.7680415E+001  -0.2929400E+002   0.3804682E+002   0.7438657E+002  -0.7952321E+002   0.1554495E+002  -0.3250410E+001   0.4245491E+004
   0.2785446E+002   0.5935842E+001  -0.6951830E+001  -0.3007087E+002  -0.4483771E+002   0.4793434E+002   0.6309968E+002  -0.2870431E+002  -0.1001112E+002  -0.2699437E+002   0.4696052E+004
   0.1715161E+002  -0.1654791E+002   0.2137986E+001  -0.3532932E+002  -0.5744133E+002   0.4136411E+002   0.1971971E+002  -0.2255580E+002  -0.7975753E+001  -0.4826548E+002   0.4642157E+004
   0.6150615E+001  -0.1393934E+002   0.7115048E+000   0.6551349E+001  -0.2891292E+002   0.2379160E+002  -0.5895876E+002  -0.5242040E+002  -0.3910270E+001  -0.2667257E+002   0.2785402E+004
  -0.5776635E+001   0.7048788E+000  -0.2397812E+001   0.4235135E+001  -0.4401751E+001   0.9179995E+001  -0.3089015E+001  -0.5306193E+002   0.7110132E+001  -0.3068254E+001   0.1090228E+004
  -0.7190805E+001   0.1291292E+002  -0.2093370E+001  -0.4914728E+001   0.2039139E+001   0.2454940E+001   0.5012268E+002  -0.2488267E+002   0.1353741E+001  -0.3797925E+001   0.1489785E+004
  -0.4670560E+001   0.1427104E+002   0.1442539E+000   0.5608882E+000   0.3517214E+001  -0.8280437E+001   0.7332883E+002   0.1169508E+002  -0.1338361E+001  -0.2491708E+001   0.2848876E+004
   0.7207458E+001   0.5916434E+001   0.4586445E+001   0.2387834E+002   0.2775705E+001  -0.1844498E+002   0.2600545E+002   0.3289330E+002  -0.1042858E+002  -0.4454173E+000   0.1184514E+004
   0.1583269E+002   0.4614818E+001   0.5754082E+001   0.2498495E+002  -0.3777707E+001  -0.2021315E+002   0.2054613E+002   0.2442226E+002  -0.6615479E+001   0.5439505E+001   0.1091629E+004
   0.2008904E+002   0.6840576E+001   0.2142013E+001   0.3188242E+002  -0.1577170E+002  -0.1998536E+002   0.4241129E+002   0.2326494E+002  -0.5531156E+001  -0.1213817E+001   0.2430030E+004
   0.6833756E+001   0.2314910E+001   0.8565515E+001   0.4755183E+002  -0.2705912E+002  -0.2738060E+002   0.4724568E+002   0.1747970E+002  -0.4011129E+001  -0.2423649E+002   0.3448987E+004
  -0.7699781E+001  -0.1785796E+002   0.1721034E+002   0.1160578E+002  -0.2312765E+002  -0.1793506E+002  -0.1649843E+002   0.3426845E+001   0.1928883E+002  -0.1153861E+002   0.1046896E+004
  -0.4336201E+002  -0.5130787E+002   0.1929198E+002  -0.5773277E+002  -0.2995839E+002  -0.5744091E+001  -0.1466310E+003  -0.7150304E+002   0.4607852E+002  -0.2724188E+002   0.2168973E+005
  -0.3125411E+002  -0.4081304E+002   0.1222888E+002  -0.4912851E+002  -0.4503662E+001  -0.6284154E+000  -0.1211786E+003  -0.7254095E+002   0.4638891E+002   0.1063114E+002   0.1576800E+005
  -0.7137628E+000  -0.1961692E+002   0.5810699E+001  -0.1505623E+002   0.8950230E+001  -0.4706396E+001  -0.4022363E+002  -0.2101771E+002   0.2926326E+002   0.3749973E+002   0.1992314E+004
   0.1883478E+002  -0.6497103E+001   0.3369792E+001   0.1054542E+001  -0.9635423E+000  -0.9693205E+001  -0.1193431E-001   0.1794679E+002   0.2721133E+002   0.4508257E+002   0.4731637E+003
