# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.9054247E-001   0.1799097E-001   0.1151322E+000   0.5447775E+002   0.2458976E-001   0.3419382E-001
   0.1101348E+000   0.2186597E-001   0.1398565E+000   0.3289563E+002   0.2972161E-001   0.4108258E-001
   0.1208942E+000   0.2334529E-001   0.1523695E+000   0.1784749E+002   0.3147527E-001   0.4316618E-001
   0.1080059E+000   0.1922510E-001   0.1334697E+000   0.2002202E+002   0.2546382E-001   0.3429262E-001
   0.8436988E-001   0.1270982E-001   0.1006037E+000   0.2708392E+002   0.1623383E-001   0.2102791E-001
   0.7570567E-001   0.1071051E-001   0.8922438E-001   0.3029829E+002   0.1351871E-001   0.1728026E-001
   0.7262954E-001   0.9485152E-002   0.8427697E-001   0.3046925E+002   0.1164743E-001   0.1442483E-001
   0.6924004E-001   0.8538557E-002   0.7959583E-001   0.3136965E+002   0.1035579E-001   0.1265617E-001
   0.6558882E-001   0.8024758E-002   0.7534070E-001   0.3327631E+002   0.9751878E-002   0.1194350E-001
   0.6058997E-001   0.7531513E-002   0.6978640E-001   0.3983321E+002   0.9196425E-002   0.1131559E-001
   0.5326734E-001   0.6450884E-002   0.6123910E-001   0.4770314E+002   0.7971761E-002   0.9981784E-002
   0.4207828E-001   0.4516630E-002   0.4773645E-001   0.5689430E+002   0.5658167E-002   0.7244955E-002
   0.5230573E-001   0.1056951E-001   0.6939241E-001   0.6197283E+002   0.1708669E-001   0.2915977E-001
   0.7657173E-001   0.2210119E-001   0.1161585E+000   0.6165063E+002   0.3958681E-001   0.7461087E-001
   0.1040219E+000   0.3107372E-001   0.1589196E+000   0.5027887E+002   0.5489777E-001   0.1018897E+000
   0.1218584E+000   0.3523444E-001   0.1828877E+000   0.3788515E+002   0.6102928E-001   0.1112709E+000
   0.1251128E+000   0.3545393E-001   0.1862284E+000   0.3492077E+002   0.6111559E-001   0.1110955E+000
