# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.6885366E-001   0.4740827E-002   0.7394505E-001   0.1352356E+002   0.5091387E-002   0.5467870E-002
   0.1808472E+000   0.3270570E-001   0.2207734E+000   0.4529531E+001   0.3992625E-001   0.4874090E-001
   0.2691316E-001   0.7243183E-003   0.2765751E-001   0.3615654E+002   0.7443511E-003   0.7649381E-003
   0.9766411E-001   0.9538278E-002   0.1082348E+000   0.9239176E+001   0.1057065E-001   0.1171476E-001
   0.9534305E-001   0.9090298E-002   0.1053914E+000   0.9488441E+001   0.1004834E-001   0.1110735E-001
   0.3792013E-001   0.1437936E-002   0.3941474E-001   0.2537122E+002   0.1494612E-002   0.1553522E-002
   0.8028363E-001   0.6445461E-002   0.8729172E-001   0.1145584E+002   0.7008096E-002   0.7619845E-002
   0.2417836E+000   0.5845932E-001   0.3188847E+000   0.3135929E+001   0.7710110E-001   0.1016875E+000
   0.2439846E-001   0.5952846E-003   0.2500863E-001   0.3998620E+002   0.6101719E-003   0.6254314E-003
   0.7425415E-001   0.5513678E-002   0.8021008E-001   0.1246726E+002   0.5955931E-002   0.6433657E-002
   0.2672564E-001   0.7142601E-003   0.2745952E-001   0.3641725E+002   0.7338733E-003   0.7540251E-003
   0.1559226E-001   0.2431185E-003   0.1583923E-001   0.6313439E+002   0.2469693E-003   0.2508811E-003
   0.6812315E-002   0.4640764E-004   0.6859041E-002   0.1457930E+003   0.4672595E-004   0.4704644E-004
   0.2251088E-001   0.5067398E-003   0.2302929E-001   0.4342296E+002   0.5184097E-003   0.5303483E-003
   0.3200981E+000   0.1024628E+000   0.4708005E+000   0.2124042E+001   0.1507024E+000   0.2216531E+000
   0.5289077E+000   0.2797434E+000   0.1122726E+001   0.8906890E+000   0.5938186E+000   0.1260514E+001
   0.3681313E+000   0.1355206E+000   0.5826071E+000   0.1716422E+001   0.2144759E+000   0.3394311E+000
   0.8706456E-001   0.7580237E-002   0.9536770E-001   0.1048573E+002   0.8303147E-002   0.9094999E-002
   0.9285583E-002   0.8622205E-004   0.9372613E-002   0.1066938E+003   0.8703018E-004   0.8784588E-004
   0.6599029E-002   0.4354718E-004   0.6642865E-002   0.1505375E+003   0.4383646E-004   0.4412766E-004
   0.8162647E-002   0.6662880E-004   0.8229824E-002   0.1215093E+003   0.6717714E-004   0.6773000E-004
   0.1278881E-001   0.1635537E-003   0.1295449E-001   0.7719334E+002   0.1656725E-003   0.1678187E-003
   0.8440584E-002   0.7124346E-004   0.8512434E-002   0.1174752E+003   0.7184991E-004   0.7246153E-004
   0.1139507E-001   0.1298476E-003   0.1152641E-001   0.8675727E+002   0.1313442E-003   0.1328582E-003
   0.1151195E-001   0.1325251E-003   0.1164602E-001   0.8586624E+002   0.1340684E-003   0.1356298E-003
   0.7275065E-002   0.5292658E-004   0.7328380E-002   0.1364558E+003   0.5331444E-004   0.5370515E-004
   0.7224665E-002   0.5219578E-004   0.7277240E-002   0.1374147E+003   0.5257562E-004   0.5295822E-004
   0.3880650E-002   0.1505944E-004   0.3895768E-002   0.2566888E+003   0.1511811E-004   0.1517701E-004
   0.7579176E-002   0.5744391E-004   0.7637059E-002   0.1309405E+003   0.5788261E-004   0.5832467E-004
   0.2120216E-001   0.4495316E-003   0.2166143E-001   0.4616501E+002   0.4592691E-003   0.4692175E-003
   0.3331289E-001   0.1109749E-002   0.3446088E-001   0.2901841E+002   0.1147992E-002   0.1187552E-002
   0.5999348E-001   0.3599217E-002   0.6382240E-001   0.1566848E+002   0.3828928E-002   0.4073299E-002
   0.3986239E-001   0.1589010E-002   0.4151737E-001   0.2408630E+002   0.1654982E-002   0.1723692E-002
   0.3051950E-001   0.9314397E-003   0.3148026E-001   0.3176594E+002   0.9607616E-003   0.9910067E-003
   0.3438526E-001   0.1182346E-002   0.3560971E-001   0.2808223E+002   0.1224449E-002   0.1268051E-002
   0.4884434E-001   0.2385770E-002   0.5135263E-001   0.1947320E+002   0.2508286E-002   0.2637093E-002
   0.1427266E-001   0.2037087E-003   0.1447932E-001   0.6906404E+002   0.2066583E-003   0.2096506E-003
   0.7027459E-002   0.4938518E-004   0.7077194E-002   0.1412989E+003   0.4973469E-004   0.5008667E-004
   0.8229581E-002   0.6772600E-004   0.8297869E-002   0.1205129E+003   0.6828798E-004   0.6885462E-004
   0.1724450E-001   0.2973729E-003   0.1754710E-001   0.5698949E+002   0.3025910E-003   0.3079006E-003
   0.2584102E-001   0.6677585E-003   0.2652650E-001   0.3769816E+002   0.6854718E-003   0.7036550E-003
   0.2017723E+000   0.4071206E-001   0.2527753E+000   0.3956082E+001   0.5100306E-001   0.6389538E-001
   0.1084568E+000   0.1176288E-001   0.1216506E+000   0.8220262E+001   0.1319384E-001   0.1479888E-001
   0.7943300E-001   0.6309602E-002   0.8628704E-001   0.1158923E+002   0.6854039E-002   0.7445453E-002
   0.2382551E-001   0.5676549E-003   0.2440702E-001   0.4097182E+002   0.5815097E-003   0.5957026E-003
   0.4477589E-001   0.2004880E-002   0.4687475E-001   0.2133345E+002   0.2098858E-002   0.2197242E-002
   0.3399856E-001   0.1155902E-002   0.3519515E-001   0.2841301E+002   0.1196585E-002   0.1238698E-002
   0.2498820E-001   0.6244103E-003   0.2562862E-001   0.3901889E+002   0.6404130E-003   0.6568259E-003
   0.1636467E+000   0.2678023E-001   0.1956669E+000   0.5110726E+001   0.3202024E-001   0.3828554E-001
   0.4003482E-001   0.1602786E-002   0.4170445E-001   0.2397826E+002   0.1669630E-002   0.1739261E-002
   0.4709334E-001   0.2217783E-002   0.4942073E-001   0.2023442E+002   0.2327387E-002   0.2442409E-002
   0.6682521E-002   0.4465608E-004   0.6727477E-002   0.1486441E+003   0.4495651E-004   0.4525895E-004
   0.1323417E-001   0.1751433E-003   0.1341166E-001   0.7456197E+002   0.1774922E-003   0.1798727E-003
   0.5060185E-001   0.2560547E-002   0.5329887E-001   0.1876212E+002   0.2697022E-002   0.2840770E-002
   0.5167122E+000   0.2669915E+000   0.1069160E+001   0.9353134E+000   0.5524482E+000   0.1143104E+001
   0.5708117E+000   0.3258260E+000   0.1329980E+001   0.7518912E+000   0.7591679E+000   0.1768846E+001
   0.5541909E+000   0.3071275E+000   0.1243112E+001   0.8044325E+000   0.6889216E+000   0.1545329E+001
   0.2344943E+000   0.5498758E-001   0.3063260E+000   0.3264496E+001   0.7183171E-001   0.9383563E-001
   0.1610630E+000   0.2594129E-001   0.1919846E+000   0.5208751E+001   0.3092161E-001   0.3685809E-001
   0.2333484E-001   0.5445149E-003   0.2389237E-001   0.4185437E+002   0.5575247E-003   0.5708453E-003
   0.9063996E-002   0.8215603E-004   0.9146904E-002   0.1093266E+003   0.8290750E-004   0.8366585E-004
   0.7568984E-002   0.5728952E-004   0.7626710E-002   0.1311181E+003   0.5772645E-004   0.5816671E-004
   0.1062277E-001   0.1128432E-003   0.1073682E-001   0.9313741E+002   0.1140548E-003   0.1152794E-003
   0.2567068E-001   0.6589840E-003   0.2634703E-001   0.3795494E+002   0.6763462E-003   0.6941660E-003
   0.2704572E-002   0.7314712E-005   0.2711907E-002   0.3687442E+003   0.7334549E-005   0.7354439E-005
   0.5042010E-002   0.2542186E-004   0.5067561E-002   0.1973336E+003   0.2555069E-004   0.2568017E-004
   0.7040472E-002   0.4956824E-004   0.7090391E-002   0.1410359E+003   0.4991970E-004   0.5027365E-004
   0.2864966E-002   0.8208032E-005   0.2873198E-002   0.3480442E+003   0.8231616E-005   0.8255267E-005
   0.3097892E-002   0.9596934E-005   0.3107519E-002   0.3218002E+003   0.9626756E-005   0.9656672E-005
   0.7825911E-001   0.6124488E-002   0.8490359E-001   0.1177806E+002   0.6644479E-002   0.7208620E-002
   0.4048562E-001   0.1639086E-002   0.4219387E-001   0.2370013E+002   0.1708245E-002   0.1780323E-002
   0.7151702E-001   0.5114684E-002   0.7702567E-001   0.1298269E+002   0.5508646E-002   0.5932953E-002
   0.8984129E-002   0.8071457E-004   0.9065575E-002   0.1103074E+003   0.8144630E-004   0.8218465E-004
   0.1304961E-001   0.1702923E-003   0.1322215E-001   0.7563064E+002   0.1725440E-003   0.1748254E-003
   0.1853578E-001   0.3435753E-003   0.1888585E-001   0.5294970E+002   0.3500640E-003   0.3566752E-003
   0.2305789E-001   0.5316663E-003   0.2360211E-001   0.4236910E+002   0.5442148E-003   0.5570594E-003
   0.4177639E-001   0.1745267E-002   0.4359775E-001   0.2293696E+002   0.1821357E-002   0.1900764E-002
   0.1007272E-001   0.1014597E-003   0.1017521E-001   0.9827805E+002   0.1024921E-003   0.1035349E-003
   0.6873893E-002   0.4725040E-004   0.6921470E-002   0.1444780E+003   0.4757744E-004   0.4790675E-004
   0.7768145E-002   0.6034408E-004   0.7828962E-002   0.1277309E+003   0.6081651E-004   0.6129264E-004
   0.2630909E-001   0.6921683E-003   0.2701996E-001   0.3700967E+002   0.7108707E-003   0.7300784E-003
   0.1685278E+000   0.2840162E-001   0.2026860E+000   0.4933739E+001   0.3415823E-001   0.4108163E-001
   0.2314754E+000   0.5358085E-001   0.3011945E+000   0.3320114E+001   0.6971911E-001   0.9071812E-001
   0.2676411E+000   0.7163174E-001   0.3654507E+000   0.2736347E+001   0.9780961E-001   0.1335542E+000
   0.1524935E+000   0.2325428E-001   0.1799320E+000   0.5557655E+001   0.2743847E-001   0.3237553E-001
   0.7844878E-001   0.6154211E-002   0.8512688E-001   0.1174717E+002   0.6678100E-002   0.7246586E-002
   0.4341511E-001   0.1884872E-002   0.4538552E-001   0.2203346E+002   0.1970417E-002   0.2059846E-002
   0.2207444E-001   0.4872808E-003   0.2257272E-001   0.4430127E+002   0.4982801E-003   0.5095276E-003
   0.1792704E+000   0.3213789E-001   0.2184282E+000   0.4578164E+001   0.3915771E-001   0.4771086E-001
   0.3290782E-001   0.1082924E-002   0.3402759E-001   0.2938792E+002   0.1119774E-002   0.1157877E-002
   0.4036440E-001   0.1629284E-002   0.4206221E-001   0.2377431E+002   0.1697816E-002   0.1769230E-002
   0.2953259E-001   0.8721740E-003   0.3043131E-001   0.3286089E+002   0.8987154E-003   0.9260645E-003
   0.7302768E-001   0.5333042E-002   0.7878086E-001   0.1269344E+002   0.5753183E-002   0.6206424E-002
   0.2480722E+000   0.6153983E-001   0.3299150E+000   0.3031084E+001   0.8184274E-001   0.1088439E+000
   0.3818746E+000   0.1458282E+000   0.6177947E+000   0.1618661E+001   0.2359201E+000   0.3816703E+000
   0.6066350E+000   0.3680060E+000   0.1542168E+001   0.6484378E+000   0.9355331E+000   0.2378282E+001
   0.5177441E+000   0.2680589E+000   0.1073588E+001   0.9314562E+000   0.5558437E+000   0.1152591E+001
   0.2232133E+000   0.4982420E-001   0.2873548E+000   0.3480019E+001   0.6414142E-001   0.8257276E-001
   0.1981250E+000   0.3925350E-001   0.2470771E+000   0.4047320E+001   0.4895214E-001   0.6104709E-001
   0.2327714E+000   0.5418254E-001   0.3033926E+000   0.3296060E+001   0.7062112E-001   0.9204705E-001
   0.1082703E+000   0.1172246E-001   0.1214161E+000   0.8236140E+001   0.1314576E-001   0.1474187E-001
   0.6527227E-001   0.4260469E-002   0.6983025E-001   0.1432044E+002   0.4557979E-002   0.4876264E-002
   0.3010771E-001   0.9064743E-003   0.3104233E-001   0.3221408E+002   0.9346134E-003   0.9636260E-003
   0.2445511E-001   0.5980524E-003   0.2506815E-001   0.3989125E+002   0.6130445E-003   0.6284123E-003
   0.3980482E-001   0.1584424E-002   0.4145493E-001   0.2412259E+002   0.1650106E-002   0.1718511E-002
   0.3945806E-001   0.1556939E-002   0.4107896E-001   0.2434336E+002   0.1620896E-002   0.1687481E-002
   0.2189020E-001   0.4791810E-003   0.2238011E-001   0.4468253E+002   0.4899052E-003   0.5008693E-003
   0.3216627E-001   0.1034669E-002   0.3323533E-001   0.3008846E+002   0.1069057E-002   0.1104587E-002
   0.1974187E+000   0.3897416E-001   0.2459798E+000   0.4065375E+001   0.4856102E-001   0.6050605E-001
   0.8002549E-001   0.6404079E-002   0.8698663E-001   0.1149602E+002   0.6961148E-002   0.7566675E-002
   0.3206298E-001   0.1028035E-002   0.3312507E-001   0.3018862E+002   0.1062088E-002   0.1097270E-002
   0.1270728E-001   0.1614748E-003   0.1287083E-001   0.7769508E+002   0.1635532E-003   0.1656582E-003
   0.1487750E+000   0.2213400E-001   0.1747775E+000   0.5721560E+001   0.2600252E-001   0.3054717E-001
   0.7991833E-002   0.6386939E-004   0.8056217E-002   0.1241277E+003   0.6438394E-004   0.6490263E-004
   0.1324984E-001   0.1755583E-003   0.1342776E-001   0.7447259E+002   0.1779157E-003   0.1803047E-003
   0.1825836E-001   0.3333678E-003   0.1859793E-001   0.5376942E+002   0.3395678E-003   0.3458830E-003
   0.2825084E-001   0.7981097E-003   0.2907215E-001   0.3439718E+002   0.8213125E-003   0.8451898E-003
   0.4736665E-001   0.2243599E-002   0.4972180E-001   0.2011190E+002   0.2355155E-002   0.2472257E-002
   0.4959879E-002   0.2460040E-004   0.4984602E-002   0.2006178E+003   0.2472302E-004   0.2484626E-004
   0.4409010E-002   0.1943937E-004   0.4428535E-002   0.2258083E+003   0.1952545E-004   0.1961192E-004
   0.1929418E+000   0.3722653E-001   0.2390680E+000   0.4182910E+001   0.4612620E-001   0.5715350E-001
   0.2602162E+000   0.6771249E-001   0.3517463E+000   0.2842958E+001   0.9153011E-001   0.1237255E+000
   0.1096623E+000   0.1202583E-001   0.1231694E+000   0.8118902E+001   0.1350704E-001   0.1517069E-001
   0.2437341E-001   0.5940632E-003   0.2498232E-001   0.4002831E+002   0.6089043E-003   0.6241161E-003
   0.5761353E-001   0.3319318E-002   0.6113577E-001   0.1635704E+002   0.3522247E-002   0.3737583E-002
   0.8545604E-001   0.7302735E-002   0.9344115E-001   0.1070192E+002   0.7985111E-002   0.8731249E-002
   0.9825546E-001   0.9654136E-002   0.1089615E+000   0.9177551E+001   0.1070607E-001   0.1187261E-001
   0.9607631E-001   0.9230657E-002   0.1062881E+000   0.9408393E+001   0.1021177E-001   0.1129716E-001
   0.8486374E-001   0.7201855E-002   0.9273345E-001   0.1078360E+002   0.7869708E-002   0.8599493E-002
   0.1558298E+000   0.2428292E-001   0.1845952E+000   0.5417259E+001   0.2876543E-001   0.3407539E-001
   0.6441312E-001   0.4149050E-002   0.6884783E-001   0.1452479E+002   0.4434703E-002   0.4740023E-002
   0.2050514E-001   0.4204609E-003   0.2093441E-001   0.4776825E+002   0.4292630E-003   0.4382494E-003
   0.1196381E+000   0.1431327E-001   0.1358965E+000   0.7358542E+001   0.1625839E-001   0.1846785E-001
   0.1993620E+000   0.3974521E-001   0.2490039E+000   0.4016001E+001   0.4964192E-001   0.6200296E-001
   0.3376279E+000   0.1139926E+000   0.5097255E+000   0.1961840E+001   0.1720975E+000   0.2598200E+000
   0.5902776E+000   0.3484276E+000   0.1440677E+001   0.6941183E+000   0.8503991E+000   0.2075549E+001
   0.4822366E+000   0.2325522E+000   0.9313842E+000   0.1073671E+001   0.4491476E+000   0.8674765E+000
   0.7290553E-001   0.5315216E-002   0.7863872E-001   0.1271638E+002   0.5733197E-002   0.6184049E-002
   0.4571260E-001   0.2089642E-002   0.4790234E-001   0.2087581E+002   0.2189741E-002   0.2294634E-002
   0.1506461E+000   0.2269424E-001   0.1773655E+000   0.5638076E+001   0.2671941E-001   0.3145851E-001
   0.7721993E-001   0.5962917E-002   0.8368183E-001   0.1195003E+002   0.6461905E-002   0.7002649E-002
   0.5650909E-001   0.3193278E-002   0.5989363E-001   0.1669627E+002   0.3384535E-002   0.3587247E-002
   0.7348941E-001   0.5400694E-002   0.7931848E-001   0.1260740E+002   0.5829069E-002   0.6291421E-002
   0.7942596E-001   0.6308483E-002   0.8627873E-001   0.1159034E+002   0.6852771E-002   0.7444020E-002
   0.2026461E+000   0.4106544E-001   0.2541483E+000   0.3934711E+001   0.5150216E-001   0.6459134E-001
