#dalpdx  dalpdy   dalpdz
   0.4791167E+000   0.9344004E+000   0.1342998E+000
   0.3857403E+000   0.1277500E+001  -0.3391052E-001
   0.1243340E+001   0.3109917E+001  -0.4223464E+000
   0.2739259E+001   0.3343720E+001  -0.1033216E+000
   0.2635063E+001   0.2360517E+001  -0.1063044E+000
   0.1708858E+000  -0.8374898E+000   0.4996239E+000
  -0.1575776E+001   0.1494456E+001   0.1142527E+001
   0.5772952E+000   0.3340596E+001   0.2646336E+001
   0.1209115E+001   0.6182667E+001   0.3736767E+001
   0.2180258E+001   0.3019615E+001   0.2994452E+001
  -0.1413765E+001  -0.2108031E+000   0.1119655E+001
  -0.2674476E+001  -0.1748010E+001  -0.5121255E+000
  -0.2698213E+001  -0.9664170E+000  -0.6372900E+000
  -0.2236777E+001   0.2417960E+000  -0.6061686E+000
   0.8258855E+000  -0.4597414E+000  -0.9101159E+000
  -0.8924763E-001  -0.9948577E+000  -0.8933099E+000
   0.2223592E+000  -0.1742534E+001  -0.1090774E+001
  -0.5228074E+000  -0.1623980E+001  -0.1148265E+001
   0.4043118E+000  -0.1551598E+001  -0.1347508E+001
  -0.6104373E-001  -0.1419806E+001  -0.1091201E+001
  -0.1080467E+001  -0.1124535E+001  -0.3954679E+000
  -0.9758248E+000  -0.7241487E+000   0.3487285E-001
  -0.6687652E+000  -0.4516568E+000   0.2075654E+000
  -0.9285358E-001  -0.2661959E+000   0.6345666E-001
   0.6433225E+000  -0.1969926E+000  -0.1951796E+000
   0.8001517E+000  -0.5149230E+000  -0.2694345E+000
   0.1430842E+001  -0.1331302E+001  -0.2011077E+000
   0.3750376E+001  -0.1533349E+001   0.4342165E+000
   0.4324974E+001   0.2601687E+000   0.2000425E+001
   0.7546462E+001   0.2099562E+001   0.2799821E+001
   0.1744479E+001   0.4398594E+001   0.2870384E+001
  -0.1476539E+000   0.4497641E+001   0.1675990E+001
  -0.7267560E+001   0.4545228E+001   0.1142795E+001
  -0.6289832E+001   0.3808008E+001   0.8979075E+000
  -0.5479776E+001   0.2688763E+001   0.8672917E+000
  -0.1618190E+001   0.1664501E+001   0.4857521E+000
  -0.7852853E+000   0.1412004E+001   0.2325119E+000
   0.2635067E+000   0.1305041E+001   0.9622337E-001
   0.6157894E+000   0.1157741E+001   0.1844858E+000
   0.1162253E+001   0.8570247E+000   0.1688164E+000
  -0.4179904E+000   0.3574109E+001  -0.3747750E+000
   0.6915064E+000   0.9872056E+000  -0.4483677E+000
   0.2450605E+001   0.1397641E+001  -0.5465956E+000
   0.2831555E+001   0.2137686E+001   0.2448530E+000
   0.5716875E+000   0.1255585E+001   0.2086086E+000
