#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.1441855E-001   0.4057460E-002  -0.4142117E-001   0.3483622E-001  -0.1502703E-001   0.3848700E+000
   0.9222710E-001  -0.1531557E+000   0.1498714E+000   0.4611298E+000  -0.4964397E+000   0.6324143E+000
   0.1165620E+000  -0.3791337E-001   0.3352749E+000   0.1160174E+000  -0.1989419E+000   0.1178992E+001
   0.2360032E-001  -0.7871095E-001   0.1160654E+000   0.5573927E+000  -0.8265430E+000   0.1306683E+001
   0.2246729E-001   0.2380447E-001  -0.5453617E-001   0.4481817E-001  -0.4458151E-001   0.2595067E+000
   0.1392519E-001   0.5284100E-002  -0.6208179E-001   0.5682752E-002  -0.7515223E-002   0.4700034E+000
   0.1307099E-001   0.3401784E-002  -0.3778048E-001   0.7635843E-002  -0.4045835E-001   0.2656878E+000
   0.9305034E-002  -0.6168301E-002  -0.5747634E-002   0.1328722E-001  -0.3058154E-001   0.1391278E+000
   0.1074498E-001  -0.1327709E-001   0.1172964E-001   0.1855084E-001  -0.2053721E-001   0.7108110E-001
   0.1339366E-001  -0.1148043E-001   0.1411273E-001   0.1405528E-001  -0.1169306E-001   0.7227381E-001
   0.5820687E-002  -0.1093903E-002  -0.1839274E-002   0.4148368E-002   0.2176859E-002   0.5012724E-001
   0.4358465E-002  -0.8045274E-003   0.3145657E-002   0.2159617E-002   0.6981076E-003   0.9164273E-002
   0.2141939E-002  -0.1949625E-002   0.1107262E-001   0.2623596E-002  -0.1295139E-001   0.7918308E-001
   0.1295160E-002  -0.7835768E-003   0.1300505E-001   0.2078194E-002  -0.1711947E-001   0.2191886E+000
   0.6040854E-003   0.3812748E-003   0.9189530E-002   0.4168575E-002   0.3288619E-002   0.5419120E+000
   0.8408781E-002  -0.2772640E-002  -0.7307918E-001   0.1871977E-001   0.2993842E-001   0.7571762E+000
   0.1041282E+000   0.2398911E-001  -0.4123590E+000   0.4591049E-001  -0.8911311E-001   0.1645918E+001
   0.3507117E+000   0.1784463E+000  -0.8942413E+000   0.1836706E+000  -0.4452008E+000   0.2379825E+001
