#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.8836507E-001  -0.1074831E+000  -0.1076956E-001   0.5657173E+000  -0.4325998E+000   0.9173770E+000
   0.2845177E+000  -0.3480939E+000   0.4954939E+000   0.1094753E+001  -0.1358373E+001   0.2285386E+001
   0.2209396E+000  -0.3792741E-002   0.3668157E+000   0.5102559E+000  -0.4542160E+000   0.1753556E+001
   0.1182180E+000   0.5403758E-001   0.1305178E+000   0.9379265E+000  -0.1060330E+001   0.2030347E+001
   0.7415889E-001   0.9477927E-001  -0.1770515E+000   0.2056716E+000  -0.3377000E+000   0.1114509E+001
   0.6171510E-001   0.2386804E-001  -0.1662038E+000   0.2379937E-001  -0.5640429E-001   0.1126574E+001
   0.4542039E-001   0.1009701E-001  -0.1203050E+000   0.2604976E-001  -0.1315784E+000   0.9588173E+000
   0.3155794E-001  -0.1861755E-001  -0.1176078E-001   0.4416309E-001  -0.1109909E+000   0.4816898E+000
   0.3922590E-001  -0.4143366E-001   0.4530921E-001   0.5443493E-001  -0.7315081E-001   0.2464194E+000
   0.3919824E-001  -0.3085774E-001   0.4137653E-001   0.4002123E-001  -0.3841519E-001   0.2187483E+000
   0.1911404E-001  -0.5132472E-002  -0.1605001E-002   0.1564086E-001   0.2439637E-003   0.1407067E+000
   0.1391114E-001  -0.1970963E-002   0.8258434E-002   0.6880946E-002   0.1156815E-002   0.5390392E-001
   0.7117482E-002  -0.5122426E-002   0.3453400E-001   0.7628097E-002  -0.3685266E-001   0.2782879E+000
   0.4319712E-002  -0.2612705E-002   0.4347350E-001   0.8278366E-002  -0.5124605E-001   0.8345388E+000
   0.2648269E-002  -0.2040926E-003   0.6526482E-002   0.1777503E-001   0.5105519E-002   0.1763551E+001
   0.4086738E-001  -0.4400208E-002  -0.2808895E+000   0.5898307E-001   0.5364433E-001   0.2653324E+001
   0.4419134E+000   0.1656263E+000  -0.1648355E+001   0.1889607E+000  -0.5661752E+000   0.6370136E+001
   0.6105519E+000   0.2534744E+000  -0.1765128E+001   0.3110842E+000  -0.7677758E+000   0.5467573E+001
   0.1346262E+001   0.2208839E+000  -0.1836555E+001   0.3427617E+000  -0.5634873E+000   0.3886139E+001
   0.4081282E+001   0.5777639E+000  -0.1188903E+002   0.4073167E+000  -0.1675862E+001   0.4174172E+002
   0.2377835E+001   0.5418665E+000  -0.8815517E+001   0.3702590E+000  -0.2402931E+001   0.4122028E+002
   0.5579447E+000  -0.5950908E-001  -0.2387361E+001   0.6895033E-001   0.8005478E-001   0.1184168E+002
   0.2465374E+000  -0.2012030E+000  -0.6879286E+000   0.2755170E+000   0.4899021E+000   0.3074518E+001
   0.2179427E+000  -0.2767828E+000  -0.2099541E+000   0.6752110E+000   0.6078090E+000   0.2288429E+001
   0.2616610E+000  -0.2216930E+000   0.3066341E+000   0.1110400E+001   0.1090558E-001   0.1375584E+001
