# ~alp d~p/dy   Phi_p_sgs,y
   0.4815707E+000   0.5627945E+000
  -0.1129791E+001   0.1731952E+000
  -0.3219215E+000  -0.8022748E-002
  -0.2993354E+000   0.5007957E-001
  -0.2573534E+000  -0.1608736E-001
  -0.4142704E+000  -0.2078260E-001
  -0.1291284E+002  -0.3287604E+001
  -0.7816145E+002  -0.1697101E+002
  -0.6001763E+002  -0.1702119E+002
  -0.1648281E+002  -0.5561508E+001
   0.2439781E+001  -0.1389187E+001
  -0.2361720E+000  -0.6456795E+000
  -0.7326928E+000   0.4189502E+001
  -0.1342610E+002  -0.1084027E+002
   0.1005762E+001  -0.7655713E+001
   0.2387933E+001   0.1195712E+000
   0.1028745E+002   0.8855579E-001
   0.1014627E+002  -0.7701658E+000
   0.1496010E+002  -0.3299327E+000
   0.6610082E+002   0.8335042E+001
   0.7789528E+002   0.1520938E+002
   0.4493148E+002   0.1955068E+001
   0.1521710E+002   0.4574385E+001
  -0.1612784E+002   0.9694443E-001
  -0.6151546E+002  -0.1436050E+002
  -0.5551696E+002  -0.1040266E+002
  -0.6110143E+001   0.2700312E+002
   0.4092563E+002   0.2161327E+002
   0.3671555E+002   0.1210186E+001
  -0.4448445E+001   0.1727338E+001
  -0.3419265E+002  -0.1307959E+000
  -0.1753910E+002  -0.1783606E+001
  -0.9224492E+001  -0.3093763E+001
   0.5511409E+001  -0.2134185E+000
   0.7994714E+002   0.3441424E+002
   0.3510063E+003   0.2968045E+002
  -0.2927374E+003   0.5435272E+002
  -0.2783107E+003  -0.3150591E+002
  -0.8282393E+001   0.1422124E+001
   0.1804760E+001   0.5792049E-001
  -0.1795209E+001   0.1382732E+000
  -0.2897049E+001   0.8175082E-001
  -0.2088645E+001  -0.5063907E-001
  -0.1918738E+001   0.2136513E-002
  -0.1983501E+001  -0.1147337E-001
  -0.2453475E+001  -0.7996748E-001
  -0.4122039E+001  -0.5598730E+000
  -0.1112418E+002  -0.1376563E+002
  -0.2882042E+002  -0.2576316E+002
  -0.3258538E+001  -0.5365843E+001
   0.3756928E+001   0.2726933E+000
   0.1474577E+002   0.1051353E+002
   0.2655212E+002  -0.5674393E+001
   0.4519484E+001  -0.2772503E+001
   0.2768759E+001  -0.1525373E-001
   0.6193009E+001  -0.4097107E+000
   0.9274477E+001  -0.2845112E+000
   0.1031297E+002  -0.1320068E+001
   0.1519753E+002  -0.1356744E+001
   0.6628652E+001  -0.3770750E+001
  -0.9934949E+001  -0.6800036E+001
   0.3380854E+001   0.4369706E+001
   0.1182323E+002   0.3670995E+001
   0.7260204E+001  -0.6267468E+000
   0.1643052E+002  -0.3732800E+001
   0.5072085E+002  -0.4982578E-003
   0.5438094E+002   0.1437623E+002
   0.2512378E+002   0.9854807E+001
   0.3262594E+002   0.5798532E+001
   0.5226618E+001   0.2030795E+002
  -0.2197866E+002   0.1117948E+002
  -0.3044480E+002   0.1353644E+001
  -0.3264835E+002  -0.1300545E+001
  -0.2754689E+002  -0.1400269E+001
  -0.4310120E+002   0.2938027E+001
   0.6706718E+001   0.9529962E+002
   0.6172581E+003   0.1444290E+003
   0.2575862E+003   0.4983223E+002
   0.8179770E+000  -0.5078117E+001
   0.3764716E-001   0.1507408E+000
  -0.3335649E+001  -0.2887298E+000
  -0.4649029E+001   0.1036572E+000
  -0.5793151E+001  -0.3282908E+000
  -0.9194840E+001  -0.3511563E+000
  -0.4274254E+001   0.1524162E+001
  -0.2583077E+001   0.5461423E+000
  -0.2059264E+001   0.2275254E+000
   0.8707180E+001   0.1369825E+002
   0.7563779E+002   0.4830999E+002
   0.7225897E+002   0.2155815E+002
