# ~alp d~p/dy   Phi_p_sgs,y
  -0.4468276E+000   0.1404426E+001
  -0.7121399E+000   0.1600009E+001
  -0.9895429E+000   0.8390765E+000
  -0.9432999E+000   0.2208391E+000
  -0.1392092E+001   0.3960026E+000
  -0.2981816E+001   0.3744469E+000
  -0.6539747E+001  -0.4774085E+001
  -0.8829794E+001  -0.6115825E+001
  -0.3878399E+001  -0.9197980E+001
   0.2770076E+001  -0.7214929E+001
   0.5990636E+001   0.1028999E-001
   0.7653428E+001   0.2045266E+001
   0.6151678E+001  -0.2815349E+001
   0.3712580E+001  -0.1099085E+002
   0.1564413E+001  -0.1974249E+002
   0.1334578E+001  -0.2341921E+002
   0.1155002E+001  -0.1759429E+002
   0.1492961E+001  -0.1231877E+002
   0.4555307E+001  -0.1498402E+001
   0.9511845E+001   0.7184257E+001
   0.1325961E+002   0.1229062E+002
   0.1088443E+002   0.1278522E+002
   0.5872170E+001   0.7901670E+001
   0.8922781E-001  -0.1598710E+001
  -0.4703076E+001  -0.3834568E+001
  -0.4469002E+001   0.3159210E+000
   0.1181943E+001   0.1066248E+002
   0.9723992E+001   0.2258071E+002
   0.7734258E+001   0.2146735E+002
  -0.3551869E+001   0.1825678E+002
  -0.1387186E+002   0.9198289E+001
  -0.1514664E+002  -0.9298342E+000
  -0.1370556E+002  -0.2247274E+001
  -0.1020033E+002   0.7531464E+001
  -0.1834272E+001   0.2063397E+002
   0.6239489E+001   0.4185767E+002
   0.3218936E+001   0.4991426E+002
  -0.3649303E+001   0.4191605E+002
  -0.3740976E+001   0.1940742E+002
  -0.1078703E+001   0.2654997E+001
  -0.2391153E+001   0.1145249E+000
  -0.2474739E+001   0.5877654E-001
  -0.2592335E+001   0.5816808E+000
  -0.2180108E+001   0.1575676E+001
  -0.1904871E+001   0.1782038E+001
  -0.2298200E+001   0.1449770E+001
  -0.3190562E+001  -0.7805068E+000
   0.1083210E+001   0.2316345E+001
   0.1118979E+002  -0.1714460E+001
   0.1330362E+002   0.8854985E+000
   0.1263057E+002   0.3926254E+001
   0.1259772E+002   0.2207859E+001
   0.1257912E+002  -0.2163035E+001
   0.1020318E+002  -0.5161475E+001
   0.6081487E+001  -0.6904922E+001
   0.4276207E+001  -0.2143747E+001
   0.5383225E+001  -0.1061002E+001
   0.6482704E+001  -0.1939173E+001
   0.7054035E+001  -0.5915632E+000
   0.8033281E+001   0.3451899E+001
   0.9123096E+001   0.7202244E+001
   0.8900634E+001   0.8867164E+001
   0.9724100E+001   0.5879988E+001
   0.1133177E+002  -0.1423140E+001
   0.1261318E+002  -0.3564818E+001
   0.1248185E+002  -0.1780936E+001
   0.1273094E+002   0.6800495E+001
   0.1646054E+002   0.1625597E+002
   0.2167671E+002   0.2593703E+002
   0.1336266E+002   0.2885480E+002
  -0.5028175E+001   0.3020415E+002
  -0.1515023E+002   0.1448341E+002
  -0.1478212E+002   0.3149005E+001
  -0.1113395E+002   0.9930789E+001
  -0.1574485E+001   0.2620589E+002
   0.1278161E+002   0.3593948E+002
   0.1714845E+002   0.2992425E+002
   0.6111621E+001   0.2073986E+002
  -0.3247709E+001   0.7915442E+001
  -0.3284456E+001  -0.2649752E+000
  -0.7209215E+001  -0.1827165E+001
  -0.8397662E+001  -0.2884445E+001
  -0.1027488E+002  -0.1184101E+001
  -0.9061763E+001   0.4115850E+001
  -0.4299081E+001   0.8498445E+001
   0.6312645E+000   0.1371968E+002
   0.6458719E+001   0.1926566E+002
   0.1698081E+002   0.2386808E+002
   0.2706951E+002   0.1775450E+002
   0.2172401E+002   0.1513060E+002
   0.1610133E+002   0.6188048E+001
   0.1168084E+002   0.8024350E+000
   0.1052030E+002   0.4393400E+000
   0.7485234E+001  -0.1184251E+001
   0.2852302E+001  -0.1078964E+001
   0.3799153E+001  -0.1342451E+001
   0.3890516E+001  -0.1333263E+001
   0.2535343E+001  -0.2033845E+001
  -0.1939580E+001  -0.3091791E+001
  -0.6790448E+001  -0.6387139E+000
  -0.8424373E+001   0.3296100E+001
  -0.2214394E+001   0.4709608E+001
   0.8417467E+001   0.4965111E+001
   0.1933634E+002   0.3049521E+001
   0.2634989E+002   0.2175281E+001
   0.2272280E+002   0.3801025E+001
   0.1715751E+002   0.7869097E+001
   0.1494971E+002   0.1434436E+002
   0.1821774E+002   0.2536988E+002
   0.1976957E+002   0.2463131E+002
   0.1072201E+002   0.2452132E+002
  -0.6309363E+000   0.1295607E+002
  -0.5691869E+001   0.4519900E+001
  -0.4850681E+001  -0.3283437E+001
  -0.2256741E+001   0.3762909E+001
   0.8468027E+001   0.3965314E+002
   0.1864869E+002   0.3971319E+002
   0.1531256E+002   0.3633852E+002
  -0.7430548E+000   0.1308941E+002
  -0.7083461E+001  -0.4340000E+001
  -0.1645704E+002  -0.1178624E+002
  -0.2331567E+002  -0.1362206E+002
  -0.3002636E+002  -0.1150092E+002
  -0.2162101E+002   0.6977938E+001
   0.1024295E+001   0.1676515E+002
   0.1943817E+002   0.3311209E+002
   0.2581342E+002   0.4259505E+002
   0.3016945E+002   0.4088845E+002
   0.2963500E+002   0.3087248E+002
   0.1879824E+002   0.2378929E+002
   0.1007848E+002   0.7225835E+001
   0.3249381E+001  -0.2684798E+001
   0.1229329E+001  -0.2677464E+001
   0.4760868E+000  -0.4506573E+001
   0.9244775E+000  -0.1394831E+001
   0.2187649E+001   0.1380367E+001
   0.3614777E+001   0.1991468E+001
   0.1895893E+001   0.1559747E+001
  -0.4834264E+001  -0.4279711E+000
  -0.1032537E+002  -0.2193542E+001
  -0.1112104E+002  -0.4123833E+001
  -0.4482780E+001  -0.2956665E+001
   0.3304723E+001   0.3696586E+000
   0.1239112E+002   0.1118781E+001
   0.1470175E+002   0.2732298E+000
   0.1019107E+002  -0.2160219E+000
   0.3278791E+001  -0.1635973E+001
   0.6023926E+000  -0.6347249E+000
   0.2889998E+001   0.1646482E+002
   0.8825807E+001   0.2092230E+002
   0.1572958E+002   0.2111147E+002
   0.1225125E+002   0.8331543E+001
   0.4900294E+001   0.3804978E+001
   0.5608330E+000  -0.9767959E+000
  -0.4559103E+000  -0.2895858E+001
   0.2141848E-001  -0.2830502E+001
   0.1896890E+001  -0.2288535E+000
   0.2221687E+001  -0.7281925E+000
  -0.5684501E+000   0.7885935E+000
  -0.8070282E+001  -0.1066252E+002
  -0.1870950E+002   0.1924884E+002
  -0.3083852E+002   0.2397530E+002
  -0.3859669E+002   0.8341491E+001
  -0.2362496E+002   0.7774554E+001
   0.1100065E+002   0.9108140E+001
   0.4063872E+002   0.2776622E+002
   0.4146064E+002   0.4576345E+002
   0.3236888E+002   0.4209509E+002
   0.2080854E+002   0.2842355E+002
   0.8914204E+001   0.1661330E+002
   0.3491211E+001   0.1258988E+001
   0.8615842E-001  -0.7184327E+001
  -0.2455153E+001  -0.7071373E+001
  -0.3301749E+001  -0.5366238E+001
  -0.1218099E+001  -0.2129061E+000
   0.1429324E+001   0.3011354E+001
   0.5339266E+001   0.3230162E+001
   0.7589677E+001   0.4243645E+001
   0.5300101E+001   0.6207300E+001
   0.2288386E+001   0.5876319E+001
   0.6792526E+000   0.2874236E+001
   0.1449901E+001   0.3961452E+000
   0.2703811E+001   0.1941389E+001
   0.4049535E+001  -0.1914106E+000
   0.2567530E+001  -0.8693370E+000
   0.5131417E+000  -0.2156200E+001
  -0.8848299E+000  -0.1391982E+001
  -0.1046616E+001  -0.1507187E+001
  -0.2228618E+001  -0.2892989E+001
  -0.6494302E+000   0.3621650E+000
   0.5779990E+001   0.2021901E+001
   0.1104886E+002   0.1418140E+001
   0.9378112E+001   0.2254588E+001
   0.4879857E+001   0.8365595E+000
   0.2523783E+001   0.1359835E+001
   0.1120280E+001   0.1166125E+001
   0.5690240E+000   0.3390681E-001
   0.5861381E+000  -0.5123920E+000
   0.1860187E+000  -0.1511194E+001
  -0.4992146E+001   0.7628209E+001
   0.2219104E+001   0.4656694E+002
  -0.8190627E+000   0.5846743E+002
  -0.3694212E+001   0.3666712E+002
  -0.1047289E+001   0.7567441E+001
   0.1301689E+002   0.5302662E+001
   0.2466941E+002   0.2575047E+002
   0.2193113E+002   0.4474227E+002
   0.1299771E+002   0.3659068E+002
   0.5469173E+001   0.1874999E+002
   0.1892126E+001   0.5268615E+001
   0.1302167E+001  -0.2644233E+001
   0.9926264E+000  -0.7666237E+001
  -0.7447546E+000  -0.7812560E+001
  -0.2642583E+001  -0.5008843E+001
  -0.1675995E+001   0.1853061E-001
   0.1938019E+001   0.2544292E+001
   0.6026510E+001   0.2979190E+001
   0.9819674E+001   0.5169870E+001
   0.9918041E+001   0.7925486E+001
   0.8601573E+001   0.7948389E+001
   0.5570537E+001   0.5921179E+001
   0.2158125E+001   0.2759358E+001
  -0.2204377E+000   0.1475485E+001
  -0.3784357E+001  -0.1184544E+001
  -0.5245241E+001  -0.2085354E+001
  -0.4133682E+001  -0.2787062E+001
  -0.1729640E+001  -0.9101638E+000
  -0.1114579E+001   0.6993158E+000
  -0.1918210E+001  -0.9367888E+000
  -0.5516379E+000  -0.2199443E+001
   0.3414187E+001  -0.3105669E+001
   0.6482129E+001  -0.2751703E+001
   0.6451728E+001  -0.2179504E-001
   0.5987259E+001   0.9643346E+000
   0.5346827E+001   0.2505978E+001
   0.3484574E+001   0.3091693E+001
   0.2104819E+001   0.2218399E+001
   0.1351205E+001   0.3723655E+000
   0.2042063E+001   0.2301072E+000
   0.4241336E+001   0.1834742E+002
   0.3235286E+002   0.4935230E+002
   0.4872644E+002   0.6078059E+002
   0.4862112E+002   0.4035527E+002
   0.2724769E+002   0.1070934E+002
   0.5221870E+001   0.4406551E+001
  -0.3983462E+001   0.1792385E+002
  -0.1723847E+001   0.2721197E+002
   0.8612241E+000   0.2052182E+002
   0.1132799E+001   0.8138515E+001
   0.1161053E+001   0.8326433E-001
   0.1761207E+001  -0.1084734E+001
   0.3325619E+001  -0.3377220E+001
   0.2828006E+001  -0.4492209E+001
   0.4473595E+000  -0.2639177E+001
  -0.1170813E+001   0.2609349E+000
   0.6988942E+000   0.1663877E+001
   0.3739777E+001   0.2234648E+001
   0.8183663E+001   0.5025289E+001
   0.1084494E+002   0.8338287E+001
   0.1143482E+002   0.8411431E+001
   0.7044735E+001   0.7307358E+001
   0.1304659E+001   0.3728505E+001
  -0.1959032E+001   0.1715539E+001
  -0.6930275E+001  -0.4285377E+000
  -0.6456339E+001  -0.1397015E+001
  -0.3107850E+001  -0.2004449E+001
   0.8738083E+000   0.1944944E+001
   0.2329204E+001   0.4422652E+001
   0.2814246E+001   0.4208876E+001
   0.3514421E+001   0.1764000E+001
   0.4348999E+001  -0.1363749E+000
   0.4335542E+001  -0.9974478E+000
   0.3975633E+001  -0.2190552E+000
   0.5881733E+001   0.3919731E+000
   0.7117584E+001   0.1479125E+001
   0.5475417E+001   0.2160015E+001
   0.3357683E+001   0.1810309E+001
   0.2067746E+001   0.3560217E+000
   0.4002169E+001   0.1142461E+001
   0.1379266E+002   0.2228587E+002
   0.3313832E+002   0.4553631E+002
   0.5566469E+002   0.5823679E+002
   0.5719808E+002   0.5114403E+002
   0.2892855E+002   0.2110127E+002
   0.4166053E+000   0.1592872E+001
  -0.1296175E+002  -0.6850078E+001
  -0.1322168E+002  -0.5072280E+001
  -0.7352062E+001  -0.6326712E+001
  -0.2107776E+001  -0.7148537E+001
   0.7189094E+000  -0.2797790E+001
   0.1492897E+001  -0.1477563E+000
   0.3751259E+001  -0.1329788E+001
   0.3764439E+001  -0.1825433E+001
   0.1830772E+001  -0.6831583E+000
  -0.1310699E+001   0.2815449E+000
  -0.2223985E+001  -0.5781721E-001
  -0.1352045E+001  -0.3951887E+000
   0.1126358E+001   0.6717429E+000
   0.3657277E+001   0.2592855E+001
   0.4694633E+001   0.3152335E+001
   0.2520451E+001   0.3180776E+001
  -0.9381946E+000   0.1699749E+001
  -0.4217285E+001   0.5068249E+000
  -0.8519730E+001   0.5237899E+000
  -0.6400388E+001  -0.3264844E+000
  -0.1933047E+001  -0.7648028E+000
   0.2155083E+001   0.3686697E+001
   0.3863167E+001   0.5728498E+001
   0.4243592E+001   0.6486663E+001
   0.3899168E+001   0.4434958E+001
   0.3451113E+001   0.2058632E+001
   0.2762859E+001   0.4332841E+000
   0.2331313E+001   0.9517609E-001
   0.4248585E+001  -0.2081450E+000
   0.5741406E+001   0.8586710E+000
   0.5181467E+001   0.1080375E+001
   0.3558480E+001   0.1342825E+001
   0.2251322E+001   0.2067377E+000
   0.4488853E+001   0.8433374E+000
   0.1343969E+002   0.1688818E+002
   0.2236701E+002   0.1346071E+002
   0.3896557E+002   0.2130847E+002
   0.3882562E+002   0.2138281E+002
   0.2144502E+002   0.1696164E+002
   0.1734855E+001   0.1737539E+001
  -0.9234354E+001  -0.2152302E+001
  -0.1350807E+002  -0.2543743E+001
  -0.8044115E+001  -0.5647877E+001
  -0.1465513E+001  -0.7346192E+001
   0.9123582E+000  -0.3300275E+001
   0.1374738E+001  -0.1132264E+001
   0.1928881E+001  -0.1904041E+001
   0.5629836E+000  -0.1163951E+001
  -0.1321512E+001   0.2185360E+000
  -0.2730578E+001   0.8467811E+000
  -0.3696347E+001   0.1614455E+000
  -0.3115320E+001  -0.1726283E+000
  -0.1428738E+001   0.1330437E+000
   0.1153238E+001   0.5896791E+000
   0.1990422E+001   0.9214680E+000
   0.1153941E+001   0.1547228E+001
  -0.1609485E+001   0.1476667E+001
  -0.6124510E+001   0.1088771E+001
  -0.1170216E+002   0.2891468E+000
  -0.8726174E+001  -0.1529062E+001
  -0.2038346E+001  -0.2677053E+001
   0.1981902E+001   0.3711502E+001
   0.2629457E+001   0.6014607E+001
   0.2490370E+001   0.6561436E+001
   0.1889526E+001   0.4314428E+001
   0.1503080E+001   0.2088176E+001
   0.1143372E+001   0.4936511E+000
   0.1039907E+001  -0.2765553E+000
   0.1527706E+001  -0.1188612E+001
   0.1700738E+001  -0.4057806E+000
   0.1937825E+001  -0.6013646E+000
   0.1854057E+001   0.1136043E+000
   0.1741893E+001   0.1574186E+000
   0.3800799E+001   0.6063091E+000
   0.1007394E+002   0.1803259E+001
   0.1565609E+002   0.1411211E+001
   0.2338904E+002   0.5298429E+001
   0.2215211E+002   0.7242896E+001
   0.1402117E+002   0.8793004E+001
   0.5506353E+001   0.2036400E+001
  -0.2787809E+001   0.1802479E+001
  -0.7146577E+001  -0.7674250E+000
  -0.5034018E+001  -0.3741599E+001
  -0.1441546E+001  -0.6293433E+001
  -0.8482635E-001  -0.3597326E+001
   0.3972651E+000  -0.1770014E+001
   0.1948525E+000  -0.1361119E+001
  -0.1028583E+001   0.1496749E+000
  -0.2635343E+001   0.1382259E+001
  -0.3218000E+001   0.1846709E+001
  -0.4783106E+001   0.2859176E+001
  -0.3653850E+001   0.4197290E+001
  -0.6526517E+000   0.4276613E+001
   0.2839482E+001   0.3544261E+001
   0.3605560E+001   0.2489876E+001
   0.3024384E+001   0.2330698E+001
   0.2904604E+000   0.1552521E+001
  -0.5228055E+001   0.8903446E+000
  -0.9328310E+001   0.6116166E+001
  -0.5058367E+001   0.4417102E+001
