# ~alp d~p/dy   Phi_p_sgs,y
  -0.8351324E+000   0.1770841E+001
  -0.6970580E+000   0.2500647E+001
  -0.7771470E+000   0.2745620E+001
  -0.1116019E+001   0.2233535E+001
  -0.1806068E+001   0.2594947E+001
  -0.2497881E+001   0.1765274E+001
  -0.2189319E+001  -0.1190126E-001
   0.4080218E+000  -0.4483645E+000
   0.5047421E+001  -0.3837058E+001
   0.8258368E+001  -0.3986859E+001
   0.9535495E+001   0.1098430E+001
   0.9422498E+001   0.3189738E+000
   0.6973039E+001  -0.3854467E+001
   0.4690841E+001  -0.6914835E+001
   0.2273513E+001  -0.1217536E+002
   0.3384230E+000  -0.1558656E+002
  -0.1058932E+000  -0.1237892E+002
   0.1797296E+000  -0.7658121E+001
   0.1026270E+001   0.4052142E+000
   0.2895283E+001   0.6954687E+001
   0.5201243E+001   0.9157989E+001
   0.6537977E+001   0.1012433E+002
   0.6610666E+001   0.5705721E+001
   0.5836562E+001  -0.1254050E+001
   0.4916018E+001  -0.2193356E+001
   0.4587244E+001   0.4236934E+000
   0.5282727E+001   0.5504324E+001
   0.7553545E+001   0.1769637E+002
   0.5629374E+001   0.1999056E+002
  -0.1734312E+000   0.1988177E+002
  -0.6075394E+001   0.1641246E+002
  -0.9258762E+001   0.4120030E+001
  -0.9586203E+001  -0.2166368E+000
  -0.8915017E+001   0.4312129E+001
  -0.6574055E+001   0.1421161E+002
  -0.3546167E+001   0.2372423E+002
  -0.2784546E+001   0.2503767E+002
  -0.3076973E+001   0.2174899E+002
  -0.2545899E+001   0.1403126E+002
  -0.1477746E+001   0.4266138E+001
  -0.3688084E+001  -0.3309140E+000
  -0.3251699E+001  -0.4096006E+000
  -0.3178786E+001   0.8305956E+000
  -0.2480953E+001   0.2901123E+001
  -0.2032269E+001   0.4048240E+001
  -0.1104325E+001   0.4699717E+001
   0.1899559E+001   0.5440896E+001
   0.6508573E+001   0.5387444E+001
   0.1173150E+002   0.1037943E+001
   0.1359970E+002   0.7576318E+000
   0.1251170E+002   0.4372806E+001
   0.1065631E+002   0.9874535E+000
   0.7660805E+001  -0.3335072E+001
   0.5751476E+001  -0.5017938E+001
   0.4119000E+001  -0.9131257E+001
   0.2754608E+001  -0.1114801E+002
   0.2350778E+001  -0.7558606E+001
   0.2886239E+001  -0.4754979E+001
   0.3406186E+001   0.2605940E+000
   0.3919515E+001   0.4978600E+001
   0.5303776E+001   0.7014169E+001
   0.7459651E+001   0.8633288E+001
   0.9607617E+001   0.6486402E+001
   0.1076005E+002   0.1441844E+001
   0.1047111E+002  -0.6929796E-001
   0.9610312E+001   0.2283037E+001
   0.8668458E+001   0.6089940E+001
   0.9237198E+001   0.1647073E+002
   0.1030779E+002   0.2136416E+002
   0.5446498E+001   0.2319759E+002
  -0.1810427E+001   0.2170993E+002
  -0.6716851E+001   0.1118581E+002
  -0.7614871E+001   0.2359930E+001
  -0.5571767E+001   0.5626396E+001
  -0.2620522E+001   0.1434876E+002
   0.5434277E+000   0.2179837E+002
   0.1496566E+001   0.2214374E+002
  -0.1383854E+001   0.1851068E+002
  -0.4698690E+001   0.1129537E+002
  -0.4912800E+001   0.2272055E+001
  -0.8381545E+001  -0.1101988E+001
  -0.1024557E+002  -0.2360997E+001
  -0.1132970E+002  -0.4055555E+000
  -0.8138132E+001   0.4774449E+001
  -0.3111550E+001   0.9842550E+001
   0.3028200E+001   0.1463350E+002
   0.9767975E+001   0.2004316E+002
   0.1456511E+002   0.1929976E+002
   0.1583164E+002   0.1231443E+002
   0.1530979E+002   0.9019787E+001
   0.1242235E+002   0.6273201E+001
   0.9064266E+001   0.4980587E+000
   0.6676374E+001   0.3406052E+000
   0.5948113E+001  -0.4666643E-001
   0.4784998E+001  -0.1321034E+001
   0.3598445E+001  -0.8346575E+000
   0.3305113E+001  -0.7030969E+000
   0.2780934E+001  -0.1627777E+001
   0.1442857E+001   0.3445821E+000
  -0.1424846E+000   0.3011168E+001
   0.6711570E+000   0.4303171E+001
   0.4816186E+001   0.5674108E+001
   0.1047687E+002   0.5019638E+001
   0.1631794E+002   0.2677709E+001
   0.1833466E+002   0.1456027E+001
   0.1672913E+002   0.4043837E+001
   0.1407532E+002   0.7977820E+001
   0.1074315E+002   0.1628674E+002
   0.9531185E+001   0.2025770E+002
   0.7326981E+001   0.2110919E+002
   0.2928648E+001   0.1876209E+002
  -0.9939028E+000   0.1063345E+002
  -0.1930389E+001   0.3660722E+001
  -0.9372037E+000   0.5589002E+001
   0.1808031E+001   0.1761380E+002
   0.5265305E+001   0.2296242E+002
   0.5971920E+001   0.1930619E+002
   0.2754885E+001   0.1671532E+002
  -0.4059338E+001   0.9169826E+001
  -0.7927584E+001  -0.1046665E+000
  -0.1220034E+002   0.6838748E+001
  -0.1826308E+002   0.5253310E+001
  -0.2066601E+002   0.6564829E+001
  -0.1216821E+002   0.1325877E+002
  -0.2481555E+000   0.1593159E+002
   0.1201210E+002   0.2369144E+002
   0.1987497E+002   0.3522306E+002
   0.2067004E+002   0.3359788E+002
   0.1731307E+002   0.2423493E+002
   0.1458827E+002   0.1670245E+002
   0.1043863E+002   0.7983755E+001
   0.5310388E+001  -0.4961232E+000
   0.3137227E+001  -0.1210589E+001
   0.2457479E+001  -0.1110313E+001
   0.2795676E+001  -0.8800891E+000
   0.3762319E+001   0.1387551E+001
   0.4493017E+001   0.2339049E+001
   0.3992225E+001   0.1862199E+001
   0.1278944E+001   0.1736349E+001
  -0.1258801E+001   0.2730237E+001
  -0.1723097E+001   0.2480420E+001
   0.1033284E+001   0.2627602E+001
   0.5956732E+001   0.4612629E+001
   0.1081071E+002   0.2965887E+001
   0.1180456E+002   0.2774409E+001
   0.1015332E+002   0.3867724E+001
   0.6396819E+001   0.5345782E+001
   0.3917273E+001   0.1463005E+002
   0.5103226E+001   0.1964641E+002
   0.7442745E+001   0.1986681E+002
   0.8112809E+001   0.1773122E+002
   0.5763472E+001   0.1039818E+002
   0.2304418E+001   0.2074950E+001
   0.4022456E+000  -0.1917058E+001
   0.2740448E+000  -0.2006256E+001
   0.2066619E+001   0.1111074E+002
   0.2934281E+001   0.9443123E+001
   0.2470239E+001   0.1009451E+002
   0.2836281E+000   0.1414380E+002
  -0.6508750E+001   0.4328623E+001
  -0.6919420E+001   0.3364162E+002
  -0.1298241E+002   0.3594977E+002
  -0.1465894E+002   0.3306390E+002
  -0.6518540E+001   0.2430959E+002
   0.6436162E+001   0.1613312E+002
   0.1823077E+002   0.1813597E+002
   0.2222097E+002   0.3192181E+002
   0.1851159E+002   0.3340047E+002
   0.1279287E+002   0.2432459E+002
   0.8684466E+001   0.1517746E+002
   0.5453719E+001   0.4541566E+001
   0.2566039E+001  -0.3434039E+001
   0.9553446E+000  -0.3980423E+001
   0.3497241E-001  -0.3090483E+001
   0.9197357E+000  -0.5341788E+000
   0.2554189E+001   0.1891912E+001
   0.4500076E+001   0.2759915E+001
   0.5998207E+001   0.3375643E+001
   0.4818867E+001   0.3021738E+001
   0.2581871E+001   0.2172893E+001
   0.1186129E+001   0.1622889E+001
   0.9427672E+000   0.1194553E+001
   0.1822274E+001   0.8874804E+000
   0.2549081E+001  -0.2111405E+000
   0.2017778E+001  -0.3459643E+000
   0.4080641E+000  -0.5500939E+000
  -0.1658171E+001  -0.1048290E+001
  -0.1746636E+001   0.6892543E+000
  -0.7818401E-001   0.7695120E+001
   0.3027691E+001   0.9503523E+001
   0.6664425E+001   0.8400402E+001
   0.9179500E+001   0.7302919E+001
   0.7533208E+001   0.1922739E+001
   0.4706200E+001   0.1476474E+001
   0.2398971E+001   0.4070288E+000
   0.1496998E+001  -0.5532700E+000
   0.9961263E+000  -0.1684944E+001
   0.5213752E+000  -0.2650086E+001
   0.2000174E+000   0.2105656E+001
  -0.1853054E+001   0.1858869E+002
   0.5377287E+001   0.4052367E+002
