# ~alp d~p/dy   Phi_p_sgs,y
  -0.1143030E+001   0.3804867E+001
  -0.7210096E+000   0.4550924E+001
  -0.4591643E+000   0.5721434E+001
  -0.7410215E+000   0.5693170E+001
  -0.1244442E+001   0.5031363E+001
  -0.7425977E+000   0.3218570E+001
   0.1438351E+001   0.2955507E+001
   0.4204664E+001   0.1300226E+001
   0.6872164E+001  -0.8562237E+000
   0.9541698E+001  -0.1229572E+001
   0.1043971E+002   0.5278558E+000
   0.9265229E+001  -0.4129666E+000
   0.6525199E+001  -0.3184925E+001
   0.4314094E+001  -0.4504637E+001
   0.2286114E+001  -0.6449648E+001
   0.2715936E+000  -0.8700667E+001
  -0.5306833E+000  -0.9162998E+001
  -0.2808348E+000  -0.4574790E+001
   0.2415798E+000   0.1485997E+001
   0.1083254E+001   0.5250789E+001
   0.3308363E+001   0.7312621E+001
   0.6052988E+001   0.7576697E+001
   0.8182051E+001   0.4626230E+001
   0.8966937E+001   0.7152737E+000
   0.8952639E+001  -0.1046952E+000
   0.8326887E+001   0.1508462E+001
   0.7365028E+001   0.5809105E+001
   0.6535087E+001   0.1351497E+002
   0.4112650E+001   0.1651283E+002
   0.8755285E+000   0.1681622E+002
  -0.1865837E+001   0.1467637E+002
  -0.3487755E+001   0.1144501E+002
  -0.4985687E+001   0.4533882E+001
  -0.5838646E+001   0.5491481E+001
  -0.5783872E+001   0.1098265E+002
  -0.5011646E+001   0.1328786E+002
  -0.4851047E+001   0.1238678E+002
  -0.4224107E+001   0.1182665E+002
  -0.2950393E+001   0.1020307E+002
  -0.1720313E+001   0.5838144E+001
  -0.4413488E+001   0.1202883E+001
  -0.3943557E+001   0.9820708E+000
  -0.3533640E+001   0.2652237E+001
  -0.2931759E+001   0.5081596E+001
  -0.1936032E+001   0.6917021E+001
   0.6956338E+000   0.7255491E+001
   0.5079854E+001   0.8534819E+001
   0.8777552E+001   0.6677124E+001
   0.1059068E+002   0.3328946E+001
   0.1202328E+002   0.1709713E+001
   0.1138333E+002   0.2761514E+001
   0.8792526E+001   0.3116168E+000
   0.5635879E+001  -0.2797496E+001
   0.3646881E+001  -0.3862743E+001
   0.2056547E+001  -0.6087905E+001
