 #~alp*(~Ug,z - ~Up,z) ~alp*Vd,z  ~alp_f*Wd,z
   0.4039711E-001  -0.2013507E-001   0.1896146E+000
   0.3266242E-001  -0.1372324E-001   0.1230055E+000
   0.3454831E-001  -0.1657946E-001   0.1905365E+000
   0.4014800E-001  -0.2220808E-001   0.2697091E+000
   0.4856894E-001  -0.3058217E-001   0.3154030E+000
   0.5639240E-001  -0.3785978E-001   0.2860884E+000
   0.5965985E-001  -0.4097750E-001   0.2546818E+000
   0.5536246E-001  -0.3641356E-001   0.2094455E+000
   0.5001135E-001  -0.3036790E-001   0.1659339E+000
   0.4814142E-001  -0.2771693E-001   0.1279863E+000
   0.4774283E-001  -0.2676635E-001   0.1019317E+000
   0.5607401E-001  -0.3495964E-001   0.1396064E+000
   0.7231269E-001  -0.5153048E-001   0.2177714E+000
   0.8536484E-001  -0.6448951E-001   0.2674413E+000
   0.8767495E-001  -0.6632359E-001   0.2714792E+000
   0.8383584E-001  -0.6181427E-001   0.2979385E+000
   0.7013275E-001  -0.4668141E-001   0.2492615E+000
   0.5984236E-001  -0.3472157E-001   0.1576000E+000
   0.5375864E-001  -0.2729307E-001   0.1081202E+000
   0.5047253E-001  -0.2337417E-001   0.9554999E-001
   0.4615071E-001  -0.1871003E-001   0.6318637E-001
   0.4525325E-001  -0.1817666E-001   0.4024705E-001
   0.4640309E-001  -0.2003615E-001   0.3113907E-001
   0.4568650E-001  -0.1991423E-001   0.2921904E-001
   0.4586451E-001  -0.2088026E-001   0.3981216E-001
   0.4996767E-001  -0.2610371E-001   0.7284857E-001
   0.5908065E-001  -0.3643996E-001   0.1362374E+000
   0.6662699E-001  -0.4499441E-001   0.1950643E+000
   0.6695812E-001  -0.4582106E-001   0.2277035E+000
   0.6918795E-001  -0.4792415E-001   0.2858330E+000
   0.7135038E-001  -0.4927717E-001   0.3478326E+000
   0.6842837E-001  -0.4498880E-001   0.3524309E+000
   0.6297897E-001  -0.3776621E-001   0.3189145E+000
   0.7094724E-001  -0.4496232E-001   0.3775091E+000
   0.9506784E-001  -0.6939087E-001   0.5113996E+000
   0.1054351E+000  -0.8048419E-001   0.5275004E+000
   0.9806573E-001  -0.7323114E-001   0.4974938E+000
   0.9020819E-001  -0.6664503E-001   0.4874509E+000
   0.8110114E-001  -0.5893682E-001   0.4766255E+000
   0.5940597E-001  -0.3808846E-001   0.3662393E+000
   0.3987382E-001  -0.1895422E-001   0.2261181E+000
   0.3219370E-001  -0.1209912E-001   0.1407197E+000
   0.3382362E-001  -0.1435319E-001   0.1825768E+000
   0.3709975E-001  -0.1726558E-001   0.2299243E+000
   0.4672586E-001  -0.2632916E-001   0.3007489E+000
   0.5912666E-001  -0.3794431E-001   0.3040930E+000
   0.6459279E-001  -0.4325945E-001   0.2812906E+000
   0.6251953E-001  -0.4102718E-001   0.2422395E+000
   0.5723048E-001  -0.3549575E-001   0.1929323E+000
   0.5232537E-001  -0.3052655E-001   0.1282873E+000
   0.4944192E-001  -0.2782906E-001   0.9253358E-001
   0.5536690E-001  -0.3434800E-001   0.1267002E+000
   0.6741591E-001  -0.4735684E-001   0.2000166E+000
   0.7831409E-001  -0.5839082E-001   0.2543529E+000
   0.8102269E-001  -0.6070245E-001   0.2738219E+000
   0.7494429E-001  -0.5389281E-001   0.2867804E+000
   0.6337086E-001  -0.4081169E-001   0.2288311E+000
   0.5552877E-001  -0.3097168E-001   0.1418596E+000
   0.5039441E-001  -0.2428518E-001   0.9769560E-001
   0.4677218E-001  -0.1995032E-001   0.7729631E-001
   0.4325563E-001  -0.1580423E-001   0.5049503E-001
   0.4186192E-001  -0.1424460E-001   0.2529757E-001
   0.4337132E-001  -0.1605210E-001   0.2187737E-001
   0.4334313E-001  -0.1644765E-001   0.2382761E-001
   0.4348602E-001  -0.1747506E-001   0.2826372E-001
   0.4763971E-001  -0.2317469E-001   0.5269621E-001
   0.5564679E-001  -0.3303819E-001   0.1007181E+000
   0.6264879E-001  -0.4154498E-001   0.1491274E+000
   0.6358452E-001  -0.4301519E-001   0.1834826E+000
   0.6737811E-001  -0.4642760E-001   0.2561563E+000
   0.7229649E-001  -0.5021441E-001   0.3551927E+000
   0.6939881E-001  -0.4563332E-001   0.3922257E+000
   0.6440167E-001  -0.3884974E-001   0.3961382E+000
   0.7269105E-001  -0.4669006E-001   0.5008190E+000
   0.1037364E+000  -0.7842934E-001   0.7339591E+000
   0.1242363E+000  -0.9997577E-001   0.7964615E+000
   0.1232303E+000  -0.9910498E-001   0.7707080E+000
   0.1121072E+000  -0.8896704E-001   0.7297225E+000
   0.9621680E-001  -0.7412268E-001   0.6630489E+000
   0.6582785E-001  -0.4428945E-001   0.4905826E+000
   0.5598629E-001  -0.3486102E-001   0.4037222E+000
   0.5313171E-001  -0.3204078E-001   0.3630325E+000
   0.6039904E-001  -0.3949450E-001   0.4068561E+000
   0.6152662E-001  -0.3986415E-001   0.4119493E+000
   0.6161167E-001  -0.3897369E-001   0.3930609E+000
   0.6684661E-001  -0.4334713E-001   0.3460427E+000
   0.6760367E-001  -0.4412386E-001   0.2956766E+000
   0.6216061E-001  -0.3881584E-001   0.2401652E+000
   0.5592806E-001  -0.3271682E-001   0.1881690E+000
   0.5312014E-001  -0.3029808E-001   0.1195694E+000
   0.5095138E-001  -0.2886770E-001   0.8499807E-001
   0.5466544E-001  -0.3361986E-001   0.1134465E+000
   0.6141564E-001  -0.4149752E-001   0.1840107E+000
   0.6680166E-001  -0.4720290E-001   0.2284455E+000
   0.6756078E-001  -0.4771143E-001   0.2518057E+000
   0.5826624E-001  -0.3761548E-001   0.2533603E+000
   0.4889624E-001  -0.2660269E-001   0.2094485E+000
   0.4945350E-001  -0.2516351E-001   0.1519952E+000
   0.4849931E-001  -0.2256548E-001   0.1150562E+000
   0.4610078E-001  -0.1934251E-001   0.9629286E-001
   0.4275369E-001  -0.1545747E-001   0.6039958E-001
   0.4135299E-001  -0.1403302E-001   0.1773700E-001
   0.4445064E-001  -0.1746033E-001   0.2847481E-001
   0.4399150E-001  -0.1753875E-001   0.2514956E-001
   0.4467617E-001  -0.1948447E-001   0.2741143E-001
   0.4948382E-001  -0.2607872E-001   0.5196186E-001
   0.5536969E-001  -0.3359871E-001   0.1005482E+000
   0.6059733E-001  -0.4010007E-001   0.1467349E+000
   0.6170971E-001  -0.4143245E-001   0.1899093E+000
   0.6660130E-001  -0.4553226E-001   0.2769750E+000
   0.7350477E-001  -0.5107440E-001   0.4043490E+000
   0.7076473E-001  -0.4678866E-001   0.4652000E+000
   0.6291405E-001  -0.3780108E-001   0.4656583E+000
   0.6434536E-001  -0.3942879E-001   0.5598068E+000
   0.9640405E-001  -0.7266466E-001   0.9251267E+000
   0.1241161E+000  -0.1016673E+000   0.1074922E+001
   0.1301149E+000  -0.1078704E+000   0.1068675E+001
   0.1216710E+000  -0.9981460E-001   0.9987645E+000
   0.1110587E+000  -0.8980200E-001   0.8843187E+000
   0.8121616E-001  -0.6007976E-001   0.6592709E+000
   0.7248327E-001  -0.5148610E-001   0.5454758E+000
   0.7194724E-001  -0.5041775E-001   0.4747413E+000
   0.8065450E-001  -0.5885397E-001   0.4723313E+000
   0.8020120E-001  -0.5716875E-001   0.4497336E+000
   0.7580599E-001  -0.5127934E-001   0.4096967E+000
   0.7285769E-001  -0.4724638E-001   0.3438807E+000
   0.6822294E-001  -0.4274204E-001   0.2820530E+000
   0.5778056E-001  -0.3276903E-001   0.2088634E+000
   0.5105395E-001  -0.2655105E-001   0.1617104E+000
   0.5095133E-001  -0.2707545E-001   0.1026120E+000
   0.5126183E-001  -0.2841672E-001   0.7718741E-001
   0.5108700E-001  -0.2932221E-001   0.1083971E+000
   0.5459731E-001  -0.3375852E-001   0.1635561E+000
   0.5729125E-001  -0.3668028E-001   0.1864169E+000
   0.5647366E-001  -0.3583282E-001   0.2022689E+000
   0.4874366E-001  -0.2740841E-001   0.2034618E+000
   0.4839937E-001  -0.2551408E-001   0.1904405E+000
   0.4746988E-001  -0.2286967E-001   0.1371969E+000
   0.4658559E-001  -0.2078233E-001   0.1177256E+000
   0.4530756E-001  -0.1886300E-001   0.1159960E+000
   0.4392559E-001  -0.1732758E-001   0.9784849E-001
   0.4454437E-001  -0.1837644E-001   0.5497396E-001
   0.4910616E-001  -0.2322597E-001   0.7319964E-001
   0.4932033E-001  -0.2418619E-001   0.6275881E-001
   0.4860149E-001  -0.2481569E-001   0.6075270E-001
   0.5211694E-001  -0.2993364E-001   0.8030344E-001
   0.5726657E-001  -0.3635989E-001   0.1427954E+000
   0.6396578E-001  -0.4425223E-001   0.2029384E+000
   0.6407726E-001  -0.4440501E-001   0.2521555E+000
   0.6907858E-001  -0.4846428E-001   0.3373758E+000
   0.7580291E-001  -0.5407762E-001   0.4726191E+000
   0.6920154E-001  -0.4611239E-001   0.5211686E+000
   0.5386063E-001  -0.2976041E-001   0.4343174E+000
   0.4246770E-001  -0.1867145E-001   0.3382175E+000
   0.6008842E-001  -0.3759051E-001   0.7422417E+000
   0.8500252E-001  -0.6368890E-001   0.1059944E+001
   0.9366749E-001  -0.7244187E-001   0.1102485E+001
   0.9458277E-001  -0.7336498E-001   0.1046377E+001
   0.1025637E+000  -0.8201782E-001   0.9777595E+000
   0.9178386E-001  -0.7124485E-001   0.7893411E+000
   0.7867551E-001  -0.5696032E-001   0.6143777E+000
   0.8020543E-001  -0.5746654E-001   0.5232151E+000
   0.8391666E-001  -0.6057321E-001   0.4611932E+000
   0.8083584E-001  -0.5630887E-001   0.4057750E+000
   0.7492439E-001  -0.4883838E-001   0.3471035E+000
   0.7099494E-001  -0.4427610E-001   0.2909126E+000
   0.6686250E-001  -0.4074269E-001   0.2544617E+000
   0.5611111E-001  -0.3105208E-001   0.2051213E+000
   0.4917154E-001  -0.2514436E-001   0.1853856E+000
   0.4978504E-001  -0.2671565E-001   0.1444750E+000
   0.4892791E-001  -0.2655097E-001   0.1222080E+000
   0.4660077E-001  -0.2484980E-001   0.1212254E+000
   0.4623407E-001  -0.2478292E-001   0.1364722E+000
   0.4545511E-001  -0.2394053E-001   0.1260960E+000
   0.4439861E-001  -0.2286709E-001   0.1308428E+000
   0.4264923E-001  -0.2076882E-001   0.1338418E+000
   0.4237063E-001  -0.1915604E-001   0.1236307E+000
   0.4100606E-001  -0.1648077E-001   0.9134478E-001
   0.4049657E-001  -0.1514977E-001   0.8169922E-001
   0.3857164E-001  -0.1265897E-001   0.7752954E-001
   0.3826396E-001  -0.1254058E-001   0.6890633E-001
