#dalpdx  dalpdy   dalpdz
   0.5804914E+000   0.2913641E+001   0.1362407E+001
   0.2850814E+001   0.1470813E+001   0.1613757E+001
   0.4129701E-001  -0.2432258E+000   0.3834913E+000
  -0.6969144E+000   0.2072175E+000   0.3958952E+000
   0.3107545E+000   0.6554225E+000   0.3075181E+000
  -0.4984258E+001   0.3221538E+001  -0.2050165E+000
  -0.2657471E+002   0.1282607E+002   0.1007863E+000
  -0.9875437E+001   0.8172140E+001   0.2990848E+001
   0.1455926E+002  -0.1805602E+001   0.6454299E+001
   0.1291183E+002  -0.6754317E+001   0.4471261E+001
   0.1043405E+002  -0.4546325E+001   0.1277147E+001
  -0.1540941E+002  -0.1956049E+002   0.1608819E+001
  -0.1960694E+002  -0.2101651E+002   0.3199372E+001
   0.1799713E+002   0.1665305E+002   0.1706084E+001
   0.1950589E+002   0.2815650E+002  -0.8046422E+000
  -0.2619017E+001   0.1957121E+002  -0.3475148E+001
  -0.2040448E+001   0.1883441E+002  -0.4975554E+001
  -0.1752767E+001   0.1664677E+002  -0.3595897E+001
  -0.9402971E+001   0.1182977E+002  -0.2406419E+001
  -0.8219659E+001   0.6191662E+001   0.2660635E+001
   0.1467754E+001  -0.3675713E+001   0.6728884E+001
   0.3615253E+001  -0.1415007E+002   0.3827120E+001
  -0.8430787E+000  -0.1298725E+002  -0.3005329E+000
  -0.9442824E+001  -0.1578172E+002   0.4194579E+001
  -0.4295053E+001  -0.1334503E+002   0.1234350E+002
   0.3889392E+001  -0.1166362E+002  -0.4338364E+001
  -0.1145114E+002  -0.1318303E+002  -0.1841877E+002
  -0.7202048E+001  -0.2732902E+002   0.2613959E+001
   0.1796094E+002  -0.4068855E+002   0.1370728E+002
   0.1218577E+002  -0.2931477E+002   0.6026525E+001
   0.6920436E+001  -0.1510763E+002  -0.1130912E+001
   0.4095769E+001  -0.1035519E+000  -0.1505211E+001
  -0.2892656E+000  -0.4486491E+000   0.3339634E+001
  -0.1186406E+002   0.8250961E+000   0.1422655E+002
  -0.2884770E+002   0.8637076E+001   0.2546112E+002
  -0.2391843E+002   0.9318734E+001   0.8385931E+001
   0.2704519E+001  -0.1517117E+002  -0.1939091E+002
   0.3758652E+002  -0.3173805E+002  -0.3229342E+002
   0.2737248E+002  -0.1312664E+002  -0.2111593E+002
   0.2542745E+001   0.1092753E+001  -0.2291662E+001
   0.4048306E+000   0.9039085E+000   0.2103347E+001
   0.9805102E+000   0.3086306E-003   0.6717809E+000
   0.3836697E+000  -0.1083840E+001  -0.6749400E+000
  -0.3699523E+000  -0.1740318E+001  -0.9981199E+000
  -0.2201844E+000  -0.1357510E+001  -0.3378017E+000
  -0.5990383E+000  -0.4655593E+000   0.2448502E+000
  -0.1080892E+002   0.8959519E+001  -0.2683295E+001
  -0.1477524E+002   0.2499474E+002  -0.1363108E+002
  -0.1559957E+001   0.1264356E+002  -0.1836395E+002
   0.1138934E+002   0.2897963E+001  -0.7735532E+001
   0.6295642E+000  -0.1480045E+001   0.8739553E-001
  -0.2111542E+002  -0.1038546E+002  -0.2945225E+001
   0.1671192E+002   0.1715238E+002  -0.4346042E+001
   0.2198704E+002   0.2295559E+002  -0.2462073E+001
   0.1697606E-001  -0.3593933E+000  -0.2140989E+000
  -0.3205455E+001  -0.2799013E+001  -0.5767013E+000
  -0.2829715E+001  -0.4845216E+001   0.6328847E+000
  -0.2629690E+001  -0.8248422E+001   0.2049044E+001
  -0.6453012E+001  -0.1084466E+002   0.5057893E+001
  -0.5371328E+001  -0.4939119E+001   0.1470997E+002
  -0.3634128E+001  -0.1265125E+001   0.1859086E+002
   0.2324396E+001   0.4538644E+000   0.1582030E+002
  -0.3307545E+001   0.7859502E+001   0.6627738E+001
  -0.5426125E+001   0.1354537E+002   0.2610756E+001
  -0.6563462E+000   0.1275728E+002   0.1454969E+001
  -0.4660549E+000   0.1086457E+002  -0.8899097E+001
  -0.7578649E+001   0.2261418E+002  -0.9134627E+001
  -0.2540163E+002   0.3196630E+002  -0.1347467E+001
  -0.1781838E+001   0.1248242E+002   0.8804901E+001
