#dalpdx  dalpdy   dalpdz
  -0.4497818E+000   0.4632288E+001   0.3546251E+001
   0.6689527E+001   0.1292017E+001   0.6034590E+000
  -0.5695804E+000  -0.2960948E+000   0.4554861E+000
  -0.1042597E+001   0.2189109E+001   0.3041993E+000
   0.1376662E+001   0.2939430E+000   0.1309284E+000
  -0.9606186E+000   0.4261236E+000  -0.1130421E+000
  -0.5770439E+002   0.3351314E+002  -0.2785428E+001
   0.1156101E+001  -0.2681326E+002   0.2779851E+002
   0.3207539E+002  -0.3799597E+002   0.2979703E+002
   0.8644316E+001  -0.1721416E+002   0.1079611E+002
   0.1266426E+002  -0.1111961E+002   0.9629610E+000
  -0.1474074E+001  -0.5639085E+001   0.5982724E+000
  -0.6771046E+002  -0.8433060E+002   0.1063074E+002
   0.7889508E+002   0.7100681E+002  -0.2826060E+001
   0.3545031E+001   0.4628498E+001  -0.6461209E-001
  -0.2700202E+001   0.6480051E+000  -0.2010154E+001
  -0.4861014E+001   0.1166123E+001  -0.4686271E+001
   0.3197831E+001   0.5666685E+001  -0.1405526E+000
  -0.8486558E+001   0.7701531E+001  -0.2575094E+001
  -0.2205997E+002   0.2609990E+002   0.8856589E+001
   0.1423890E+002   0.3613503E+002   0.2006316E+002
  -0.3960448E+001  -0.2151561E+001   0.3288774E+001
   0.7990458E+000  -0.1731354E+002  -0.1774787E+001
  -0.3701043E+001  -0.4520009E+002   0.3628154E+001
  -0.2439089E+002  -0.1529853E+002   0.2958446E+002
   0.2504245E+002   0.8719174E+001  -0.7557182E+001
  -0.5078470E+002  -0.3892226E+002  -0.4472924E+002
   0.1548499E+002  -0.5258506E+002   0.1257681E+002
   0.3686497E+002  -0.6917120E+002   0.1923640E+002
   0.2697043E+001  -0.2514073E+002   0.1375597E+001
   0.1030128E+002  -0.1622049E+002  -0.1926398E+001
  -0.4148045E+000   0.9758544E+000  -0.1531335E+000
   0.2134497E+001  -0.6820806E+001   0.6636428E+001
  -0.6958616E+001   0.3186899E+001   0.4725830E+001
  -0.3793841E+002   0.1207376E+001   0.2464601E+002
  -0.6742514E+002   0.3645961E+002   0.1315767E+003
   0.2767164E+001  -0.4071183E+002   0.1205803E+002
   0.9559657E+002  -0.7894993E+002  -0.1103586E+003
   0.1517089E+002  -0.6145319E+001  -0.1647531E+002
   0.2513713E+000   0.1919420E+001  -0.1838300E+001
  -0.1988133E+001   0.1860208E+001   0.2844801E+001
   0.3195066E+001  -0.9032919E+000   0.2952744E-001
   0.6100783E+000  -0.6934334E+000  -0.3034323E+000
  -0.5307295E+000  -0.1457525E+000  -0.2666600E+000
  -0.9772388E+000   0.2007042E+000   0.1157458E+000
  -0.4647938E+000  -0.4642636E+000   0.5557611E+000
  -0.1459046E+001   0.2481328E-001   0.1969851E+000
  -0.1588867E+002   0.4221673E+002  -0.1939408E+002
  -0.3849843E+001   0.5043683E+002  -0.3603299E+002
   0.4785244E+001   0.1615688E+002  -0.1563010E+002
   0.5758027E+001   0.6795764E+001  -0.5121746E+000
  -0.7005211E+002  -0.6042011E+002   0.7794782E+000
   0.8383346E+002   0.8583273E+002  -0.1188040E+002
   0.2014764E+001   0.2405407E+001  -0.5327614E+000
  -0.1085947E+001  -0.1838385E+001  -0.4802392E+000
  -0.3562259E+001  -0.3043506E+001  -0.1048275E+001
   0.4940517E+000  -0.6328750E+000   0.1452011E+001
  -0.4098619E+001  -0.7986713E+001   0.2295753E+001
  -0.8675485E+001  -0.9926130E+001   0.4143437E+001
   0.6862975E+001  -0.2258534E+001   0.1537224E+002
  -0.2098063E+002  -0.1733393E+002   0.2539812E+002
   0.6889762E+001   0.3003923E+002   0.2332347E+002
  -0.1487221E+000   0.6697539E+001   0.9310184E+001
  -0.6822203E+001   0.3592019E+002   0.6080027E+001
  -0.1905123E+001   0.2047216E+002   0.3315149E+001
   0.4753845E+001   0.9187853E+000  -0.2589775E+002
   0.9381365E+001   0.4418441E+002   0.5413790E+000
  -0.6216689E+002   0.4290862E+002  -0.2881188E+002
   0.3889266E+001  -0.7917490E+001   0.1044048E+002
   0.3572970E+002  -0.5022772E+002   0.2153002E+002
   0.4588346E+002  -0.2255803E+002  -0.4791511E+001
   0.2310479E+000  -0.2166062E+001  -0.1780481E+001
  -0.1392468E+001   0.7925135E+001  -0.2011402E+001
   0.1680091E+001   0.1925966E+000   0.6991998E+001
  -0.1885705E+002   0.1030774E+002   0.1263674E+002
  -0.3619894E+002   0.4154530E+002   0.2895728E+002
  -0.7211538E+002   0.8605209E+002  -0.1190445E+002
   0.8444411E+002   0.5013407E+002  -0.1395481E+003
