#dalpdx  dalpdy   dalpdz
  -0.1232229E+001  -0.2714653E+001  -0.9393868E+000
  -0.1905694E+001  -0.1758939E+001  -0.1354783E+001
  -0.9754231E+000  -0.1600337E+000  -0.4101382E+000
   0.5607202E+000   0.1929353E+000  -0.2932303E+000
   0.5580138E+000  -0.7276168E+000  -0.2122157E+000
   0.7831891E+001  -0.5553556E+001   0.3036436E+000
   0.1846362E+002  -0.9283590E+001   0.9893652E+000
   0.8423069E+001  -0.6710916E+001  -0.1026068E+001
  -0.7775261E+001   0.1287635E+001  -0.2212335E+001
  -0.1309770E+002   0.2954657E+001  -0.2646795E+001
  -0.6170418E+001   0.5517692E+001  -0.1363258E+001
   0.1181683E+002   0.1436993E+002  -0.1073892E+001
   0.1114415E+002   0.1041093E+002  -0.2299627E+001
  -0.9532600E+001  -0.9379094E+001  -0.1951834E+001
  -0.1145998E+002  -0.1865588E+002  -0.2638086E+000
  -0.1531870E+001  -0.1986079E+002   0.2165113E+001
   0.1358772E+001  -0.1589198E+002   0.2869208E+001
   0.1390241E+001  -0.1228956E+002   0.2194004E+001
   0.6091762E+001  -0.5430166E+001   0.6092630E+000
   0.4818877E+001   0.1532619E+001  -0.2954718E+001
   0.2998855E+000   0.7264635E+001  -0.6191372E+001
  -0.3248008E+001   0.8992339E+001  -0.4924165E+001
   0.1015376E+001   0.8353013E+001  -0.1452402E+001
   0.7013339E+001   0.8804701E+001  -0.4315311E+001
   0.3560654E+001   0.1128306E+002  -0.7093158E+001
   0.6476901E+000   0.1054928E+002   0.2148611E+001
   0.4668062E+001   0.9874777E+001   0.8420717E+001
   0.5756220E+001   0.2003084E+002   0.4944323E-001
  -0.1012824E+002   0.3075164E+002  -0.7386106E+001
  -0.1368024E+002   0.2785773E+002  -0.4637606E+001
  -0.4618678E+001   0.1262813E+002  -0.6902506E-001
  -0.5412198E+001   0.3825809E+001   0.1086623E+001
   0.1391714E+001   0.3003134E-001  -0.3919185E+001
   0.1275383E+002  -0.3348727E+001  -0.1278857E+002
   0.1800279E+002  -0.7895210E+001  -0.1121711E+002
   0.1624304E+002  -0.6932467E+001   0.3850535E+001
  -0.6328033E+000   0.8875309E+001   0.1480174E+002
  -0.2479902E+002   0.2009849E+002   0.2039039E+002
  -0.2219825E+002   0.1110826E+002   0.1371055E+002
  -0.6746247E+001  -0.1370100E+000   0.4078312E+001
  -0.1297027E+001  -0.1021549E+000  -0.1752832E+001
  -0.5978249E+000   0.4628273E-001  -0.6428964E+000
  -0.2535198E+000   0.1553587E+001   0.1006681E+001
   0.3603252E+000   0.2719534E+001   0.1591910E+001
  -0.1520043E+000   0.2419691E+001   0.1012239E+001
   0.1161001E+001   0.3442670E+000   0.1402454E+000
   0.1200328E+002  -0.9070342E+001   0.3614646E+001
   0.1159030E+002  -0.1423467E+002   0.9743134E+001
   0.1339031E+001  -0.7711547E+001   0.1159001E+002
  -0.1007780E+002  -0.5966186E+000   0.4114916E+001
   0.1386280E+001   0.2529553E+001   0.2127471E+000
   0.1196753E+002   0.5908428E+001   0.1931822E+001
  -0.7330359E+001  -0.7969058E+001   0.2133952E+001
  -0.1683099E+002  -0.1447000E+002   0.9478059E+000
  -0.5997848E+001  -0.5901202E+001   0.2744104E+000
   0.3165946E+001   0.2524196E+001   0.1735703E+000
   0.3266190E+001   0.5010304E+001  -0.8320261E+000
   0.3486732E+001   0.7650436E+001  -0.8219652E+000
   0.5894669E+001   0.6787343E+001  -0.4599691E+001
   0.6598568E+001   0.9049902E+000  -0.1165862E+002
   0.1436526E+001  -0.3548106E+001  -0.1484599E+002
  -0.1657531E+001  -0.3668260E+001  -0.1141641E+002
   0.1664808E+001  -0.4155076E+001  -0.5147001E+001
   0.4903415E+001  -0.4699056E+001  -0.2792354E+001
   0.1109876E+001  -0.7901175E+001  -0.1499287E+001
  -0.5754774E+000  -0.1057074E+002   0.5634737E+001
   0.7373729E+001  -0.1408447E+002   0.8591335E+001
   0.1448244E+002  -0.1604806E+002   0.3833546E+001
   0.1967453E+001  -0.9339253E+001  -0.5063011E+001
  -0.1527370E+002   0.4409874E+001  -0.8304073E+001
  -0.1736328E+002   0.1139362E+002  -0.1190786E+001
  -0.1243883E+002   0.4442920E+001   0.3752015E+001
  -0.1341933E+001  -0.1646089E+001  -0.4628487E-001
   0.5968529E+001  -0.7810903E+001  -0.4742539E+001
   0.9968923E+001  -0.1839063E+002  -0.4701466E+001
   0.1910205E+002  -0.2813391E+002   0.3980325E+001
   0.1108253E+002  -0.2624329E+002   0.1671540E+002
