 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.1097191E+004   0.1112622E+004
   0.8854447E+003   0.9116764E+003
   0.7656555E+003   0.7917243E+003
   0.6507160E+003   0.6638489E+003
   0.6289103E+003   0.6363064E+003
   0.6700314E+003   0.6677663E+003
   0.7443820E+003   0.7471659E+003
   0.8922640E+003   0.9226678E+003
   0.9503315E+003   0.1082182E+004
   0.9768803E+003   0.1039249E+004
   0.8952646E+003   0.8340108E+003
   0.7908889E+003   0.7102961E+003
   0.6588879E+003   0.5860674E+003
   0.5117334E+003   0.4718864E+003
   0.3694511E+003   0.3757639E+003
   0.2923581E+003   0.3220025E+003
   0.2824320E+003   0.3209277E+003
   0.3036858E+003   0.3394392E+003
   0.3324815E+003   0.3740796E+003
   0.3558609E+003   0.4031523E+003
   0.3590351E+003   0.3886599E+003
   0.3110895E+003   0.3154210E+003
   0.2548428E+003   0.2834532E+003
   0.2387595E+003   0.2919976E+003
   0.2836843E+003   0.3416265E+003
   0.3516351E+003   0.3862728E+003
   0.4086799E+003   0.4154528E+003
   0.4710979E+003   0.4736820E+003
   0.5396165E+003   0.5398201E+003
   0.6066922E+003   0.6059132E+003
   0.6650486E+003   0.6575819E+003
   0.7284326E+003   0.7183591E+003
   0.7359486E+003   0.7279798E+003
   0.7580570E+003   0.7523498E+003
   0.8282026E+003   0.8123156E+003
   0.1058614E+004   0.1047067E+004
   0.1314326E+004   0.1308722E+004
   0.1500562E+004   0.1502600E+004
   0.1483627E+004   0.1511935E+004
   0.1327406E+004   0.1326869E+004
   0.9252288E+003   0.9099803E+003
   0.7741262E+003   0.7841287E+003
   0.7023823E+003   0.7295303E+003
   0.6308540E+003   0.6706456E+003
   0.6277401E+003   0.6577645E+003
   0.7143190E+003   0.7258281E+003
   0.8426164E+003   0.8735293E+003
   0.9901994E+003   0.1046218E+004
   0.9992957E+003   0.1104149E+004
   0.9386028E+003   0.9837392E+003
   0.8289690E+003   0.7910042E+003
   0.7648709E+003   0.6956336E+003
   0.6993084E+003   0.6151200E+003
   0.5400529E+003   0.4763329E+003
   0.3714010E+003   0.3528853E+003
   0.2541934E+003   0.2720824E+003
   0.2680153E+003   0.2879298E+003
   0.3066394E+003   0.3185498E+003
   0.3398685E+003   0.3524257E+003
   0.3541803E+003   0.3685787E+003
   0.3510187E+003   0.3596218E+003
   0.3128673E+003   0.3153980E+003
   0.2583963E+003   0.2608931E+003
   0.2133030E+003   0.2446617E+003
   0.2401596E+003   0.2985182E+003
   0.3146259E+003   0.3780184E+003
   0.4054870E+003   0.4439998E+003
   0.4868569E+003   0.4975404E+003
   0.5408774E+003   0.5499952E+003
   0.5700362E+003   0.5928042E+003
   0.6050927E+003   0.6250349E+003
   0.6608064E+003   0.6791188E+003
   0.7274980E+003   0.7455338E+003
   0.8032168E+003   0.8096773E+003
   0.8828662E+003   0.8760240E+003
   0.1041847E+004   0.1035255E+004
   0.1236634E+004   0.1224357E+004
   0.1382115E+004   0.1366332E+004
   0.1336677E+004   0.1322764E+004
   0.1143020E+004   0.1110277E+004
   0.8287089E+003   0.9341898E+003
   0.7340570E+003   0.8687401E+003
   0.7158874E+003   0.8591217E+003
   0.6680563E+003   0.7332642E+003
   0.6346222E+003   0.6879152E+003
   0.6548674E+003   0.7606511E+003
   0.7721896E+003   0.9106215E+003
   0.9547601E+003   0.1101934E+004
   0.1045900E+004   0.1146389E+004
   0.1026159E+004   0.1058370E+004
   0.9590310E+003   0.9356974E+003
   0.8847563E+003   0.8167238E+003
   0.8112343E+003   0.7302592E+003
   0.6139408E+003   0.5525973E+003
   0.4189037E+003   0.3999860E+003
   0.2880662E+003   0.2917494E+003
   0.3089529E+003   0.3125351E+003
