 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.1091864E+004   0.1092199E+004
   0.8670423E+003   0.8939762E+003
   0.7284528E+003   0.7598190E+003
   0.6113825E+003   0.6291444E+003
   0.5849162E+003   0.5926845E+003
   0.6664565E+003   0.6563993E+003
   0.7678978E+003   0.7758116E+003
   0.9005905E+003   0.9147538E+003
   0.9601483E+003   0.1096171E+004
   0.9637451E+003   0.9990041E+003
   0.8311956E+003   0.7550981E+003
   0.7327767E+003   0.6633646E+003
   0.6067150E+003   0.5458583E+003
   0.4567253E+003   0.4283617E+003
   0.3094620E+003   0.3229025E+003
   0.2607767E+003   0.2929811E+003
   0.2655457E+003   0.3017308E+003
   0.2945368E+003   0.3186010E+003
   0.3266462E+003   0.3512617E+003
   0.3555369E+003   0.3829547E+003
   0.3647489E+003   0.3773211E+003
   0.3155191E+003   0.3148935E+003
   0.2403029E+003   0.2514443E+003
   0.2115797E+003   0.2576583E+003
   0.2730771E+003   0.3272526E+003
   0.3539159E+003   0.3793876E+003
   0.4088979E+003   0.4116494E+003
   0.4714594E+003   0.4771319E+003
   0.5534267E+003   0.5548499E+003
   0.6269346E+003   0.6241233E+003
   0.6726852E+003   0.6653076E+003
   0.7508936E+003   0.7336085E+003
   0.7470720E+003   0.7316433E+003
   0.7322914E+003   0.7238118E+003
   0.7910322E+003   0.7752079E+003
   0.1105847E+004   0.1088400E+004
   0.1436403E+004   0.1441452E+004
   0.1659482E+004   0.1672935E+004
   0.1603040E+004   0.1632877E+004
   0.1369428E+004   0.1357801E+004
   0.8665440E+003   0.8300753E+003
   0.7351937E+003   0.7244655E+003
   0.6661645E+003   0.6769678E+003
   0.5704273E+003   0.6088281E+003
   0.5598517E+003   0.5924134E+003
   0.6918256E+003   0.6907667E+003
   0.8687553E+003   0.8787967E+003
   0.1010732E+004   0.1033996E+004
   0.1002518E+004   0.1103939E+004
   0.8811374E+003   0.9092262E+003
   0.7277312E+003   0.6953691E+003
   0.7030939E+003   0.6484490E+003
   0.6793410E+003   0.5974356E+003
   0.5057803E+003   0.4355979E+003
   0.3187414E+003   0.3055059E+003
   0.2340743E+003   0.2495382E+003
   0.2646364E+003   0.2691832E+003
   0.3029700E+003   0.3063869E+003
   0.3377185E+003   0.3495811E+003
   0.3526130E+003   0.3659774E+003
   0.3551561E+003   0.3621842E+003
   0.3241943E+003   0.3258501E+003
   0.2593349E+003   0.2588305E+003
   0.1957592E+003   0.2138509E+003
   0.2171238E+003   0.2671166E+003
   0.3065321E+003   0.3642453E+003
   0.4059197E+003   0.4291349E+003
   0.4852668E+003   0.4888689E+003
   0.5605249E+003   0.5693277E+003
   0.5862751E+003   0.6128497E+003
   0.5959423E+003   0.6200314E+003
   0.6523209E+003   0.6700042E+003
   0.7401799E+003   0.7541229E+003
   0.8186162E+003   0.8198916E+003
   0.8974873E+003   0.8813025E+003
   0.1082830E+004   0.1073422E+004
   0.1298721E+004   0.1290612E+004
   0.1466550E+004   0.1455970E+004
   0.1393784E+004   0.1378255E+004
   0.1119643E+004   0.1075187E+004
   0.7808906E+003   0.8930005E+003
   0.7017149E+003   0.8391421E+003
   0.7103618E+003   0.8498483E+003
   0.6636629E+003   0.7016050E+003
   0.6110336E+003   0.6436290E+003
   0.6467629E+003   0.7243259E+003
   0.8028444E+003   0.9309191E+003
   0.1000394E+004   0.1150085E+004
   0.1105184E+004   0.1205256E+004
   0.1034160E+004   0.1057602E+004
   0.9199631E+003   0.9009183E+003
   0.8935256E+003   0.8262199E+003
   0.8540939E+003   0.7565521E+003
   0.6005948E+003   0.5291721E+003
   0.3632502E+003   0.3485071E+003
   0.2630879E+003   0.2597651E+003
   0.3005421E+003   0.3041380E+003
   0.3449868E+003   0.3626110E+003
   0.3895842E+003   0.4045024E+003
   0.3963943E+003   0.4001496E+003
   0.3701270E+003   0.3702507E+003
   0.3217674E+003   0.3237772E+003
   0.2757890E+003   0.2771247E+003
   0.2216035E+003   0.2206271E+003
   0.2135505E+003   0.2386806E+003
   0.2702532E+003   0.3304169E+003
   0.3633850E+003   0.4247055E+003
   0.4523473E+003   0.4919589E+003
   0.5336136E+003   0.5525259E+003
   0.5416143E+003   0.5800950E+003
   0.5472728E+003   0.5790271E+003
   0.5918295E+003   0.6067940E+003
   0.7191759E+003   0.7570838E+003
   0.8032796E+003   0.8369111E+003
   0.8588849E+003   0.8651702E+003
   0.9430654E+003   0.9540847E+003
   0.1136308E+004   0.1152862E+004
   0.1305856E+004   0.1324225E+004
   0.1281514E+004   0.1303078E+004
   0.1015013E+004   0.1074517E+004
   0.7704861E+003   0.8547571E+003
   0.7226682E+003   0.8465741E+003
   0.7520823E+003   0.9041745E+003
   0.7583194E+003   0.7849176E+003
   0.7033857E+003   0.7993622E+003
   0.6441632E+003   0.7600393E+003
   0.6931225E+003   0.7957598E+003
   0.8454510E+003   0.9313250E+003
   0.1053032E+004   0.1092451E+004
   0.1130859E+004   0.1155512E+004
   0.1125738E+004   0.1150532E+004
   0.1026838E+004   0.9971723E+003
   0.8910296E+003   0.8255371E+003
   0.6042968E+003   0.5705719E+003
   0.3878320E+003   0.3847127E+003
   0.3137070E+003   0.3199354E+003
   0.3642001E+003   0.3818123E+003
   0.4171788E+003   0.4393813E+003
   0.4775073E+003   0.4933073E+003
   0.4872117E+003   0.4998213E+003
   0.4262199E+003   0.4212884E+003
   0.3252249E+003   0.3276662E+003
   0.2806819E+003   0.2846205E+003
   0.2570436E+003   0.2611256E+003
   0.2350919E+003   0.2382678E+003
   0.2455494E+003   0.2740741E+003
   0.2989695E+003   0.3533515E+003
   0.3938892E+003   0.4544976E+003
   0.5236311E+003   0.5617575E+003
   0.5563708E+003   0.5960530E+003
   0.5592367E+003   0.5996121E+003
   0.5779783E+003   0.5872063E+003
   0.6846729E+003   0.7005384E+003
   0.7025596E+003   0.7212567E+003
   0.7026506E+003   0.7420039E+003
   0.7575693E+003   0.7827693E+003
   0.9517695E+003   0.9511006E+003
   0.1118962E+004   0.1115173E+004
   0.1132992E+004   0.1174811E+004
   0.9509480E+003   0.1026221E+004
   0.8033717E+003   0.9078142E+003
   0.8044761E+003   0.9502451E+003
   0.8020376E+003   0.9488774E+003
   0.7915626E+003   0.8066702E+003
   0.6982715E+003   0.7605064E+003
   0.5995811E+003   0.6574040E+003
   0.5962263E+003   0.6375119E+003
   0.6893216E+003   0.7261731E+003
   0.9078744E+003   0.9208334E+003
   0.1091215E+004   0.1114544E+004
   0.1162158E+004   0.1213488E+004
   0.1002679E+004   0.1017616E+004
   0.7933278E+003   0.7689260E+003
   0.5429577E+003   0.5366364E+003
   0.4009285E+003   0.4057148E+003
   0.3587102E+003   0.3778587E+003
   0.4019112E+003   0.4150806E+003
   0.4519342E+003   0.4586142E+003
   0.5198317E+003   0.5277698E+003
   0.5736549E+003   0.6047006E+003
   0.5057554E+003   0.5058353E+003
   0.3676875E+003   0.3624407E+003
   0.2859481E+003   0.2885760E+003
   0.2782927E+003   0.2829698E+003
   0.2536959E+003   0.2599209E+003
   0.2327671E+003   0.2374315E+003
   0.2652339E+003   0.2875642E+003
   0.3665324E+003   0.4060371E+003
   0.5227141E+003   0.5557772E+003
   0.5670095E+003   0.5907724E+003
   0.5578728E+003   0.5959450E+003
   0.5559929E+003   0.5731937E+003
   0.6465332E+003   0.6465909E+003
   0.6314658E+003   0.6356038E+003
   0.5935295E+003   0.6245748E+003
   0.6192421E+003   0.6461271E+003
   0.7575532E+003   0.7691717E+003
   0.8795916E+003   0.8830259E+003
   0.9182058E+003   0.9708403E+003
   0.8776927E+003   0.9427141E+003
   0.8044320E+003   0.9261781E+003
   0.8616910E+003   0.9330267E+003
   0.8306279E+003   0.8923201E+003
   0.7757075E+003   0.8244508E+003
   0.7311198E+003   0.7990970E+003
   0.7274970E+003   0.7785849E+003
   0.7528365E+003   0.7782973E+003
   0.7683096E+003   0.7741644E+003
   0.8604415E+003   0.8510046E+003
   0.9822077E+003   0.1002678E+004
   0.1046410E+004   0.1084648E+004
   0.8946444E+003   0.9146094E+003
   0.7015515E+003   0.6923302E+003
   0.5172335E+003   0.5122864E+003
   0.4390043E+003   0.4460575E+003
   0.4047242E+003   0.4247635E+003
   0.4087415E+003   0.4230777E+003
   0.4046740E+003   0.4165807E+003
   0.4383505E+003   0.4397560E+003
   0.5358104E+003   0.5704453E+003
   0.5080712E+003   0.5205112E+003
   0.4014773E+003   0.3919264E+003
   0.2995779E+003   0.3006510E+003
   0.2918968E+003   0.3001917E+003
   0.2753886E+003   0.2874682E+003
   0.2583493E+003   0.2692159E+003
