 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.1010996E+004   0.9924266E+003
   0.8588775E+003   0.8766979E+003
   0.6995031E+003   0.7194093E+003
   0.5962162E+003   0.6134028E+003
   0.5531858E+003   0.5593277E+003
   0.7278005E+003   0.7197698E+003
   0.8666121E+003   0.8784140E+003
   0.8811686E+003   0.8808328E+003
   0.1022356E+004   0.1138644E+004
   0.8362038E+003   0.8166545E+003
   0.6443333E+003   0.5901794E+003
   0.6582122E+003   0.6171653E+003
   0.5683601E+003   0.5336408E+003
   0.3396656E+003   0.3381917E+003
   0.2508569E+003   0.2639155E+003
   0.2068383E+003   0.2325605E+003
   0.2479043E+003   0.2751309E+003
   0.3086669E+003   0.3132257E+003
   0.3300177E+003   0.3291730E+003
   0.3477256E+003   0.3511429E+003
   0.3522053E+003   0.3535420E+003
   0.3218052E+003   0.3207577E+003
   0.2155861E+003   0.2143312E+003
   0.1656077E+003   0.1887316E+003
   0.2488920E+003   0.2880653E+003
   0.3656664E+003   0.3682771E+003
   0.4231120E+003   0.4241741E+003
   0.4708813E+003   0.4759233E+003
   0.6102526E+003   0.6110442E+003
   0.7114768E+003   0.7089776E+003
   0.7376990E+003   0.7306544E+003
   0.8003668E+003   0.7709540E+003
   0.7631364E+003   0.7328595E+003
   0.5910067E+003   0.5908822E+003
   0.7271611E+003   0.7250001E+003
   0.1151935E+004   0.1123339E+004
   0.1773903E+004   0.1801895E+004
   0.2066110E+004   0.2116470E+004
   0.1805397E+004   0.1810954E+004
   0.1326423E+004   0.1300871E+004
   0.7467833E+003   0.7190481E+003
   0.6997925E+003   0.6897952E+003
   0.6201848E+003   0.6227020E+003
   0.4912588E+003   0.5185599E+003
   0.3631988E+003   0.3946360E+003
   0.5790630E+003   0.5717066E+003
   0.9227224E+003   0.9239791E+003
   0.1059211E+004   0.1068500E+004
   0.1074300E+004   0.1163232E+004
   0.7783573E+003   0.7686774E+003
   0.5416520E+003   0.5206212E+003
   0.6511980E+003   0.6220895E+003
   0.6582587E+003   0.5951675E+003
   0.3826798E+003   0.3426548E+003
   0.2404143E+003   0.2442807E+003
   0.2531914E+003   0.2626776E+003
   0.2703168E+003   0.2627073E+003
   0.2904009E+003   0.2911746E+003
   0.3238508E+003   0.3330377E+003
   0.3616071E+003   0.3695447E+003
   0.3753410E+003   0.3784437E+003
   0.3549776E+003   0.3551933E+003
   0.2639982E+003   0.2636990E+003
   0.1670307E+003   0.1661040E+003
   0.1714563E+003   0.2000981E+003
   0.2875292E+003   0.3278562E+003
   0.3909287E+003   0.3895274E+003
   0.4805353E+003   0.4839200E+003
   0.6062407E+003   0.6063383E+003
   0.6310247E+003   0.6569485E+003
   0.5417260E+003   0.5662483E+003
   0.6420189E+003   0.6554735E+003
   0.7717650E+003   0.7799221E+003
   0.8223044E+003   0.8137530E+003
   0.9647392E+003   0.9444908E+003
   0.1138919E+004   0.1122346E+004
   0.1404174E+004   0.1400026E+004
   0.1664066E+004   0.1643965E+004
   0.1594441E+004   0.1593612E+004
   0.1083762E+004   0.1057254E+004
   0.6495563E+003   0.7085479E+003
   0.6631967E+003   0.7402012E+003
   0.7016528E+003   0.7557152E+003
   0.6405170E+003   0.6723111E+003
   0.5845844E+003   0.6000150E+003
   0.6954641E+003   0.7183568E+003
   0.9053277E+003   0.9713592E+003
   0.1119048E+004   0.1238498E+004
   0.1224261E+004   0.1289028E+004
   0.1008116E+004   0.1023976E+004
   0.8113464E+003   0.8031659E+003
   0.9847441E+003   0.9371030E+003
   0.9404738E+003   0.8120837E+003
   0.4569780E+003   0.3902124E+003
   0.2115943E+003   0.2149745E+003
   0.2638614E+003   0.2557771E+003
   0.2831941E+003   0.2873571E+003
   0.3273007E+003   0.3386721E+003
   0.3883986E+003   0.3926191E+003
   0.3785115E+003   0.3786750E+003
   0.3432513E+003   0.3439900E+003
   0.3295377E+003   0.3291071E+003
   0.2840456E+003   0.2846704E+003
   0.2116214E+003   0.2110094E+003
   0.1686364E+003   0.1689393E+003
   0.2656262E+003   0.3073957E+003
   0.3802382E+003   0.4235120E+003
   0.4533824E+003   0.4730991E+003
   0.5607935E+003   0.5689127E+003
   0.5728601E+003   0.6216435E+003
   0.4560133E+003   0.4681473E+003
   0.5530805E+003   0.5583761E+003
   0.7126983E+003   0.7403116E+003
   0.8587607E+003   0.8915896E+003
   0.8995241E+003   0.8874421E+003
   0.9419887E+003   0.9635835E+003
   0.1067327E+004   0.1096540E+004
   0.1338665E+004   0.1360380E+004
   0.1384492E+004   0.1387927E+004
   0.9221043E+003   0.9408260E+003
   0.7623846E+003   0.8152053E+003
   0.7132682E+003   0.8022768E+003
   0.8269542E+003   0.9783971E+003
   0.8886390E+003   0.8923848E+003
   0.7409747E+003   0.7879002E+003
   0.5855789E+003   0.6663968E+003
   0.5777028E+003   0.6512032E+003
   0.7801455E+003   0.8251409E+003
   0.1158734E+004   0.1171291E+004
   0.1266055E+004   0.1276495E+004
   0.1079792E+004   0.1094372E+004
   0.1179340E+004   0.1157927E+004
   0.9317258E+003   0.8483888E+003
   0.4239110E+003   0.4161407E+003
   0.2665758E+003   0.2627827E+003
   0.2907499E+003   0.2943184E+003
   0.3578610E+003   0.3704464E+003
   0.4332886E+003   0.4422789E+003
   0.4794262E+003   0.4921940E+003
   0.5292721E+003   0.5379338E+003
   0.4075678E+003   0.3987287E+003
   0.2818851E+003   0.2841450E+003
   0.2808355E+003   0.2829593E+003
   0.2729225E+003   0.2764286E+003
   0.2299973E+003   0.2318810E+003
   0.2210101E+003   0.2243368E+003
   0.2699219E+003   0.3037648E+003
   0.3707614E+003   0.4055503E+003
   0.5374613E+003   0.5737815E+003
   0.5808689E+003   0.6114954E+003
   0.4757138E+003   0.4973540E+003
   0.5664701E+003   0.5633579E+003
   0.7058140E+003   0.7102841E+003
   0.7507024E+003   0.7597612E+003
   0.6782087E+003   0.6989962E+003
   0.8504993E+003   0.8552803E+003
   0.1147885E+004   0.1141594E+004
   0.1434691E+004   0.1454047E+004
   0.1384985E+004   0.1412310E+004
   0.9897033E+003   0.1021282E+004
   0.8137495E+003   0.9284728E+003
   0.7965719E+003   0.9099252E+003
   0.7779428E+003   0.8810421E+003
   0.7952065E+003   0.7727818E+003
   0.7134883E+003   0.7452785E+003
   0.5246823E+003   0.5659659E+003
   0.4519060E+003   0.4964325E+003
   0.5327113E+003   0.5633590E+003
   0.8574083E+003   0.8439387E+003
   0.1278690E+004   0.1291192E+004
   0.1250137E+004   0.1298716E+004
   0.1089117E+004   0.1112893E+004
   0.7341458E+003   0.7208108E+003
   0.4757478E+003   0.4728397E+003
   0.3809548E+003   0.3821230E+003
   0.3482946E+003   0.3603660E+003
   0.4286765E+003   0.4299137E+003
   0.4982275E+003   0.5019092E+003
   0.5163179E+003   0.5184143E+003
   0.6935207E+003   0.7260645E+003
   0.5983745E+003   0.5875937E+003
   0.3063262E+003   0.3068943E+003
   0.2846303E+003   0.2846478E+003
   0.2904015E+003   0.2911439E+003
   0.2619347E+003   0.2641485E+003
   0.2152215E+003   0.2163713E+003
   0.1984838E+003   0.2061044E+003
   0.3216644E+003   0.3304873E+003
   0.5248431E+003   0.5532357E+003
   0.6697539E+003   0.6822031E+003
   0.5197017E+003   0.5508224E+003
   0.5447193E+003   0.5398413E+003
   0.6992761E+003   0.7020817E+003
   0.6238603E+003   0.6210171E+003
   0.4956568E+003   0.5146841E+003
   0.6043853E+003   0.6208974E+003
   0.8070285E+003   0.8091480E+003
   0.9518478E+003   0.9358629E+003
   0.9827516E+003   0.9473765E+003
   0.8750427E+003   0.9266173E+003
   0.8815136E+003   0.1066032E+004
   0.9374638E+003   0.9683119E+003
   0.8718501E+003   0.9420525E+003
   0.7964068E+003   0.8640208E+003
   0.7189979E+003   0.7248313E+003
   0.7354680E+003   0.7772328E+003
   0.6440744E+003   0.6508692E+003
   0.7173370E+003   0.6858098E+003
   0.8963379E+003   0.8864870E+003
   0.1078731E+004   0.1088150E+004
   0.1147481E+004   0.1183823E+004
   0.9420553E+003   0.9664439E+003
   0.6546898E+003   0.6529708E+003
   0.5376874E+003   0.5238463E+003
   0.4291550E+003   0.4375159E+003
   0.3595060E+003   0.3740654E+003
   0.3633935E+003   0.3721937E+003
