 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.9898948E+003   0.9885671E+003
   0.8252078E+003   0.8289344E+003
   0.6638232E+003   0.6674896E+003
   0.6014775E+003   0.6051553E+003
   0.5337465E+003   0.5336389E+003
   0.8390671E+003   0.8381638E+003
   0.1003644E+004   0.1007873E+004
   0.7813126E+003   0.7805098E+003
   0.1141462E+004   0.1175591E+004
   0.6505930E+003   0.6424987E+003
   0.4573668E+003   0.4580334E+003
   0.5277431E+003   0.5262897E+003
   0.5589868E+003   0.5511823E+003
   0.2156327E+003   0.2168214E+003
   0.2493880E+003   0.2543284E+003
   0.1831478E+003   0.1946090E+003
   0.2506716E+003   0.2633593E+003
   0.3578316E+003   0.3556176E+003
   0.3356020E+003   0.3353909E+003
   0.3448403E+003   0.3455391E+003
   0.3136024E+003   0.3139799E+003
   0.3331646E+003   0.3330491E+003
   0.2055220E+003   0.2049109E+003
   0.1360513E+003   0.1370013E+003
   0.2342464E+003   0.2459506E+003
   0.3432949E+003   0.3422298E+003
   0.4496609E+003   0.4489823E+003
   0.4712360E+003   0.4714394E+003
   0.7085443E+003   0.7060584E+003
   0.8353722E+003   0.8341502E+003
   0.9766484E+003   0.9693378E+003
   0.7541640E+003   0.7353544E+003
   0.6993729E+003   0.6755656E+003
   0.4742220E+003   0.4784032E+003
   0.6126175E+003   0.6154352E+003
   0.1209304E+004   0.1201755E+004
   0.2045344E+004   0.2062282E+004
   0.2494560E+004   0.2535504E+004
   0.1740796E+004   0.1706679E+004
   0.9124262E+003   0.8982425E+003
   0.6065455E+003   0.6069250E+003
   0.6665966E+003   0.6661295E+003
   0.6079537E+003   0.6091500E+003
   0.4588217E+003   0.4592181E+003
   0.1945519E+003   0.2021990E+003
   0.5031284E+003   0.5015452E+003
   0.8725347E+003   0.8716386E+003
   0.1015671E+004   0.1017560E+004
   0.1197710E+004   0.1226092E+004
   0.6611132E+003   0.6582357E+003
   0.4031901E+003   0.3985720E+003
   0.5915867E+003   0.5834848E+003
   0.6692637E+003   0.6427731E+003
   0.2533439E+003   0.2530457E+003
   0.2351846E+003   0.2305262E+003
   0.2343477E+003   0.2334363E+003
   0.3048354E+003   0.3038566E+003
   0.2574761E+003   0.2578976E+003
   0.3046626E+003   0.3064843E+003
   0.3775538E+003   0.3786949E+003
   0.4138545E+003   0.4142823E+003
   0.3796403E+003   0.3794178E+003
   0.2628062E+003   0.2627930E+003
   0.1502698E+003   0.1499591E+003
   0.1287655E+003   0.1306690E+003
   0.2711016E+003   0.2818959E+003
   0.3924831E+003   0.3915263E+003
   0.4814691E+003   0.4829031E+003
   0.6098277E+003   0.6093462E+003
   0.5678615E+003   0.5773217E+003
   0.3957565E+003   0.4047280E+003
   0.6541064E+003   0.6553760E+003
   0.7603639E+003   0.7599993E+003
   0.7866429E+003   0.7867038E+003
   0.1054510E+004   0.1049698E+004
   0.1113588E+004   0.1094498E+004
   0.1361947E+004   0.1340537E+004
   0.1893153E+004   0.1873553E+004
   0.2075171E+004   0.2083978E+004
   0.1029796E+004   0.1018091E+004
   0.5835906E+003   0.5812375E+003
   0.7055286E+003   0.7075882E+003
   0.6398245E+003   0.6378031E+003
   0.5164947E+003   0.5351486E+003
   0.6478936E+003   0.6535321E+003
   0.8391383E+003   0.8489983E+003
   0.1033224E+004   0.1034415E+004
   0.1209013E+004   0.1200660E+004
   0.1262229E+004   0.1260854E+004
   0.9482480E+003   0.9510498E+003
   0.7323801E+003   0.7322352E+003
   0.1122901E+004   0.1109096E+004
   0.9535992E+003   0.8562612E+003
   0.1717878E+003   0.1702314E+003
   0.1650615E+003   0.1636846E+003
   0.2577987E+003   0.2562408E+003
   0.2495612E+003   0.2509015E+003
   0.3165452E+003   0.3178161E+003
   0.3943707E+003   0.3950419E+003
   0.3504106E+003   0.3504093E+003
   0.3087678E+003   0.3090390E+003
   0.3378980E+003   0.3373537E+003
   0.2965001E+003   0.2966521E+003
   0.2109511E+003   0.2108630E+003
   0.1393032E+003   0.1388734E+003
   0.2691031E+003   0.2769657E+003
   0.3608593E+003   0.3670668E+003
   0.4650872E+003   0.4658243E+003
   0.6075321E+003   0.6026804E+003
   0.7615167E+003   0.7963572E+003
   0.3229762E+003   0.3228924E+003
   0.5245566E+003   0.5259101E+003
   0.6870853E+003   0.6925534E+003
   0.8956657E+003   0.9055611E+003
   0.9725704E+003   0.9678771E+003
   0.9002303E+003   0.9099729E+003
   0.9675853E+003   0.9786406E+003
   0.1078801E+004   0.1075279E+004
   0.1623174E+004   0.1621316E+004
   0.7053718E+003   0.7065680E+003
   0.9106996E+003   0.9390926E+003
