 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.1065320E+004   0.1048683E+004
   0.8636115E+003   0.8862078E+003
   0.7093025E+003   0.7378209E+003
   0.5929246E+003   0.6136876E+003
   0.5588713E+003   0.5671168E+003
   0.6871662E+003   0.6759551E+003
   0.8108477E+003   0.8222554E+003
   0.9001941E+003   0.9031991E+003
   0.9833024E+003   0.1116355E+004
   0.9218873E+003   0.9251759E+003
   0.7527100E+003   0.6770170E+003
   0.6956813E+003   0.6363287E+003
   0.5753219E+003   0.5254504E+003
   0.4053475E+003   0.3922892E+003
   0.2710235E+003   0.2865222E+003
   0.2324315E+003   0.2626435E+003
   0.2550473E+003   0.2868536E+003
   0.2950581E+003   0.3079469E+003
   0.3267747E+003   0.3336049E+003
   0.3527376E+003   0.3625534E+003
   0.3634082E+003   0.3669406E+003
   0.3188101E+003   0.3172097E+003
   0.2265245E+003   0.2272830E+003
   0.1862417E+003   0.2221088E+003
   0.2617337E+003   0.3100053E+003
   0.3587707E+003   0.3727268E+003
   0.4133495E+003   0.4151059E+003
   0.4711324E+003   0.4776185E+003
   0.5754672E+003   0.5769249E+003
   0.6602042E+003   0.6563742E+003
   0.6948113E+003   0.6896086E+003
   0.7821175E+003   0.7574803E+003
   0.7634847E+003   0.7396760E+003
   0.6738597E+003   0.6673394E+003
   0.7562796E+003   0.7467957E+003
   0.1136974E+004   0.1111290E+004
   0.1590216E+004   0.1609901E+004
   0.1851083E+004   0.1883828E+004
   0.1723631E+004   0.1747917E+004
   0.1379741E+004   0.1360813E+004
   0.8166088E+003   0.7791516E+003
   0.7164487E+003   0.7042990E+003
   0.6410541E+003   0.6457188E+003
   0.5181323E+003   0.5546511E+003
   0.4650049E+003   0.4990975E+003
   0.6404949E+003   0.6326281E+003
   0.8954226E+003   0.8987882E+003
   0.1031354E+004   0.1041006E+004
   0.1028422E+004   0.1127270E+004
   0.8305033E+003   0.8381934E+003
   0.6296792E+003   0.6036337E+003
   0.6673854E+003   0.6248608E+003
   0.6664539E+003   0.5904532E+003
   0.4564478E+003   0.3927630E+003
   0.2669317E+003   0.2650566E+003
   0.2372365E+003   0.2489237E+003
   0.2657824E+003   0.2592126E+003
   0.2984185E+003   0.2992179E+003
   0.3329126E+003   0.3445746E+003
   0.3553702E+003   0.3667832E+003
   0.3628497E+003   0.3679804E+003
   0.3391157E+003   0.3399806E+003
   0.2620312E+003   0.2615727E+003
   0.1802149E+003   0.1854717E+003
   0.1937145E+003   0.2334131E+003
   0.2964529E+003   0.3463436E+003
   0.4011828E+003   0.4095104E+003
   0.4800992E+003   0.4819564E+003
   0.5849962E+003   0.5907015E+003
   0.6131856E+003   0.6417682E+003
   0.5823792E+003   0.6098422E+003
   0.6440914E+003   0.6616592E+003
   0.7547812E+003   0.7653558E+003
   0.8258267E+003   0.8206562E+003
   0.9253592E+003   0.9018512E+003
   0.1118598E+004   0.1107505E+004
   0.1355741E+004   0.1352354E+004
