 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
  -0.2818991E+002  -0.2647119E+002
  -0.7773398E+002  -0.7996317E+002
  -0.1297689E+003  -0.1312230E+003
  -0.1810111E+003  -0.1814250E+003
  -0.2286314E+003  -0.2282553E+003
  -0.2608919E+003  -0.2599337E+003
  -0.2810890E+003  -0.2783451E+003
  -0.2868116E+003  -0.2856379E+003
  -0.2637774E+003  -0.2659662E+003
  -0.2286240E+003  -0.2323918E+003
  -0.1850678E+003  -0.1883361E+003
  -0.1392165E+003  -0.1429555E+003
  -0.1026998E+003  -0.1054267E+003
  -0.8110102E+002  -0.8451527E+002
  -0.7174315E+002  -0.7773559E+002
  -0.7178999E+002  -0.7810290E+002
  -0.8102259E+002  -0.8319272E+002
  -0.9554512E+002  -0.9663807E+002
  -0.1017368E+003  -0.1021925E+003
  -0.9165010E+002  -0.9128319E+002
  -0.5090103E+002  -0.5518501E+002
   0.2813843E+002   0.1591343E+002
   0.1129060E+003   0.9033070E+002
   0.1880159E+003   0.1627795E+003
   0.2387055E+003   0.2173975E+003
   0.2515806E+003   0.2407551E+003
   0.2309384E+003   0.2305509E+003
   0.1992556E+003   0.2011389E+003
   0.1668998E+003   0.1693639E+003
   0.1319916E+003   0.1356961E+003
   0.1069619E+003   0.1146133E+003
   0.8750592E+002   0.9593092E+002
   0.5626146E+002   0.6268671E+002
   0.3107746E+002   0.3511247E+002
   0.1018539E+002   0.1350531E+002
  -0.1295657E+001   0.1636135E+001
   0.8458523E+001   0.1137345E+002
   0.2070756E+002   0.2399201E+002
   0.2900902E+002   0.3526569E+002
   0.1252552E+002   0.1955915E+002
   0.9286189E+001   0.1381620E+002
  -0.4773769E+002  -0.4839966E+002
  -0.1187049E+003  -0.1183297E+003
  -0.2128871E+003  -0.2010795E+003
  -0.3081423E+003  -0.2841428E+003
  -0.3618851E+003  -0.3361644E+003
  -0.3784145E+003  -0.3542441E+003
  -0.3464805E+003  -0.3315963E+003
  -0.2749854E+003  -0.2728155E+003
  -0.2074846E+003  -0.2089697E+003
  -0.1554492E+003  -0.1569767E+003
  -0.1150375E+003  -0.1184135E+003
  -0.9088988E+002  -0.9518880E+002
  -0.7908725E+002  -0.8471355E+002
  -0.7982898E+002  -0.8794448E+002
  -0.8672729E+002  -0.9434767E+002
  -0.9348450E+002  -0.9390085E+002
  -0.9253982E+002  -0.9054624E+002
  -0.7622188E+002  -0.7514538E+002
  -0.4343451E+002  -0.4668107E+002
   0.9446823E+001  -0.3044456E+000
   0.7793726E+002   0.6004653E+002
   0.1412685E+003   0.1180442E+003
   0.1948005E+003   0.1721042E+003
   0.2308149E+003   0.2124243E+003
   0.2487938E+003   0.2404351E+003
   0.2393431E+003   0.2406729E+003
   0.2274691E+003   0.2299400E+003
   0.2136446E+003   0.2155731E+003
   0.1976696E+003   0.1996617E+003
   0.1902947E+003   0.1976395E+003
   0.1856176E+003   0.1945816E+003
   0.1724384E+003   0.1808685E+003
   0.1597906E+003   0.1652309E+003
   0.1476846E+003   0.1539757E+003
   0.1279568E+003   0.1339441E+003
   0.1117194E+003   0.1159275E+003
   0.9871021E+002   0.1013369E+003
   0.8469607E+002   0.9122042E+002
   0.5168025E+002   0.6140619E+002
   0.7099849E+002   0.7633370E+002
   0.2592403E+002   0.2821283E+002
  -0.5432444E+002  -0.5034213E+002
  -0.1836912E+003  -0.1625861E+003
  -0.3009430E+003  -0.2627535E+003
  -0.3755534E+003  -0.3357083E+003
  -0.3869885E+003  -0.3490595E+003
  -0.3234802E+003  -0.2977731E+003
  -0.2254329E+003  -0.2184568E+003
  -0.1488946E+003  -0.1477025E+003
  -0.1074793E+003  -0.1085172E+003
  -0.9622930E+002  -0.1002882E+003
  -0.9949438E+002  -0.1052967E+003
  -0.1044567E+003  -0.1119249E+003
  -0.1090204E+003  -0.1174546E+003
  -0.1114208E+003  -0.1164799E+003
  -0.1057106E+003  -0.1044569E+003
  -0.9260258E+002  -0.9140621E+002
  -0.7023177E+002  -0.7004902E+002
  -0.3149546E+002  -0.3597968E+002
   0.1580466E+002   0.5932034E+001
   0.7241413E+002   0.5463029E+002
   0.1250592E+003   0.1038243E+003
   0.1592255E+003   0.1382119E+003
   0.1821799E+003   0.1657218E+003
