 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
   0.6409944E+002   0.6409944E+002
  -0.3681770E+003  -0.3681770E+003
  -0.8861035E+002  -0.8861035E+002
  -0.5134866E+003  -0.5134866E+003
  -0.5177834E+003  -0.5177834E+003
  -0.8393602E+003  -0.8393602E+003
  -0.7995982E+003  -0.7995982E+003
  -0.3995533E+003  -0.3995533E+003
  -0.9123973E+003  -0.9123973E+003
  -0.7125161E+003  -0.7125161E+003
  -0.3663902E+003  -0.3663902E+003
  -0.2588331E+003  -0.2588331E+003
  -0.2645625E+002  -0.2645625E+002
   0.4942382E+002   0.4942382E+002
  -0.1582184E+002  -0.1582184E+002
  -0.2379944E+002  -0.2379944E+002
  -0.5150294E+002  -0.5150294E+002
  -0.5535283E+002  -0.5535283E+002
  -0.5031753E+002  -0.5031753E+002
  -0.4059054E+001  -0.4059054E+001
   0.7892879E+002   0.7892879E+002
   0.4224709E+003   0.4224709E+003
   0.1025430E+004   0.1025430E+004
   0.2226705E+003   0.2226705E+003
   0.4450824E+003   0.4450824E+003
   0.2484494E+003   0.2484494E+003
   0.2995919E+003   0.2995919E+003
   0.2508140E+003   0.2508140E+003
  -0.3886765E+002  -0.3886765E+002
  -0.1452490E+000  -0.1452490E+000
  -0.1760239E+003  -0.1760239E+003
  -0.1467742E+003  -0.1467742E+003
  -0.3380757E+002  -0.3380757E+002
   0.1730300E+002   0.1730300E+002
  -0.4274273E+002  -0.4274273E+002
  -0.6163116E+002  -0.6163116E+002
  -0.7152979E+002  -0.7152979E+002
   0.6732445E+001   0.6732445E+001
   0.3368224E+002   0.3368224E+002
   0.4719564E+002   0.4719564E+002
   0.4983767E+002   0.4983767E+002
   0.5162823E+002   0.5162823E+002
  -0.1803852E+003  -0.1803852E+003
  -0.7200966E+002  -0.7200966E+002
  -0.1455030E+003  -0.1455030E+003
  -0.2446802E+003  -0.2446802E+003
  -0.2968069E+002  -0.2968069E+002
  -0.3150449E+003  -0.3150449E+003
  -0.1891632E+003  -0.1891632E+003
  -0.5214088E+003  -0.5214088E+003
  -0.4092172E+002  -0.4092172E+002
   0.2787866E+002   0.2787866E+002
   0.8694228E+002   0.8694228E+002
  -0.2439206E+002  -0.2439206E+002
  -0.3049833E+002  -0.3049833E+002
  -0.4541221E+002  -0.4541221E+002
  -0.2998753E+002  -0.2998753E+002
  -0.3807754E+002  -0.3807754E+002
  -0.6740749E+002  -0.6740749E+002
  -0.6157820E+002  -0.6157820E+002
   0.7373442E+002   0.7373442E+002
   0.1584369E+003   0.1584369E+003
   0.2156075E+003   0.2156075E+003
   0.1071992E+004   0.1071992E+004
   0.7156036E+003   0.7156036E+003
   0.2865438E+003   0.2865438E+003
   0.4674854E+003   0.4674854E+003
   0.3528838E+003   0.3528838E+003
  -0.1600777E+003  -0.1600777E+003
   0.1521887E+003   0.1521887E+003
   0.1146007E+003   0.1146007E+003
   0.3354430E+003   0.3354430E+003
   0.1238831E+003   0.1238831E+003
   0.1129765E+003   0.1129765E+003
   0.7057356E+002   0.7057356E+002
   0.1717369E+002   0.1717369E+002
  -0.4339561E+002  -0.4339561E+002
  -0.1734572E+002  -0.1734572E+002
   0.3606715E+002   0.3606715E+002
   0.2973627E+002   0.2973627E+002
   0.5356984E+002   0.5356984E+002
   0.6451472E+002   0.6451472E+002
   0.5605819E+002   0.5605819E+002
  -0.1265772E+002  -0.1265772E+002
  -0.3632308E+002  -0.3632308E+002
  -0.2076512E+003  -0.2076512E+003
  -0.3906732E+003  -0.3906732E+003
  -0.3173925E+003  -0.3173925E+003
  -0.4162267E+002  -0.4162267E+002
   0.4596289E+003   0.4596289E+003
  -0.1703876E+002  -0.1703876E+002
  -0.8336371E+000  -0.8336371E+000
  -0.5072840E+002  -0.5072840E+002
  -0.1104993E+003  -0.1104993E+003
  -0.1444153E+003  -0.1444153E+003
  -0.1400674E+003  -0.1400674E+003
  -0.1128101E+003  -0.1128101E+003
  -0.1285049E+003  -0.1285049E+003
  -0.2425524E+003  -0.2425524E+003
  -0.2428142E+002  -0.2428142E+002
   0.5671351E+002   0.5671351E+002
   0.2915264E+003   0.2915264E+003
   0.3304971E+003   0.3304971E+003
   0.3277023E+002   0.3277023E+002
   0.5698652E+002   0.5698652E+002
   0.9072588E+002   0.9072588E+002
   0.1554522E+003   0.1554522E+003
   0.2377701E+003   0.2377701E+003
   0.4318996E+003   0.4318996E+003
   0.3026069E+003   0.3026069E+003
   0.3259121E+003   0.3259121E+003
   0.5272561E+003   0.5272561E+003
   0.6260937E+003   0.6260937E+003
   0.5424746E+003   0.5424746E+003
   0.3828606E+003   0.3828606E+003
   0.2190522E+003   0.2190522E+003
   0.2150579E+003   0.2150579E+003
   0.3268065E+003   0.3268065E+003
   0.2025944E+003   0.2025944E+003
   0.1019313E+003   0.1019313E+003
   0.9858452E+002   0.9858452E+002
   0.9997469E+002   0.9997469E+002
   0.2702411E+002   0.2702411E+002
  -0.1542933E+002  -0.1542933E+002
  -0.1428368E+003  -0.1428368E+003
  -0.2280712E+004  -0.2280712E+004
  -0.1633039E+004  -0.1633039E+004
  -0.3937096E+003  -0.3937096E+003
   0.9495940E+002   0.9495940E+002
   0.1052385E+003   0.1052385E+003
  -0.3745841E+002  -0.3745841E+002
  -0.7993359E+002  -0.7993359E+002
  -0.2154790E+003  -0.2154790E+003
  -0.2788126E+003  -0.2788126E+003
  -0.2353540E+003  -0.2353540E+003
  -0.1510701E+003  -0.1510701E+003
  -0.1457763E+003  -0.1457763E+003
  -0.1602967E+003  -0.1602967E+003
  -0.3592834E+002  -0.3592834E+002
  -0.1702353E+002  -0.1702353E+002
   0.1480615E+002   0.1480615E+002
   0.1550707E+003   0.1550707E+003
  -0.2337721E+002  -0.2337721E+002
  -0.4952865E+001  -0.4952865E+001
   0.3714399E-001   0.3714399E-001
   0.3195653E+002   0.3195653E+002
   0.7027374E+002   0.7027374E+002
   0.1482234E+003   0.1482234E+003
   0.4040996E+003   0.4040996E+003
   0.6701227E+003   0.6701227E+003
   0.1138966E+004   0.1138966E+004
   0.4041615E+003   0.4041615E+003
   0.2528000E+003   0.2528000E+003
   0.2438194E+003   0.2438194E+003
   0.2662356E+003   0.2662356E+003
   0.3232730E+003   0.3232730E+003
   0.1596970E+003   0.1596970E+003
   0.2765568E+002   0.2765568E+002
   0.2763141E+002   0.2763141E+002
   0.6370590E+002   0.6370590E+002
   0.1846176E+003   0.1846176E+003
   0.5621072E+002   0.5621072E+002
   0.6264906E+002   0.6264906E+002
  -0.1305475E+003  -0.1305475E+003
  -0.7504115E+003  -0.7504115E+003
  -0.9000811E+002  -0.9000811E+002
  -0.4385393E+003  -0.4385393E+003
  -0.2725987E+003  -0.2725987E+003
   0.1449836E+003   0.1449836E+003
   0.1403804E+002   0.1403804E+002
  -0.6179376E+002  -0.6179376E+002
  -0.2830217E+003  -0.2830217E+003
  -0.3250101E+003  -0.3250101E+003
  -0.2399184E+003  -0.2399184E+003
  -0.1495550E+003  -0.1495550E+003
  -0.1207494E+003  -0.1207494E+003
  -0.1213228E+003  -0.1213228E+003
  -0.1227466E+003  -0.1227466E+003
  -0.4567322E+002  -0.4567322E+002
  -0.7865090E+002  -0.7865090E+002
  -0.1057589E+003  -0.1057589E+003
  -0.1269254E+003  -0.1269254E+003
  -0.1651980E+003  -0.1651980E+003
  -0.1566419E+002  -0.1566419E+002
  -0.2067937E+002  -0.2067937E+002
  -0.1496059E+002  -0.1496059E+002
   0.7417645E+001   0.7417645E+001
   0.2187662E+003   0.2187662E+003
   0.3180105E+003   0.3180105E+003
   0.5323428E+003   0.5323428E+003
   0.6164040E+003   0.6164040E+003
   0.4588975E+003   0.4588975E+003
   0.6249228E+003   0.6249228E+003
   0.2878574E+003   0.2878574E+003
   0.2241721E+003   0.2241721E+003
   0.7213070E+002   0.7213070E+002
  -0.7358855E+000  -0.7358855E+000
   0.4412259E+002   0.4412259E+002
   0.1303852E+003   0.1303852E+003
   0.2122121E+003   0.2122121E+003
   0.5655770E+002   0.5655770E+002
   0.8906608E+002   0.8906608E+002
   0.4693606E+002   0.4693606E+002
   0.3446813E+002   0.3446813E+002
  -0.9218582E+002  -0.9218582E+002
   0.3879066E+003   0.3879066E+003
   0.8381822E+002   0.8381822E+002
  -0.1888686E+003  -0.1888686E+003
  -0.3078239E+002  -0.3078239E+002
