 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
  -0.1194105E+002   0.1988920E+001
  -0.2465403E+003  -0.2362765E+003
  -0.2462433E+003  -0.2427074E+003
  -0.4137262E+003  -0.4066107E+003
  -0.4455661E+003  -0.4342190E+003
  -0.4951809E+003  -0.4891679E+003
  -0.6535803E+003  -0.6422260E+003
  -0.7119480E+003  -0.7080972E+003
  -0.8011285E+003  -0.8006748E+003
  -0.6751031E+003  -0.6722761E+003
  -0.3592383E+003  -0.3571919E+003
  -0.2047318E+003  -0.2047680E+003
  -0.3587024E+002  -0.3642410E+002
   0.3823074E+002   0.3741736E+002
   0.5154936E+001   0.3600856E+001
  -0.2562047E+002  -0.2577301E+002
  -0.5023975E+002  -0.5017902E+002
  -0.6270137E+002  -0.6227179E+002
  -0.6233837E+002  -0.6155690E+002
  -0.1496329E+002  -0.1448372E+002
   0.8038459E+002   0.7941406E+002
   0.2284384E+003   0.2092139E+003
   0.4291005E+003   0.3804664E+003
   0.5070771E+003   0.4442392E+003
   0.4722261E+003   0.4435408E+003
   0.4343801E+003   0.4302706E+003
   0.3487357E+003   0.3536440E+003
   0.2268388E+003   0.2261294E+003
  -0.2228344E+002  -0.1180553E+002
   0.2583015E+001   0.2300316E+001
  -0.7292837E+002  -0.7793058E+002
  -0.9872520E+002  -0.1034736E+003
  -0.2968282E+002  -0.2900664E+002
  -0.7741118E+001  -0.6893877E+001
  -0.3573486E+002  -0.3530020E+002
  -0.5874760E+002  -0.5899851E+002
  -0.6029123E+002  -0.5997395E+002
   0.1597541E+001   0.1318111E+001
   0.3936940E+002   0.4079010E+002
   0.7031204E+002   0.7317972E+002
   0.5116105E+002   0.5187459E+002
  -0.2692948E+002  -0.2637924E+002
  -0.1263133E+003  -0.1268318E+003
  -0.8235353E+002  -0.8362374E+002
  -0.2007068E+003  -0.1881460E+003
  -0.2453660E+003  -0.2356207E+003
  -0.1396849E+003  -0.1406696E+003
  -0.2361062E+003  -0.2366429E+003
  -0.3480198E+003  -0.3468686E+003
  -0.3200641E+003  -0.3231933E+003
  -0.9323872E+002  -0.9388023E+002
  -0.2276886E+002  -0.2362236E+002
   0.7253046E+002   0.7112438E+002
  -0.3694779E+000  -0.1662947E+001
  -0.3765383E+002  -0.3822823E+002
  -0.4591190E+002  -0.4616825E+002
  -0.4295113E+002  -0.4336645E+002
  -0.4954591E+002  -0.4980248E+002
  -0.8311719E+002  -0.8225338E+002
  -0.4901637E+002  -0.4857194E+002
   0.6325435E+002   0.6306971E+002
   0.1678796E+003   0.1624282E+003
   0.3658554E+003   0.3431538E+003
   0.7040594E+003   0.6482932E+003
   0.6347143E+003   0.5783532E+003
   0.3844112E+003   0.3745383E+003
   0.3577218E+003   0.3586912E+003
   0.3384217E+003   0.3386954E+003
   0.1624769E+003   0.1807902E+003
   0.1183856E+003   0.1395677E+003
   0.1105718E+003   0.1463485E+003
   0.2517708E+003   0.2635769E+003
   0.1906283E+003   0.1892709E+003
   0.1365565E+003   0.1365548E+003
   0.8872483E+002   0.9378687E+002
   0.1721527E+002   0.1866605E+002
  -0.2357039E+002  -0.2469831E+002
   0.3669588E+001   0.4292267E+001
   0.4198881E+002   0.4226821E+002
   0.3756598E+002   0.3767849E+002
   0.6491764E+002   0.6504601E+002
   0.6836867E+002   0.6883529E+002
   0.4834222E+002   0.4823094E+002
  -0.1495292E+002  -0.1469102E+002
  -0.7353161E+002  -0.7589655E+002
  -0.4004345E+003  -0.3527471E+003
  -0.5393163E+003  -0.4825890E+003
  -0.2939084E+003  -0.2944855E+003
  -0.5207419E+002  -0.5357480E+002
   0.1921184E+003   0.1860008E+003
   0.5629523E+000  -0.2333977E+000
  -0.2237375E+002  -0.2287644E+002
  -0.5267468E+002  -0.5287820E+002
  -0.1115220E+003  -0.1110026E+003
  -0.1395789E+003  -0.1390156E+003
  -0.1217547E+003  -0.1217083E+003
  -0.1107194E+003  -0.1105735E+003
  -0.1372376E+003  -0.1356472E+003
  -0.1664469E+003  -0.1653626E+003
  -0.4421476E+002  -0.4324965E+002
   0.5639872E+002   0.5635856E+002
   0.2151570E+003   0.2093031E+003
   0.2607306E+003   0.2409747E+003
   0.9606976E+002   0.9569589E+002
   0.7696550E+002   0.8057381E+002
   0.1048558E+003   0.1081976E+003
   0.1646155E+003   0.1648251E+003
   0.2476580E+003   0.2501538E+003
   0.3554743E+003   0.3679679E+003
   0.3514166E+003   0.3462356E+003
   0.3660400E+003   0.3629257E+003
   0.4757330E+003   0.4737768E+003
   0.5082935E+003   0.5043333E+003
   0.4456273E+003   0.4427318E+003
   0.3693204E+003   0.3655498E+003
   0.3208418E+003   0.3275887E+003
   0.3148432E+003   0.3280004E+003
   0.2371271E+003   0.2349533E+003
   0.1478445E+003   0.1487765E+003
   0.9983103E+002   0.1020937E+003
   0.1179838E+003   0.1198989E+003
   0.9934685E+002   0.1003162E+003
   0.3107194E+002   0.3143338E+002
  -0.3889306E+002  -0.3924917E+002
  -0.4457660E+003  -0.3408668E+003
  -0.1344718E+004  -0.1168553E+004
  -0.1040857E+004  -0.9477390E+003
  -0.2984787E+003  -0.2856774E+003
   0.1328370E+003   0.1261323E+003
   0.1393702E+003   0.1324142E+003
  -0.2362690E+002  -0.2354611E+002
  -0.8502499E+002  -0.8542580E+002
  -0.1995434E+003  -0.1974606E+003
  -0.2549689E+003  -0.2539655E+003
  -0.2163067E+003  -0.2167619E+003
  -0.1557165E+003  -0.1565703E+003
  -0.1433287E+003  -0.1436772E+003
  -0.1430735E+003  -0.1428483E+003
  -0.6166403E+002  -0.6180583E+002
  -0.2049429E+002  -0.2029514E+002
   0.3317739E+002   0.3305187E+002
   0.9593459E+002   0.9143512E+002
  -0.1174423E+002  -0.1273333E+002
  -0.3460338E+001  -0.3632916E+001
   0.5019263E+001   0.4949294E+001
   0.2654197E+002   0.2628043E+002
   0.8960664E+002   0.9196964E+002
   0.1547472E+003   0.1586398E+003
   0.3420739E+003   0.3576739E+003
   0.6034962E+003   0.5901715E+003
   0.6333491E+003   0.6001835E+003
   0.4859209E+003   0.4901986E+003
   0.3123962E+003   0.3125194E+003
   0.3332694E+003   0.3325949E+003
   0.3537887E+003   0.3475210E+003
   0.3526002E+003   0.3389351E+003
   0.2472721E+003   0.2358819E+003
   0.9495420E+002   0.9401548E+002
   0.8410682E+002   0.8536991E+002
   0.1171211E+003   0.1190232E+003
   0.1559161E+003   0.1559637E+003
   0.7838594E+002   0.8021178E+002
  -0.1057864E+002  -0.9848781E+001
  -0.2191045E+003  -0.2238398E+003
  -0.5939600E+003  -0.5417317E+003
  -0.5611970E+003  -0.4065635E+003
  -0.5692203E+003  -0.5092702E+003
  -0.3463958E+003  -0.3292878E+003
   0.4439015E+002   0.3894983E+002
   0.1921584E+002   0.1808749E+002
  -0.1151551E+003  -0.1128546E+003
  -0.2437749E+003  -0.2440328E+003
  -0.2925740E+003  -0.2955509E+003
  -0.2569094E+003  -0.2597335E+003
  -0.1647922E+003  -0.1647791E+003
  -0.1286200E+003  -0.1288773E+003
  -0.1241706E+003  -0.1243150E+003
  -0.1170391E+003  -0.1173076E+003
  -0.5956640E+002  -0.6017597E+002
  -0.6940578E+002  -0.6863501E+002
  -0.6040211E+002  -0.6352456E+002
  -0.9810542E+002  -0.1017114E+003
  -0.1397561E+003  -0.1388592E+003
  -0.2847628E+002  -0.2907747E+002
  -0.1920612E+002  -0.1914722E+002
  -0.1662891E+002  -0.1658883E+002
   0.1474473E+002   0.1517810E+002
   0.1600712E+003   0.1574405E+003
   0.3405710E+003   0.3553411E+003
   0.5066329E+003   0.4913744E+003
   0.5300374E+003   0.5291391E+003
   0.4772853E+003   0.4844090E+003
   0.4992472E+003   0.4981775E+003
   0.3621532E+003   0.3637088E+003
   0.2871233E+003   0.2904008E+003
   0.1584341E+003   0.1581468E+003
   0.6333137E+002   0.6152850E+002
   0.7083547E+002   0.7087242E+002
   0.1494067E+003   0.1497899E+003
   0.1881006E+003   0.1882673E+003
   0.1064515E+003   0.1091685E+003
   0.1109424E+003   0.1126308E+003
   0.4299842E+002   0.4661950E+002
   0.1367310E+002   0.8502262E+001
  -0.1539217E+003  -0.1346050E+003
   0.2410790E+003   0.2866811E+003
   0.1051645E+003   0.1213254E+003
  -0.2363183E+003  -0.2265862E+003
  -0.2108067E+003  -0.1883336E+003
  -0.3430037E+003  -0.3369054E+003
  -0.4244299E+003  -0.4259033E+003
  -0.3592001E+003  -0.3585652E+003
  -0.3497146E+003  -0.3481583E+003
  -0.3073592E+003  -0.3066849E+003
  -0.2245209E+003  -0.2243949E+003
  -0.1562060E+003  -0.1562436E+003
  -0.1348406E+003  -0.1348569E+003
  -0.1357533E+003  -0.1367378E+003
  -0.1085441E+003  -0.1089220E+003
  -0.1109792E+003  -0.1097949E+003
  -0.7986284E+002  -0.8246101E+002
  -0.1445056E+003  -0.1458400E+003
  -0.1888063E+003  -0.1882764E+003
  -0.5243018E+002  -0.5302963E+002
  -0.2210377E+002  -0.2208000E+002
  -0.5730623E+002  -0.5714030E+002
  -0.6023368E+002  -0.6013228E+002
   0.6165193E+002   0.5529773E+002
   0.2940325E+003   0.2909892E+003
   0.2918378E+003   0.2912291E+003
   0.4305874E+003   0.4211164E+003
   0.5366931E+003   0.5316025E+003
   0.5950810E+003   0.5965037E+003
   0.6626923E+003   0.6604915E+003
   0.5845986E+003   0.5822935E+003
   0.4509923E+003   0.4491684E+003
   0.2901421E+003   0.2866033E+003
   0.1987559E+003   0.1974071E+003
   0.1347327E+003   0.1348595E+003
   0.9010371E+002   0.9036526E+002
   0.1108764E+003   0.1105278E+003
   0.1103511E+003   0.1096930E+003
   0.8141832E+002   0.8068598E+002
   0.7390298E+000   0.8848778E+001
   0.3201884E+003   0.3828193E+003
   0.7103406E+003   0.7099182E+003
   0.5052904E+003   0.5043431E+003
   0.1444789E+003   0.1539082E+003
  -0.4958821E+002  -0.3952505E+002
  -0.1845766E+003  -0.1835625E+003
  -0.1867999E+003  -0.1810517E+003
  -0.2231694E+003  -0.2217501E+003
  -0.2276917E+003  -0.2307456E+003
  -0.2302224E+003  -0.2333000E+003
  -0.2669455E+003  -0.2675674E+003
  -0.2512867E+003  -0.2506670E+003
  -0.2319518E+003  -0.2315538E+003
  -0.1942901E+003  -0.1951688E+003
  -0.1655458E+003  -0.1653796E+003
  -0.1401298E+003  -0.1386801E+003
  -0.1136801E+003  -0.1142390E+003
  -0.1268746E+003  -0.1274373E+003
  -0.8882659E+002  -0.8448900E+002
  -0.7848543E+002  -0.7752314E+002
  -0.3060139E+002  -0.3057828E+002
  -0.8283767E+002  -0.8245296E+002
  -0.8404471E+002  -0.8451305E+002
  -0.4010945E+002  -0.3998560E+002
   0.5618802E+002   0.5557118E+002
   0.5238320E+002   0.5121282E+002
   0.2404701E+002   0.2344252E+002
   0.1128148E+003   0.1014419E+003
   0.1951458E+003   0.1907897E+003
   0.2005918E+003   0.2021378E+003
   0.1398045E+003   0.1361675E+003
   0.1372974E+003   0.1321269E+003
   0.9022027E+002   0.9066971E+002
   0.2745757E+002   0.2762915E+002
   0.1705435E+002   0.1711665E+002
   0.5518615E+002   0.5596067E+002
  -0.2754271E+002  -0.2760970E+002
  -0.3220604E+002  -0.3280213E+002
  -0.5257301E+002  -0.5285972E+002
   0.1072918E+003   0.1075830E+003
   0.3963006E+003   0.3975299E+003
   0.4852866E+003   0.4943221E+003
   0.3957008E+003   0.4120230E+003
   0.3338701E+003   0.3497303E+003
   0.2279219E+003   0.2349347E+003
   0.1519299E+003   0.1514249E+003
   0.6539816E+002   0.6495024E+002
  -0.2344410E+002  -0.2323054E+002
  -0.1098751E+003  -0.1100432E+003
  -0.1619265E+003  -0.1628125E+003
  -0.2112641E+003  -0.2129544E+003
  -0.2483868E+003  -0.2478199E+003
  -0.2561620E+003  -0.2557560E+003
  -0.2552790E+003  -0.2553252E+003
  -0.2220788E+003  -0.2215207E+003
  -0.1583222E+003  -0.1572118E+003
  -0.9994300E+002  -0.9917649E+002
  -0.1568651E+003  -0.1574170E+003
  -0.7898452E+002  -0.7463338E+002
   0.4650901E+001   0.4793502E+001
  -0.3269643E+002  -0.3294612E+002
  -0.2917511E+002  -0.2910539E+002
  -0.1485515E+002  -0.1513265E+002
  -0.8326507E+002  -0.8544970E+002
  -0.2209207E+003  -0.2208990E+003
  -0.2698493E+003  -0.2682091E+003
  -0.4039155E+003  -0.4012453E+003
  -0.5452498E+003  -0.5381876E+003
  -0.8252088E+003  -0.7992101E+003
  -0.7921409E+003  -0.7576713E+003
  -0.3220534E+003  -0.3061589E+003
  -0.1167402E+003  -0.1194970E+003
  -0.3218583E+002  -0.3239855E+002
  -0.4125304E+002  -0.4108671E+002
  -0.3578688E+002  -0.3592216E+002
  -0.2184882E+002  -0.2179996E+002
  -0.3585852E+002  -0.3597938E+002
  -0.2749729E+002  -0.2756020E+002
   0.1940196E+002   0.1924900E+002
   0.1351411E+003   0.1350628E+003
   0.1791536E+003   0.1787606E+003
   0.3458983E+003   0.3491635E+003
   0.4604107E+003   0.4667487E+003
   0.2840402E+003   0.2935709E+003
   0.1205201E+003   0.1193755E+003
   0.4990188E+002   0.4921356E+002
   0.9749596E+001   0.9831382E+001
   0.3343331E+001   0.3188046E+001
  -0.8202158E+002  -0.8252911E+002
  -0.1319497E+003  -0.1321533E+003
  -0.1181823E+003  -0.1194294E+003
  -0.1381095E+003  -0.1396778E+003
  -0.1443421E+003  -0.1453663E+003
  -0.1817403E+003  -0.1828185E+003
  -0.2015246E+003  -0.2009664E+003
  -0.1727633E+003  -0.1726329E+003
  -0.4369208E+002  -0.4309890E+002
  -0.1037777E+002  -0.1105647E+002
   0.1506451E+002   0.1832364E+002
  -0.3819142E+002  -0.3850394E+002
  -0.4817261E+002  -0.4961885E+002
   0.9852537E+001   0.9757157E+001
   0.1907281E+002   0.1931149E+002
  -0.3484647E+002  -0.3503417E+002
  -0.9176304E+002  -0.9949725E+002
  -0.1057819E+003  -0.1243310E+003
  -0.2136180E+003  -0.2243866E+003
  -0.3656644E+003  -0.3617177E+003
  -0.2472692E+003  -0.2378081E+003
  -0.2345030E+003  -0.2220276E+003
  -0.3157491E+003  -0.3073366E+003
  -0.1037021E+003  -0.1033412E+003
  -0.4653499E+002  -0.4734704E+002
  -0.7436546E+002  -0.7444779E+002
  -0.7520060E+002  -0.7501072E+002
  -0.6975067E+002  -0.7069230E+002
  -0.3805531E+002  -0.3796636E+002
  -0.8074275E+001  -0.8138627E+001
   0.6235170E+002   0.6249234E+002
   0.1291782E+003   0.1303317E+003
   0.1708547E+003   0.1711509E+003
   0.3357538E+003   0.3333911E+003
   0.4044479E+003   0.3945546E+003
   0.2197779E+003   0.2228510E+003
   0.5111957E+002   0.5039538E+002
  -0.7163701E+001  -0.7102127E+001
  -0.3729389E+002  -0.3707287E+002
  -0.5078439E+002  -0.5038376E+002
  -0.9908707E+002  -0.9992624E+002
  -0.1507156E+003  -0.1505899E+003
  -0.1330371E+003  -0.1327007E+003
  -0.1054806E+003  -0.1061680E+003
  -0.9297012E+002  -0.9376524E+002
  -0.1127416E+003  -0.1148983E+003
  -0.1467166E+003  -0.1474458E+003
  -0.1333608E+003  -0.1338016E+003
  -0.4472603E+002  -0.4445766E+002
   0.2630452E+002   0.1637330E+002
   0.2138927E+003   0.2045951E+003
  -0.7788530E+002  -0.7799169E+002
  -0.8366096E+002  -0.8758442E+002
  -0.2624645E+002  -0.2558307E+002
  -0.1450590E+002  -0.1411928E+002
  -0.3957295E+002  -0.3970645E+002
   0.3208432E+001   0.2116480E+001
   0.1329210E+002   0.1232565E+002
  -0.1154402E+003  -0.1233198E+003
  -0.1410705E+003  -0.1419363E+003
  -0.2210042E+000  -0.7386766E+000
  -0.1767992E+002  -0.1975442E+002
  -0.2189674E+003  -0.2191354E+003
  -0.2436907E+003  -0.2424226E+003
  -0.1428643E+003  -0.1427816E+003
  -0.9503517E+002  -0.9565133E+002
  -0.8690262E+002  -0.8748450E+002
  -0.5886878E+002  -0.5924276E+002
  -0.4593536E+002  -0.4600299E+002
   0.1677163E+000   0.8252565E-001
   0.2403104E+002   0.2525691E+002
   0.1162713E+003   0.1159010E+003
   0.1603677E+003   0.1628074E+003
   0.8010568E+002   0.8011163E+002
   0.3636108E+002   0.3629797E+002
  -0.9145149E+001  -0.9959965E+001
  -0.3144137E+002  -0.3423455E+002
  -0.5722868E+002  -0.5784711E+002
  -0.9682407E+002  -0.9667780E+002
  -0.1394228E+003  -0.1380792E+003
  -0.1627408E+003  -0.1636298E+003
  -0.1855194E+003  -0.1866966E+003
  -0.1612389E+003  -0.1613072E+003
  -0.1224197E+003  -0.1224626E+003
  -0.8514355E+002  -0.8531519E+002
  -0.7727119E+002  -0.7792512E+002
  -0.8668109E+002  -0.8852406E+002
  -0.4909322E+002  -0.5041679E+002
   0.4762719E+002   0.4629175E+002
   0.2322634E+003   0.2201789E+003
   0.8489986E+002   0.7418502E+002
  -0.6599795E+002  -0.6684319E+002
  -0.1146615E+003  -0.1212018E+003
  -0.4040149E+002  -0.4046727E+002
  -0.2404409E+002  -0.2506938E+002
