epoch;loss;val_loss
0;0.004154551774263382;0.0037421826273202896
1;0.003653149586170912;0.003576362505555153
2;0.0035947097931057215;0.0036233889404684305
3;0.0035707917995750904;0.00352511927485466
4;0.0035569590982049704;0.0035815960727632046
5;0.0035468717105686665;0.0035242633894085884
6;0.003538495395332575;0.0035372998099774122
7;0.0035326017532497644;0.0035091317258775234
8;0.003528574714437127;0.0035543644335120916
9;0.003524897852912545;0.0035466146655380726
10;0.0035209490451961756;0.0035091496538370848
11;0.0035188666079193354;0.003519974183291197
12;0.003515311749652028;0.003516523400321603
13;0.0035135000944137573;0.0034972408320754766
14;0.0035109396558254957;0.003510046983137727
15;0.003509545000270009;0.0035490826703608036
16;0.003508165245875716;0.003495007986202836
17;0.003506193170323968;0.0034996052272617817
18;0.0035054199397563934;0.003498791018500924
19;0.003503702115267515;0.0035024804528802633
20;0.0035022145602852106;0.0034972671419382095
21;0.0035011142026633024;0.0035350897815078497
22;0.0034998864866793156;0.00350729888305068
23;0.0034985309466719627;0.003498892765492201
24;0.003497977741062641;0.003492102026939392
25;0.0034962540958076715;0.003493228228762746
26;0.0034961928613483906;0.0035084595438092947
27;0.003495114156976342;0.003507498651742935
28;0.0034947663079947233;0.0035140356048941612
29;0.0034940927289426327;0.00348560675047338
30;0.003493041032925248;0.0034868652001023293
31;0.0034927683882415295;0.0034876572899520397
32;0.0034918258897960186;0.0034897243604063988
33;0.0034918375313282013;0.003481282852590084
34;0.0034907767549157143;0.0034837236162275076
35;0.003490644972771406;0.0034905585926026106
36;0.003489979077130556;0.0034969490952789783
37;0.003489010501652956;0.0034893141128122807
38;0.00348919490352273;0.0034887404181063175
39;0.0034886605571955442;0.003489120164886117
40;0.0034884412307292223;0.0034859366714954376
41;0.0034878370352089405;0.0034811010118573904
42;0.003487525973469019;0.0035033354070037603
43;0.003487210487946868;0.0034924799110740423
44;0.0034868083894252777;0.003490311559289694
45;0.0034862810280174017;0.003482257016003132
46;0.0034858090803027153;0.003497992642223835
47;0.003485725261271;0.0034872700925916433
48;0.0034852304961532354;0.0034930924884974957
49;0.003485077992081642;0.00348508358001709
50;0.0034851154778152704;0.0034823338501155376
51;0.0034847590140998363;0.0034839254803955555
52;0.0034842458553612232;0.003488486399874091
53;0.0034838037099689245;0.0034818979911506176
54;0.003483606968075037;0.003484657732769847
55;0.0034832924138754606;0.0034788770135492086
56;0.0034830160439014435;0.003481600433588028
57;0.00348280998878181;0.003481915220618248
58;0.003482520580291748;0.003490388160571456
59;0.003482587868347764;0.0034829345531761646
60;0.003482165979221463;0.0034856379497796297
61;0.003482054453343153;0.0034779405687004328
62;0.003482113592326641;0.0034787647891789675
63;0.0034819638822227716;0.0034801452420651913
64;0.0034814728423953056;0.003481007646769285
65;0.0034812577068805695;0.003479236736893654
66;0.003481177845969796;0.0034852810204029083
67;0.0034810523502528667;0.003480610204860568
68;0.0034810611978173256;0.0034898160956799984
69;0.003480632323771715;0.003489562775939703
70;0.0034807887859642506;0.003479722188785672
71;0.003480441402643919;0.003478806233033538
72;0.003480219282209873;0.00347830425016582
73;0.003479938954114914;0.003479816485196352
74;0.0034797482658177614;0.0034812178928405046
75;0.003479768056422472;0.0034793205559253693
76;0.00347950030118227;0.0034801592119038105
77;0.0034794313833117485;0.003480857238173485
78;0.003479095408692956;0.0034798174165189266
79;0.0034790837671607733;0.0034930845722556114
80;0.0034788534976541996;0.0034884652122855186
81;0.0034787084441632032;0.0034812241792678833
