  -0.97980    0.00023
  -0.93939    0.00021
  -0.89899    0.00030
  -0.85859    0.00033
  -0.81818    0.00036
  -0.77778    0.00035
  -0.73737    0.00041
  -0.69697    0.00044
  -0.65657    0.00046
  -0.61616    0.00065
  -0.57576    0.00092
  -0.53535    0.00111
  -0.49495    0.00144
  -0.45455    0.00230
  -0.41414    0.00357
  -0.37374    0.00599
  -0.33333    0.01138
  -0.29293    0.02214
  -0.25253    0.04604
  -0.21212    0.09877
  -0.17172    0.21449
  -0.13131    0.48039
  -0.09091    1.12052
  -0.05051    2.87226
  -0.01010    5.85147
   0.03030    4.94007
   0.07071    3.28405
   0.11111    2.04397
   0.15152    1.25416
   0.19192    0.78226
   0.23232    0.51003
   0.27273    0.33858
   0.31313    0.23078
   0.35354    0.16202
   0.39394    0.11460
   0.43434    0.08303
   0.47475    0.06050
   0.51515    0.04470
   0.55556    0.03388
   0.59596    0.02565
   0.63636    0.01956
   0.67677    0.01571
   0.71717    0.01238
   0.75758    0.00924
   0.79798    0.00788
   0.83838    0.00617
   0.87879    0.00504
   0.91919    0.00398
   0.95960    0.00337
   1.00000    0.00283
   1.04040    0.00231
   1.08081    0.00187
   1.12121    0.00165
   1.16162    0.00128
   1.20202    0.00131
   1.24242    0.00107
   1.28283    0.00088
   1.32323    0.00076
   1.36364    0.00079
   1.40404    0.00075
   1.44444    0.00076
   1.48485    0.00048
   1.52525    0.00041
   1.56566    0.00038
   1.60606    0.00044
   1.64646    0.00027
   1.68687    0.00028
   1.72727    0.00029
   1.76768    0.00027
   1.80808    0.00024
   1.84848    0.00026
   1.88889    0.00012
   1.92929    0.00015
   1.96970    0.00017
   2.01010    0.00009
   2.05051    0.00014
   2.09091    0.00015
   2.13131    0.00011
   2.17172    0.00009
   2.21212    0.00008
   2.25253    0.00006
   2.29293    0.00008
   2.33333    0.00007
   2.37374    0.00005
   2.41414    0.00010
   2.45455    0.00008
   2.49495    0.00009
   2.53535    0.00005
   2.57576    0.00007
   2.61616    0.00009
   2.65657    0.00007
   2.69697    0.00005
   2.73737    0.00006
   2.77778    0.00008
   2.81818    0.00005
   2.85859    0.00003
   2.89899    0.00005
   2.93939    0.00003
   2.97980    0.00004
