# ~alp d~p/dx   Phi_p_sgs,x
   0.7064659E+000  -0.9009923E-001
   0.2596132E+001   0.6674464E-001
   0.1446524E+002  -0.1280571E+000
   0.2967522E+001   0.2552536E+001
  -0.2851338E-001   0.7142189E-001
  -0.4865570E+000   0.1417915E+000
  -0.3618964E+000   0.5851444E-002
  -0.3389408E+000  -0.7780449E-003
  -0.5558215E+000  -0.7937754E-002
  -0.1010441E+001  -0.8030366E-002
  -0.1156038E+001   0.8629422E-002
  -0.7202767E+000   0.1965638E-002
  -0.3476289E+000   0.1058111E-002
  -0.1690685E+000  -0.1478893E-003
  -0.5835035E-002   0.5017896E-002
   0.2502355E+000   0.8121104E-002
   0.4652444E+000  -0.2182483E-001
  -0.1930865E+001  -0.5168353E+001
  -0.8053184E+002  -0.7533482E+001
  -0.3458593E+002  -0.8685340E+001
  -0.8671192E+001  -0.3797099E+001
  -0.2447434E+000  -0.1495570E+000
  -0.3761412E+000  -0.1396781E+000
   0.3748960E+000   0.1707497E-001
   0.2042196E+000   0.8543102E-001
  -0.2089836E+000   0.1606385E-002
  -0.5990672E+000   0.4098379E-001
  -0.1301541E+001  -0.1873712E+000
  -0.5262897E+001  -0.6006523E+000
  -0.7171958E+001   0.2281885E+000
   0.8881858E+000   0.7499163E+000
   0.7351682E+001   0.9223487E-001
   0.6617804E+001  -0.3614023E+000
   0.4855373E+001  -0.8941097E-001
   0.4714006E+001  -0.8982345E-002
   0.3133315E+001   0.6934569E-001
   0.3895503E+001   0.1760120E+000
   0.5311116E+001  -0.4032280E+000
   0.1960097E+001  -0.2269595E-001
   0.6278849E+000  -0.1152191E+000
   0.6439571E+000   0.6677371E-002
   0.7654451E+001   0.2487392E+001
   0.2341816E+002  -0.1409629E+001
  -0.2054214E+001   0.3096098E+001
  -0.9010718E+000   0.5219529E-001
  -0.5173816E+000   0.1157042E-001
  -0.3582595E+000   0.4132908E-002
  -0.4269053E+000  -0.4128517E-002
  -0.9775471E+000  -0.4469853E-001
  -0.1898445E+001  -0.3764759E-001
  -0.1666549E+001  -0.2085123E-002
  -0.7749915E+000   0.1161399E-001
  -0.2585736E+000   0.1240397E-001
  -0.6963179E-001   0.5262136E-002
   0.3778485E-001   0.9849528E-003
   0.2151702E+000   0.8687825E-002
   0.6640195E+000   0.1175634E-001
   0.2152771E+001  -0.3648573E+000
  -0.1297143E+002  -0.1684438E+002
  -0.7689737E+002  -0.1842757E+002
  -0.4404450E+002  -0.1879076E+002
  -0.2390439E+001  -0.2749374E+001
  -0.1655134E+000  -0.5024921E-001
  -0.1635522E+000  -0.4128752E-001
  -0.2511262E+000  -0.6859105E-001
  -0.1789422E+001  -0.6682927E+000
  -0.5664710E+001  -0.6205450E+000
  -0.9692136E+001   0.3238011E+000
  -0.1742613E+002   0.1218315E+001
  -0.1616195E+002   0.9992788E-001
  -0.3072013E+001  -0.5193357E+000
   0.3490925E+001  -0.1827922E+000
   0.5751542E+001  -0.2440344E+000
   0.4547444E+001  -0.5504612E-003
   0.4807232E+001  -0.5954864E-001
   0.5864434E+001  -0.4328494E-001
   0.1099895E+002  -0.1599578E+001
   0.5362697E+001  -0.8107491E+000
   0.2327002E+001  -0.3978802E+000
   0.9016298E+000  -0.6118751E-001
   0.8928464E+000  -0.1229076E-001
   0.3882596E+001   0.1025221E+001
   0.4288923E+001   0.8777043E+000
  -0.7803394E+000   0.1419531E+000
  -0.6206067E+000  -0.5520572E-002
  -0.3854764E+000   0.6612376E-002
  -0.4200002E+000   0.2315100E-003
  -0.1143169E+001  -0.1197105E+000
  -0.3459407E+001  -0.2800745E+000
  -0.4470960E+001  -0.2548140E-001
  -0.2123068E+001   0.3714350E-001
  -0.4461348E+000   0.4735503E-001
   0.1342308E+000   0.3925406E-001
   0.1579684E+000   0.1509679E-001
   0.1483755E+000   0.2156301E-002
   0.1856900E+000   0.1139538E-002
   0.3643010E+000   0.1548420E-001
   0.9194340E+000   0.2927323E-001
   0.1103364E+001  -0.2357237E+000
  -0.2455590E+001  -0.3534777E+001
  -0.3719617E+002  -0.2331004E+002
  -0.5016821E+002  -0.1313933E+002
