# ~alp d~p/dx   Phi_p_sgs,x
  -0.1644337E+002  -0.3182272E+002
  -0.3469578E+002  -0.2540076E+002
  -0.3380892E+002  -0.1564076E+002
  -0.2957538E+002  -0.1394939E+002
  -0.2310396E+002  -0.1341869E+002
  -0.8215741E+001  -0.7595954E+001
  -0.3358553E+001  -0.2317685E+001
  -0.7951095E+001  -0.4013683E+001
  -0.1992869E+002  -0.4721729E+001
  -0.1918761E+002  -0.6147448E+001
  -0.1189999E+002  -0.7971533E+001
  -0.3424077E+001  -0.1651519E+001
  -0.2861501E+001   0.2306536E+001
  -0.2719436E+002  -0.2125559E+001
  -0.4862847E+002   0.5455986E+002
   0.1135975E+003   0.1682480E+003
   0.3004584E+003   0.2371726E+003
   0.1985040E+003   0.2548870E+003
   0.4849325E+002   0.1144852E+003
   0.4213266E+001   0.2291445E+002
  -0.1247701E+001   0.5279145E+001
  -0.2032010E+001   0.3468502E+000
  -0.2647718E+001  -0.1553218E+000
  -0.3254812E+001  -0.8477229E-001
  -0.4333999E+001  -0.7076769E-001
  -0.5321203E+001  -0.1846547E+001
  -0.2372343E+001  -0.2428792E+001
   0.1432685E+001  -0.2629355E+001
   0.4304613E+001  -0.2971413E+001
   0.3791097E+001  -0.4610000E+001
  -0.4535855E+000  -0.1720563E+001
  -0.3837733E+000  -0.5714251E-001
   0.1955901E+000   0.1359256E+000
   0.7639644E+000   0.2992704E+000
   0.1847044E+001   0.8812850E-001
   0.2875397E+001   0.1217514E+000
   0.2003751E+001   0.4564022E+000
   0.9545841E+000   0.2670915E+000
   0.1184007E+001   0.1221622E+000
   0.1852867E+001  -0.1731877E+002
  -0.6995574E+001  -0.2497987E+002
  -0.3213984E+002  -0.2119200E+002
  -0.4757378E+002  -0.1165190E+002
  -0.2902939E+002  -0.7020506E+001
  -0.1395895E+002  -0.5135960E+001
  -0.3125670E+001  -0.1000054E+001
  -0.2587914E+001  -0.3714172E+001
  -0.1352134E+002  -0.1196105E+002
  -0.1979787E+002  -0.1189956E+002
  -0.1746033E+002  -0.8010883E+001
  -0.5508914E+001  -0.4242591E+001
  -0.1564253E+001  -0.1453884E+001
  -0.8554782E+001  -0.1946464E+002
  -0.6400724E+002  -0.3206418E+002
  -0.1605984E+003   0.2927445E+000
   0.2793982E+002   0.8471612E+002
   0.3161617E+003   0.1266448E+003
   0.2727769E+003   0.2069002E+003
   0.1099728E+003   0.1143166E+003
   0.2969530E+002   0.4934374E+002
   0.5597073E+001   0.3179683E+002
  -0.3409321E+001   0.6759200E+001
  -0.5015158E+001   0.2309019E+001
  -0.5760817E+001   0.1019799E+001
  -0.8084772E+001  -0.2028658E-001
  -0.1003774E+002  -0.9665393E+000
  -0.4584513E+001  -0.2017453E+001
   0.3996728E+001  -0.9506902E+001
   0.7366984E+001  -0.1579310E+002
   0.1613339E+001  -0.1239658E+002
  -0.1968518E+001  -0.3221261E+001
   0.4403697E+001   0.3996188E+001
   0.3247986E+001   0.5850258E+001
   0.2144132E+001   0.7005977E+001
   0.6498937E+000   0.8484175E+000
   0.2349242E+001   0.6498665E+000
   0.2428591E+001   0.7143080E+000
   0.1027269E+001   0.7776056E+000
   0.7913932E+000   0.5730662E+000
   0.2490103E+001  -0.5362099E+000
  -0.1168123E+000  -0.1265544E+002
  -0.2697390E+002  -0.1002977E+002
  -0.4394731E+002  -0.7180367E+001
  -0.2547433E+002  -0.4256081E+001
  -0.1195153E+002  -0.1932259E+001
  -0.5858107E+001  -0.5717629E+000
  -0.2821426E+001  -0.5745187E+000
  -0.1307195E+002  -0.1017125E+002
  -0.2067834E+002  -0.1047633E+002
  -0.2351223E+002  -0.9867695E+001
  -0.3236644E+001  -0.7431669E+001
   0.1062168E+001  -0.5407379E+001
  -0.2119700E+002  -0.5257838E+002
  -0.9627062E+002  -0.6516420E+002
  -0.2045863E+003   0.5089731E+000
  -0.2833763E+001   0.4210397E+002
   0.2270275E+003   0.5323935E+002
   0.1836195E+003   0.1160069E+003
   0.1091479E+003   0.6979782E+002
   0.7496665E+002   0.5178591E+002
   0.3905128E+002   0.5063091E+002
   0.3751675E+001   0.1616864E+002
  -0.5431070E+001   0.6185099E+001
  -0.1007061E+002   0.8457581E+001
  -0.1429405E+002   0.1265271E+002
  -0.1429395E+002   0.1243577E+002
  -0.3548310E+001   0.2912070E+000
   0.3758776E+001  -0.1334430E+002
  -0.2869054E+001  -0.1965651E+002
