# ~alp d~p/dx   Phi_p_sgs,x
   0.8036619E+000  -0.1749870E+000
   0.3637600E+001  -0.4400333E+000
   0.1360629E+002  -0.3308920E+000
   0.3955126E+001   0.4387443E+001
  -0.2989662E+000   0.1184628E+000
  -0.4561223E+000   0.2202967E+000
  -0.3721457E+000   0.1738134E-001
  -0.3584974E+000  -0.1459170E-002
  -0.5956811E+000  -0.1704348E-001
  -0.1029902E+001  -0.1306585E-001
  -0.1143743E+001   0.1410498E-001
  -0.7333482E+000   0.3853487E-002
  -0.3583049E+000   0.1732924E-002
  -0.1653271E+000   0.1092120E-003
  -0.1023791E-002   0.9138638E-002
   0.2295356E+000   0.1176849E-001
   0.4833391E+000  -0.6725562E-001
  -0.4259759E+001  -0.9073360E+001
  -0.5213345E+002  -0.1313821E+002
  -0.4607120E+002  -0.1127681E+002
  -0.9629516E+001  -0.4886727E+001
  -0.7650209E+000  -0.3002923E+000
  -0.5618900E-001  -0.1731862E+000
   0.4748912E+000   0.1198968E+000
   0.2455641E+000   0.2034214E+000
  -0.3255383E+000   0.2433104E-001
  -0.7820644E+000   0.5676512E-001
  -0.1710838E+001  -0.4732737E+000
  -0.5291272E+001  -0.7567573E+000
  -0.6313117E+001  -0.4633690E-001
   0.2308062E+000   0.3928382E+000
   0.6087222E+001  -0.2942007E-001
   0.6400197E+001  -0.4853677E+000
   0.4945663E+001  -0.1395979E+000
   0.4505207E+001  -0.6545192E-002
   0.3383987E+001   0.1154311E+000
   0.4289304E+001   0.5620676E-001
   0.4936008E+001  -0.4425624E+000
   0.2046837E+001  -0.6939834E-001
   0.7199312E+000  -0.1683606E+000
   0.8719909E+000   0.7576573E-001
   0.6992114E+001   0.2243767E+001
   0.1531157E+002   0.1560936E+000
  -0.5205951E+000   0.4566355E+001
  -0.9676805E+000   0.1389848E+000
  -0.5374192E+000   0.3454541E-001
  -0.3863152E+000   0.8527714E-002
  -0.4862829E+000  -0.1494422E-001
  -0.1073651E+001  -0.9204662E-001
  -0.1885535E+001  -0.6087664E-001
  -0.1655760E+001  -0.1756195E-002
  -0.7965043E+000   0.2258787E-001
  -0.2726980E+000   0.2493837E-001
  -0.6891293E-001   0.1057611E-001
   0.4807333E-001   0.2445481E-002
   0.2219655E+000   0.1702865E-001
   0.6618586E+000   0.1597629E-001
   0.1999860E+001  -0.2500205E+001
  -0.1518419E+002  -0.2147533E+002
  -0.5247913E+002  -0.2038393E+002
  -0.3727038E+002  -0.1892378E+002
  -0.5871838E+001  -0.1001015E+002
  -0.3274331E+000  -0.1470452E+000
  -0.1843263E+000  -0.4459145E-001
  -0.4328586E+000  -0.3672058E+000
  -0.2027244E+001  -0.9946757E+000
  -0.5426901E+001  -0.9764458E+000
  -0.9806041E+001   0.3198643E+000
  -0.1550864E+002   0.1247016E+001
  -0.1385820E+002   0.4473057E-001
  -0.3404014E+001  -0.6970356E+000
   0.4262056E+001  -0.2936035E+000
   0.6506640E+001  -0.5167067E+000
   0.4999080E+001  -0.4198505E-001
   0.5126883E+001  -0.1154255E+000
   0.6636144E+001  -0.2648639E+000
   0.9406897E+001  -0.1452269E+001
   0.5719309E+001  -0.9054104E+000
   0.2540344E+001  -0.5775595E+000
   0.1027300E+001  -0.1579896E+000
   0.1037514E+001   0.1320410E-001
   0.3809099E+001   0.1383095E+001
   0.4207573E+001   0.1335352E+001
  -0.6396100E+000   0.6956764E+000
  -0.6280965E+000  -0.1056443E-001
  -0.4183604E+000   0.1470204E-001
  -0.5168662E+000  -0.1850962E-001
  -0.1396183E+001  -0.3043191E+000
  -0.3567936E+001  -0.4353873E+000
  -0.4043701E+001  -0.7059366E-001
  -0.1984613E+001   0.5536455E-001
  -0.4347131E+000   0.8481291E-001
   0.1328592E+000   0.7716581E-001
   0.1703135E+000   0.3355249E-001
   0.1573582E+000   0.4786837E-002
   0.1992476E+000   0.3077625E-002
   0.3905879E+000   0.3208550E-001
   0.9678243E+000   0.9738441E-002
   0.1032464E+001  -0.9862734E+000
  -0.6348467E+001  -0.1412119E+002
  -0.3206126E+002  -0.2326929E+002
  -0.3362872E+002  -0.1622730E+002
  -0.6291419E+001  -0.8294238E+001
  -0.6241590E+000  -0.4264754E-001
  -0.3761186E+001  -0.3872325E+001
  -0.1066152E+002  -0.2435880E+001
  -0.1628784E+002  -0.3102714E-001
  -0.1722644E+002   0.1650524E+001
  -0.1025819E+002   0.5704773E-001
  -0.7155101E+001  -0.7302296E+000
  -0.2029551E+001   0.4680349E+000
   0.4445180E+001  -0.1344194E+001
   0.7520702E+001  -0.2239492E+001
   0.1229487E+002  -0.6111280E+000
   0.1567977E+002  -0.1459919E+001
   0.1452475E+002  -0.2580205E+001
   0.8892434E+001  -0.1434991E+001
   0.3766773E+001  -0.1614080E+001
   0.1539620E+001  -0.4242021E-001
   0.1079452E+001  -0.5054467E-002
   0.2045279E+001   0.9729461E-002
   0.1360894E+001   0.9603954E-002
   0.7426245E+000   0.6079075E-001
  -0.2012495E-001   0.6102742E-001
  -0.3203848E+000   0.3733273E-001
  -0.6177361E+000  -0.1028620E+000
  -0.2465800E+001  -0.1250891E+001
  -0.7513907E+001  -0.1685795E+001
  -0.7842540E+001  -0.6902980E+000
  -0.2672313E+001  -0.5412251E+000
   0.1195284E+000  -0.1852555E+000
   0.1350555E+001   0.5368839E-001
   0.1536936E+001   0.1573433E+000
   0.7675384E+000   0.1019820E+000
   0.3620450E+000   0.1202904E-001
   0.2447214E+000   0.2007668E-002
   0.2292972E+000   0.3141344E-002
   0.2656876E+000   0.1473303E-001
   0.1838609E+000   0.2495163E-002
  -0.5530783E-001  -0.2703027E-001
  -0.1284671E+001  -0.4762834E+001
  -0.2261477E+002  -0.1577942E+002
  -0.2785467E+002  -0.1121872E+002
  -0.4230679E+001  -0.3164610E+001
