#dalpdx  dalpdy   dalpdz
  -0.4665654E+001  -0.1253934E+002  -0.3445922E+001
  -0.3236019E+001  -0.1050934E+002  -0.2859028E+001
  -0.4228064E+001  -0.8436340E+001  -0.1261741E+001
  -0.9614679E+001  -0.6916223E+001  -0.4099506E+000
  -0.7366627E+001  -0.3376717E+001   0.2525474E+001
  -0.7130083E+001  -0.8828666E+000   0.2536443E+001
  -0.7813797E+000  -0.1134232E+001   0.1872295E+001
   0.1096161E+001  -0.1461478E+001   0.9740828E+000
   0.2721095E+001  -0.1698835E+001   0.1658332E+001
   0.6435885E+001   0.1359857E+001  -0.9411870E+000
   0.1283788E+002   0.1803707E+001  -0.2917216E+001
   0.2561457E+001   0.7182354E+000  -0.5647658E+001
  -0.2623956E+001  -0.1048259E+001  -0.6960787E+001
  -0.6615022E-001  -0.1179977E+001  -0.7979349E+001
   0.2174183E+001  -0.1390866E+001  -0.6505617E+001
   0.5554856E+001  -0.3641494E+001  -0.3622391E+001
   0.5981573E+001  -0.2250082E+001  -0.6463561E+000
   0.4058602E+001   0.1715519E+001   0.1547445E+001
   0.2027390E+001   0.4167783E+001   0.3359248E+001
  -0.2856822E+000   0.5100284E+001   0.3533429E+001
  -0.8020151E+001   0.6398235E+001   0.2223291E+001
  -0.1093784E+002   0.7745034E+001   0.3905368E+000
  -0.9174313E+001   0.7879946E+001   0.1694062E+001
  -0.3414343E+001   0.7344981E+001  -0.1549141E+001
   0.3615280E+001   0.7530381E+001  -0.5347844E+001
  -0.1716130E+000   0.8021918E+001  -0.7352610E+001
   0.3202694E+001   0.6201678E+001  -0.9165819E+001
  -0.5224600E+001   0.2006113E+001  -0.1145261E+002
   0.2944211E+001  -0.9909941E+000  -0.9538994E+001
  -0.3286436E+001  -0.1698849E+001  -0.6012797E+001
   0.6508244E+001  -0.4994101E+001  -0.3792981E+001
   0.1053292E+002  -0.6518253E+001  -0.9572814E+000
   0.1759219E+002  -0.5210732E+001   0.1769055E+001
   0.6145439E+001  -0.2626678E+001   0.1879818E+001
   0.4034706E+001  -0.4336367E+001   0.1812756E+001
  -0.3437488E+001  -0.6436574E+001   0.2347454E+001
  -0.3905590E+001  -0.8539681E+001   0.1796541E+001
  -0.1257081E+001  -0.1058590E+002   0.9763556E+000
  -0.2304913E+001  -0.1275063E+002  -0.5063281E+000
  -0.7254251E+001  -0.1377105E+002  -0.2417308E+001
  -0.3859640E+001  -0.8604590E+001  -0.3387341E+001
  -0.1307549E+001  -0.5403783E+001  -0.2718555E+001
  -0.3405341E+001  -0.5294102E+001   0.1792871E+000
  -0.8228253E+001  -0.4761172E+001   0.2577500E+001
  -0.4581251E+001  -0.3908074E+001   0.7524013E+001
  -0.5022356E+001  -0.2672283E+001   0.8257650E+001
  -0.6972781E+000  -0.2542479E+001   0.8106870E+001
   0.6046938E+000  -0.2157244E+001   0.7865583E+001
   0.2930056E+001  -0.3058719E+001   0.8653817E+001
   0.8515481E+001  -0.3255221E+001   0.4386509E+001
   0.1073101E+002  -0.4756166E+001   0.1380451E+001
   0.1159934E+001  -0.5749047E+001  -0.2320115E+001
  -0.3995443E+001  -0.7106658E+001  -0.3896414E+001
   0.1526290E+001  -0.6116511E+001  -0.5963089E+001
   0.1960360E+001  -0.4576601E+001  -0.4375709E+001
   0.5840290E+001  -0.3356003E+001  -0.2042941E+001
   0.1002426E+002  -0.1146568E+000   0.4328163E+000
   0.7409916E+001   0.3119278E+001   0.2605156E+001
   0.3574076E+001   0.5568737E+001   0.3592610E+001
   0.2479174E+000   0.6006916E+001   0.2259447E+001
  -0.6491901E+001   0.6665191E+001  -0.8522295E+000
  -0.1052320E+002   0.6194327E+001  -0.5529745E+001
  -0.9362177E+001   0.5708494E+001  -0.5423685E+001
  -0.3373392E+001   0.5511130E+001  -0.8297421E+001
   0.3760171E+001   0.5268417E+001  -0.1035820E+002
  -0.5761613E+000   0.6900656E+001  -0.1086886E+002
