#dalpdx  dalpdy   dalpdz
  -0.2418044E+001   0.1744791E+001   0.8773165E+000
  -0.1117532E+002   0.2563591E+001   0.3028395E+001
  -0.6347184E+001   0.1478280E+001   0.1498525E+001
   0.1164222E+002  -0.1533813E+002  -0.6460313E+001
  -0.1188135E+002  -0.3029689E+002   0.7567058E+001
  -0.3621242E+001  -0.2427367E+002  -0.1332121E+001
  -0.5276207E+002  -0.5829426E+002  -0.2285147E+002
  -0.2221770E+003  -0.1828714E+001   0.3747707E+002
   0.1787414E+003  -0.1488929E+002  -0.1271511E+002
  -0.3932599E+002   0.7734005E+001   0.3383527E+002
   0.2339412E+002  -0.3858083E+002  -0.5177819E+002
   0.5165130E+001   0.2301120E+002  -0.8422074E+001
  -0.2259352E+002   0.1048821E+003  -0.2332267E+002
   0.4618027E+002   0.1515002E+003  -0.4071235E+002
   0.9821766E+000   0.6578801E+002   0.1281820E+002
  -0.2620576E+002   0.2190905E+002  -0.7105999E+001
   0.1097591E+003   0.9068381E+002   0.5872205E+002
   0.7978931E+000  -0.9914666E+000   0.1410426E+001
   0.1151293E+001   0.7456323E+000  -0.1042943E+001
  -0.1888753E+001   0.1013715E+001   0.1066539E+001
  -0.3597082E+001   0.1284108E+001   0.1803681E+001
  -0.1033163E+002  -0.8652665E+001   0.4351977E+001
   0.3579961E+001  -0.1741221E+002   0.5300463E+001
   0.6293579E+001   0.1899357E+002  -0.1150971E+002
   0.4193788E+001   0.6758452E+001  -0.6011584E+001
  -0.7833079E+002  -0.4865921E+002   0.1660637E+002
   0.6311910E+002   0.2501223E+002   0.8190982E-001
   0.8547958E+001  -0.4341244E+000  -0.3900753E+001
  -0.6109840E+002   0.1741918E+003  -0.5074222E+002
  -0.2491793E+003   0.2532994E+003  -0.1542475E+003
   0.2360764E+003  -0.1534202E+003   0.4330752E+002
  -0.1532561E+002  -0.1356454E+003  -0.9108738E+001
   0.4701767E+002  -0.8455050E+001  -0.5801138E+001
   0.4105153E+001  -0.2468154E+001   0.1130936E+000
   0.1423028E+001  -0.2166094E+001   0.1178790E+001
   0.8867306E+000  -0.3702589E+000   0.1108812E+001
  -0.4466662E+000   0.3676745E+000   0.8285181E+000
  -0.9557756E+000   0.1572771E+000   0.4791431E+000
