epoch;loss;val_loss
0;0.010572519153356552;0.004681619815528393
1;0.0044072093442082405;0.004522956442087889
2;0.0040452186949551105;0.003907786216586828
3;0.0038904985412955284;0.004068043548613787
4;0.003791143884882331;0.0037570754066109657
5;0.003719023894518614;0.003848192049190402
6;0.003650476923212409;0.0036299293860793114
7;0.00361145893111825;0.0035527341533452272
8;0.0035702467430382967;0.0035848538391292095
9;0.0035508449655026197;0.003585303435102105
10;0.003525428008288145;0.0035599758848547935
11;0.0035051286686211824;0.0035407242830842733
12;0.0034946242813020945;0.003474741242825985
13;0.003471461357548833;0.003484240500256419
14;0.0034663823898881674;0.0034832616802304983
15;0.003450455842539668;0.0034575453028082848
16;0.0034489051904529333;0.0034549087285995483
17;0.003443906083703041;0.00353617942892015
18;0.003430434036999941;0.0034689840395003557
19;0.0034257543738931417;0.003435282502323389
20;0.003421227214857936;0.0034081097692251205
21;0.003411494428291917;0.0034073409624397755
22;0.003406492294743657;0.0034657299984246492
23;0.003404641756787896;0.003395708044990897
24;0.0033966058399528265;0.003392547369003296
25;0.003395067760720849;0.0033913960214704275
26;0.0033908009063452482;0.003387253498658538
27;0.0033859361428767443;0.003439432941377163
28;0.003381947288289666;0.003382062306627631
29;0.003382100723683834;0.0034091253764927387
30;0.0033785230480134487;0.003401414956897497
31;0.003372579114511609;0.003412706544622779
32;0.003369889222085476;0.0033726023975759745
33;0.003372560953721404;0.0033763207029551268
34;0.0033640521578490734;0.003386771772056818
35;0.003365910379216075;0.0033714412711560726
36;0.0033636766020208597;0.003374876221641898
37;0.0033612102270126343;0.003379825036972761
38;0.0033585892524570227;0.0033771819435060024
39;0.003356228582561016;0.0033657134044915438
40;0.0033532672096043825;0.0033867163583636284
41;0.003353230422362685;0.003356295172125101
42;0.003350825048983097;0.0033738911151885986
43;0.0033500122372061014;0.0033786650747060776
44;0.0033486555330455303;0.0033642759080976248
45;0.003346390090882778;0.0033759959042072296
46;0.003342859912663698;0.0033510492648929358
47;0.0033426436129957438;0.0033877838868647814
48;0.0033436384983360767;0.003368679666891694
49;0.0033428112510591745;0.003386714728549123
50;0.003338409820571542;0.003355137538164854
51;0.0033422685228288174;0.0033555086702108383
52;0.0033391336910426617;0.00335779320448637
53;0.0033365581184625626;0.003340397495776415
54;0.0033366915304213762;0.0033527652267366648
55;0.0033335380721837282;0.0033815025817602873
56;0.0033349222503602505;0.0034114825539290905
57;0.003333710366860032;0.003339992370456457
58;0.003330816049128771;0.0033458422403782606
59;0.0033311450388282537;0.0033515840768814087
60;0.0033312903251498938;0.0033344828989356756
61;0.0033290996216237545;0.003349735401570797
62;0.003326741512864828;0.003367932979017496
63;0.0033290942665189505;0.0033495251554995775
64;0.0033291548024863005;0.003350373124703765
65;0.0033254772424697876;0.003332404186949134
66;0.0033250129781663418;0.003336615627631545
67;0.003323792014271021;0.003344932571053505
68;0.0033258884213864803;0.003348237369209528
69;0.0033246937673538923;0.0033501568250358105
70;0.0033229016698896885;0.0033412256743758917
71;0.0033220413606613874;0.003353122156113386
72;0.003324005054309964;0.0033492445945739746
73;0.0033206334337592125;0.003352387808263302
74;0.0033205938525497913;0.003339085727930069
75;0.003319159848615527;0.003338748589158058
76;0.0033201624173671007;0.003335093380883336
77;0.0033181130420416594;0.0033343953546136618
78;0.003317643189802766;0.0033299101050943136
79;0.0033177293371409178;0.0033424394205212593
80;0.0033159328158944845;0.00333421491086483
81;0.0033159167505800724;0.003331867279484868
82;0.0033166257198899984;0.00333654903806746
83;0.0033169265370815992;0.003364947158843279
84;0.003315596142783761;0.0033373134210705757
85;0.0033134042751044035;0.0033298505004495382
86;0.003313156310468912;0.003331738756969571
87;0.0033144322223961353;0.0033352444879710674
88;0.003313465276733041;0.003332654247060418
89;0.0033140298910439014;0.003328781109303236
90;0.003312247572466731;0.003322397591546178
91;0.003309018677100539;0.0033327569253742695
92;0.003310594940558076;0.0033389395102858543
93;0.0033104398753494024;0.003334305714815855
94;0.00330945523455739;0.003330038394778967
95;0.0033092780504375696;0.0033277315087616444
96;0.003309781663119793;0.0033294802997261286
97;0.0033103711903095245;0.0033220050390809774
98;0.003309531370177865;0.0033219282049685717
99;0.003308609826490283;0.003325709141790867
100;0.0033072216901928186;0.0033287466503679752
101;0.003307322971522808;0.003379230620339513
102;0.0033078256528824568;0.003324327291920781
103;0.003305984428152442;0.0033219128381460905
104;0.003306884318590164;0.003328236285597086
105;0.0033041457645595074;0.0033179691527038813
106;0.003305093850940466;0.003317770315334201
107;0.003304131096228957;0.003320645308122039
108;0.0033032665960490704;0.0033266600221395493
109;0.0033042815048247576;0.003321452531963587
