  -0.97980    0.00032
  -0.93939    0.00032
  -0.89899    0.00000
  -0.85859    0.00032
  -0.81818    0.00000
  -0.77778    0.00032
  -0.73737    0.00064
  -0.69697    0.00043
  -0.65657    0.00032
  -0.61616    0.00064
  -0.57576    0.00054
  -0.53535    0.00097
  -0.49495    0.00183
  -0.45455    0.00215
  -0.41414    0.00269
  -0.37374    0.00473
  -0.33333    0.00956
  -0.29293    0.01472
  -0.25253    0.03557
  -0.21212    0.08145
  -0.17172    0.18665
  -0.13131    0.44863
  -0.09091    1.09669
  -0.05051    2.95180
  -0.01010    5.81452
   0.03030    4.86999
   0.07071    3.28588
   0.11111    2.09570
   0.15152    1.29795
   0.19192    0.80366
   0.23232    0.52804
   0.27273    0.35331
   0.31313    0.23382
   0.35354    0.16441
   0.39394    0.11799
   0.43434    0.08876
   0.47475    0.05878
   0.51515    0.04191
   0.55556    0.03374
   0.59596    0.02654
   0.63636    0.01741
   0.67677    0.01418
   0.71717    0.01204
   0.75758    0.00956
   0.79798    0.00602
   0.83838    0.00602
   0.87879    0.00527
   0.91919    0.00451
   0.95960    0.00279
   1.00000    0.00129
   1.04040    0.00236
   1.08081    0.00161
   1.12121    0.00107
   1.16162    0.00150
   1.20202    0.00064
   1.24242    0.00097
   1.28283    0.00043
   1.32323    0.00075
   1.36364    0.00043
   1.40404    0.00043
   1.44444    0.00032
   1.48485    0.00054
   1.52525    0.00011
   1.56566    0.00021
   1.60606    0.00000
   1.64646    0.00032
   1.68687    0.00064
   1.72727    0.00054
   1.76768    0.00000
   1.80808    0.00011
   1.84848    0.00011
   1.88889    0.00000
   1.92929    0.00000
   1.96970    0.00032
   2.01010    0.00011
   2.05051    0.00000
   2.09091    0.00021
   2.13131    0.00011
   2.17172    0.00011
   2.21212    0.00000
   2.25253    0.00000
   2.29293    0.00000
   2.33333    0.00000
   2.37374    0.00000
   2.41414    0.00011
   2.45455    0.00021
   2.49495    0.00011
   2.53535    0.00000
   2.57576    0.00000
   2.61616    0.00000
   2.65657    0.00011
   2.69697    0.00000
   2.73737    0.00011
   2.77778    0.00000
   2.81818    0.00000
   2.85859    0.00000
   2.89899    0.00000
   2.93939    0.00000
   2.97980    0.00000
