#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.1003124E+000   0.2019800E-003  -0.2330418E+000   0.2246090E+000   0.7669857E+000   0.4431532E-001
   0.8632652E-001   0.3157136E-003  -0.1274634E+000   0.3752472E+000   0.6979932E+000   0.4009307E-001
   0.2997894E-001   0.4006716E-004  -0.1190234E+000   0.5904245E+000   0.9045812E+000   0.3360440E-001
   0.5063464E-001   0.1123456E-003  -0.2141647E+000   0.5549239E+000   0.7605194E+000   0.1865347E-001
   0.3056953E-001   0.8559669E-004  -0.7671989E-002   0.5383410E+000   0.1094431E+001   0.2968981E-001
   0.3268682E-001   0.4535684E-004   0.3716946E+000   0.5407557E+000   0.1691956E+001   0.3206762E-001
   0.1796692E-001   0.1741150E-004   0.5153327E+000   0.5136196E+000   0.1959070E+001   0.5039804E-001
   0.8678046E-002   0.5969029E-006   0.1756276E+000   0.4540380E+000   0.2027133E+001   0.2670635E+000
   0.2219766E-001   0.1047598E-003   0.6004656E-001   0.5065574E+000   0.9775885E+000   0.1487227E+000
   0.1239977E+000   0.6047756E-003   0.3225722E+000   0.4559800E+000   0.3798229E+000   0.1161732E-001
   0.3694347E-001   0.6856331E-004   0.1280858E+000   0.2403994E+000   0.1043265E+000   0.1417866E-001
   0.3773826E-001   0.2003166E-003  -0.6272228E-002   0.1139538E+000   0.3674664E+000   0.3482877E-001
   0.3338441E-001   0.1657772E-003  -0.5549711E-002  -0.2482085E+000   0.9105419E-001   0.2436945E-001
   0.1082896E-001   0.7295338E-005   0.2481970E-001  -0.3242061E+000   0.2553595E-001   0.2736509E-001
   0.4487236E-001   0.9599146E-003  -0.9427820E-001  -0.2555861E+000  -0.2213497E+000   0.9412374E-002
   0.5633146E-001   0.2209207E-002  -0.3978170E-001  -0.1456499E+000   0.3545530E-001   0.2285507E-001
   0.2059465E-001   0.3023682E-003   0.1374795E+000  -0.5424593E-001   0.4452287E+000   0.7999981E-001
   0.2486623E-001   0.5225869E-004   0.3175091E+000  -0.1326339E+000   0.1208258E+001   0.8371124E-001
   0.4345920E-001   0.6337136E-005   0.4162948E+000  -0.1450611E+000   0.1351245E+001   0.5175194E-001
   0.2619988E-001   0.2061298E-004   0.4985000E+000  -0.8556870E-001   0.1393368E+001   0.7688116E-001
   0.1216343E-001   0.3109947E-005   0.5397076E+000   0.2106350E-001   0.1521848E+001   0.1331449E+000
   0.8283450E-002   0.4155569E-006   0.4840168E+000   0.1570667E+000   0.1596985E+001   0.1504612E+000
   0.4608509E-002   0.6364000E-006   0.4883152E+000   0.1549372E+000   0.1377210E+001   0.1425634E+000
   0.2627721E-002   0.1913798E-006   0.3911459E+000  -0.2249532E-001   0.9350018E+000   0.1184340E+000
   0.2365488E-001   0.2070623E-003   0.3136458E+000  -0.2116800E+000   0.3616956E+000   0.2156284E-001
   0.5195501E-001   0.8716424E-005   0.3129927E+000  -0.2334972E+000   0.1640447E+000   0.1804206E-001
   0.3540218E-001   0.3399294E-004   0.1562252E+000  -0.2291556E+000   0.4212724E-001   0.2647129E-001
   0.3342974E-001   0.1312152E-004   0.1372059E+000  -0.2788922E+000  -0.5515863E-001   0.2355573E-001
   0.4518895E-001   0.9992308E-004  -0.8072070E-001   0.1120353E-001  -0.6513415E-001   0.1380953E-001
   0.6628840E-001   0.3827558E-003  -0.2145016E+000   0.1912347E+000  -0.1622251E+000   0.5866321E-002
   0.7115749E-001   0.4456352E-003  -0.1384550E+000   0.2481887E+000  -0.1210579E+000   0.1161299E-001
   0.8386182E-001   0.1037316E-002  -0.1647586E+000   0.1676517E+000  -0.6601938E-001   0.1278790E-001
