#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9154209E+000   0.7334682E-003  -0.1747068E+000   0.5575845E+000   0.1340602E+001   0.3184821E-035
   0.9295258E+000   0.8732785E-003  -0.5024201E-001   0.7281296E+000   0.1504964E+001   0.3136494E-035
   0.9550172E+000   0.3519727E-003  -0.1742972E-001   0.1034681E+001   0.1803071E+001   0.3052774E-035
   0.9542501E+000   0.3962866E-003  -0.4153668E-001   0.1015155E+001   0.1718723E+001   0.3055228E-035
   0.9645857E+000   0.3319917E-003  -0.2688920E-001   0.1075073E+001   0.2182033E+001   0.3022491E-035
   0.9715503E+000   0.2108162E-003  -0.1703214E+000   0.1146272E+001   0.3016805E+001   0.3000825E-035
   0.9810101E+000   0.1045602E-003  -0.2402172E+000   0.1076249E+001   0.4068534E+001   0.2971888E-035
   0.9892984E+000   0.9694796E-005  -0.2648400E+000   0.1017243E+001   0.4867927E+001   0.2946989E-035
   0.9644466E+000   0.1421830E-002   0.3014832E-001   0.8948873E+000   0.3474410E+001   0.3022927E-035
   0.9101672E+000   0.3623506E-002   0.4854807E+000   0.5880830E+000   0.1122451E+001   0.3203205E-035
   0.9221596E+000   0.4808186E-002   0.4799232E+000   0.4555324E+000   0.7798092E+000   0.3161548E-035
   0.9359663E+000   0.3898129E-002   0.3659965E+000   0.3219598E+000   0.1026285E+001   0.3114911E-035
   0.9557322E+000   0.1906546E-002   0.3631607E+000   0.2360468E+000   0.9754533E+000   0.3050490E-035
   0.9765147E+000   0.2939158E-003   0.3467267E+000   0.2636251E+000   0.8438786E+000   0.2985569E-035
   0.9495607E+000   0.2410791E-002   0.1576850E+000   0.1088500E+000   0.5152176E+000   0.3070317E-035
   0.9369511E+000   0.3040201E-002   0.7466466E-001   0.7837004E-001   0.7505870E+000   0.3111637E-035
   0.9638898E+000   0.1174427E-002   0.1524290E+000   0.1671219E+000   0.1412505E+001   0.3024673E-035
   0.9667322E+000   0.2644578E-003   0.3564689E+000   0.8115662E-001   0.1709033E+001   0.3015780E-035
   0.9659331E+000   0.7419236E-004   0.6300583E+000  -0.1012397E-001   0.1877847E+001   0.3018275E-035
   0.9780818E+000   0.8134119E-004   0.8609715E+000   0.2961595E-001   0.2328442E+001   0.2980785E-035
   0.9881208E+000   0.1301161E-004   0.1061814E+001   0.2309535E+000   0.2956528E+001   0.2950501E-035
   0.9920253E+000   0.2028398E-005   0.1166812E+001   0.4310912E+000   0.3278774E+001   0.2938889E-035
   0.9950551E+000   0.2904453E-005   0.1099258E+001   0.4557395E+000   0.3214596E+001   0.2929940E-035
   0.9928032E+000   0.1526321E-003   0.7799510E+000   0.1929881E+000   0.2797247E+001   0.2936586E-035
