#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9069239E+000   0.5377563E-003  -0.2108175E+000   0.5593244E+000   0.1282610E+001   0.8821026E-035
   0.9217907E+000   0.6675277E-003  -0.4215364E-001   0.7276448E+000   0.1351491E+001   0.8678759E-035
   0.9624755E+000   0.1475835E-003  -0.8542605E-002   0.1084500E+001   0.1871798E+001   0.8311900E-035
   0.9512844E+000   0.2560745E-003  -0.8188569E-001   0.9834424E+000   0.1562297E+001   0.8409683E-035
   0.9666031E+000   0.1948752E-003  -0.1935887E-002   0.1103171E+001   0.2082804E+001   0.8276406E-035
   0.9695373E+000   0.1264254E-003  -0.1939274E+000   0.1181113E+001   0.2927010E+001   0.8251358E-035
   0.9816587E+000   0.4995605E-004  -0.2392173E+000   0.1117565E+001   0.4111855E+001   0.8149472E-035
   0.9904751E+000   0.3588761E-005  -0.2869035E+000   0.1028483E+001   0.5017912E+001   0.8076932E-035
   0.9714230E+000   0.5953481E-003   0.7425366E-001   0.9231434E+000   0.3445002E+001   0.8235341E-035
   0.8950641E+000   0.1921994E-002   0.5686244E+000   0.5419302E+000   0.7867177E+000   0.8937907E-035
   0.9457313E+000   0.1629022E-002   0.4597143E+000   0.4730331E+000   0.7645227E+000   0.8459063E-035
   0.9462783E+000   0.1964992E-002   0.3087258E+000   0.2730742E+000   0.1081817E+001   0.8454173E-035
   0.9636494E+000   0.4284913E-003   0.3674272E+000   0.1902910E+000   0.9737438E+000   0.8301775E-035
   0.9847984E+000   0.4993228E-004   0.3928146E+000   0.3490634E+000   0.9544185E+000   0.8123490E-035
   0.9494505E+000   0.1892079E-002   0.1684026E+000   0.1008482E+000   0.3848932E+000   0.8425926E-035
   0.9341556E+000   0.3088399E-002   0.7376487E-001   0.6648508E-001   0.6843137E+000   0.8563884E-035
   0.9698706E+000   0.9331842E-003   0.1258186E+000   0.1842523E+000   0.1483080E+001   0.8248523E-035
   0.9717004E+000   0.1142490E-003   0.3560141E+000   0.9948960E-001   0.1842528E+001   0.8232991E-035
   0.9619644E+000   0.4268999E-004   0.6358236E+000  -0.1822119E-001   0.1842838E+001   0.8316316E-035
   0.9763083E+000   0.5398195E-004   0.8403041E+000   0.9972473E-002   0.2222117E+001   0.8194133E-035
   0.9879773E+000   0.7475436E-005   0.1041027E+001   0.2231297E+000   0.2862569E+001   0.8097352E-035
   0.9918641E+000   0.1112877E-005   0.1172754E+001   0.4431701E+000   0.3295495E+001   0.8065621E-035
   0.9952791E+000   0.1726831E-005   0.1113463E+001   0.4739684E+000   0.3224794E+001   0.8037947E-035
   0.9961646E+000   0.1392804E-004   0.8166905E+000   0.2093591E+000   0.2945141E+001   0.8030801E-035
   0.9735433E+000   0.4406354E-003   0.2812585E+000  -0.1151110E+000   0.1410231E+001   0.8217405E-035
   0.9513740E+000   0.8927344E-004   0.1040633E+000  -0.2315493E-001   0.6344648E+000   0.8408890E-035
   0.9651472E+000   0.1043474E-003   0.8946705E-001  -0.4349081E-001   0.8389534E+000   0.8288891E-035
   0.9677334E+000   0.4889404E-004   0.1354061E+000  -0.1339062E+000   0.8047865E+000   0.8266740E-035
   0.9543358E+000   0.2387236E-003  -0.3896264E-001  -0.1184235E-001   0.7339192E+000   0.8382794E-035
   0.9457448E+000   0.5919605E-003  -0.1327604E+000   0.2778454E+000   0.6775330E+000   0.8458941E-035
   0.9403579E+000   0.7758224E-003  -0.3504503E-001   0.4923725E+000   0.6411638E+000   0.8507400E-035
   0.9160695E+000   0.1785562E-002  -0.4950021E-001   0.3345103E+000   0.4945356E+000   0.8732962E-035
   0.9327623E+000   0.1798370E-002   0.4672546E-001   0.2953526E+000   0.7574120E+000   0.8576676E-035
   0.9712712E+000   0.2555165E-003  -0.9652946E-001   0.2761430E+000   0.1212256E+001   0.8236629E-035
   0.9617749E+000   0.9434701E-003  -0.3922336E+000   0.1803534E+000   0.1578311E+001   0.8317954E-035
   0.9202488E+000   0.1292421E-002  -0.5021154E+000   0.2929925E+000   0.1152051E+001   0.8693301E-035
   0.9034480E+000   0.3020264E-002  -0.9902823E+000   0.4667377E+000   0.8005420E+000   0.8854964E-035
   0.8140723E+000   0.2971973E-002  -0.6222283E+000   0.3211158E+000   0.1247428E+000   0.9827136E-035
   0.8863057E+000   0.1148106E-002  -0.3220039E+000   0.4231086E+000   0.8116425E+000   0.9026231E-035
   0.9116393E+000   0.5756839E-003  -0.1825512E+000   0.6036625E+000   0.1117650E+001   0.8775400E-035
   0.9460287E+000   0.5860592E-003  -0.2273471E+000   0.2428737E+000   0.1192313E+001   0.8456403E-035
   0.9380063E+000   0.2625470E-003  -0.2408388E+000   0.3194151E+000   0.1105334E+001   0.8528727E-035
