#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9290829E+000   0.1461580E-002  -0.1953829E+000   0.5387956E+000   0.1565407E+001   0.8086629E-036
   0.9402224E+000   0.1096687E-002  -0.7400588E-001   0.7016298E+000   0.1780667E+001   0.7990820E-036
   0.9469939E+000   0.8155664E-003  -0.2390550E-001   0.9021453E+000   0.1833763E+001   0.7933681E-036
   0.9552180E+000   0.7269716E-003  -0.2038569E-001   0.1026262E+001   0.1998638E+001   0.7865375E-036
   0.9598694E+000   0.7097251E-003  -0.7347794E-001   0.1034213E+001   0.2360338E+001   0.7827261E-036
   0.9718696E+000   0.3878066E-003  -0.1423201E+000   0.1047926E+001   0.3136647E+001   0.7730613E-036
   0.9795797E+000   0.2689925E-003  -0.2241688E+000   0.9884838E+000   0.3999415E+001   0.7669767E-036
   0.9854377E+000   0.7864351E-004  -0.2164822E+000   0.9505212E+000   0.4416011E+001   0.7624173E-036
   0.9578264E+000   0.2675854E-002  -0.1086257E-001   0.8204879E+000   0.3457869E+001   0.7843956E-036
   0.9282782E+000   0.4715973E-002   0.2729195E+000   0.6505645E+000   0.1931510E+001   0.8093639E-036
   0.9072383E+000   0.5418380E-002   0.4671870E+000   0.4516325E+000   0.9363406E+000   0.8281339E-036
   0.9233681E+000   0.5229946E-002   0.4270749E+000   0.3503276E+000   0.9307910E+000   0.8136677E-036
   0.9413298E+000   0.3802870E-002   0.3707561E+000   0.2671006E+000   0.9448681E+000   0.7981420E-036
   0.9550923E+000   0.1988093E-002   0.2674547E+000   0.1707021E+000   0.7513384E+000   0.7866411E-036
   0.9517211E+000   0.2512383E-002   0.1571989E+000   0.1126893E+000   0.7359604E+000   0.7894275E-036
   0.9491455E+000   0.2371176E-002   0.8814021E-001   0.9472377E-001   0.8976531E+000   0.7915697E-036
   0.9536104E+000   0.1769073E-002   0.1710945E+000   0.1092286E+000   0.1302319E+001   0.7878634E-036
   0.9594040E+000   0.8422182E-003   0.3464216E+000   0.5905833E-001   0.1568817E+001   0.7831058E-036
   0.9644366E+000   0.7052245E-003   0.5916431E+000  -0.1305159E-001   0.1897404E+001   0.7790194E-036
   0.9759763E+000   0.5125119E-003   0.8465334E+000   0.3828470E-001   0.2428767E+001   0.7698084E-036
   0.9870029E+000   0.8174442E-004   0.1052993E+001   0.2170485E+000   0.2973663E+001   0.7612083E-036
   0.9920769E+000   0.6079539E-005   0.1135191E+001   0.3873653E+000   0.3227343E+001   0.7573151E-036
   0.9932625E+000   0.5426575E-004   0.1040776E+001   0.3901291E+000   0.3136834E+001   0.7564111E-036
   0.9847901E+000   0.6224168E-003   0.7331922E+000   0.1884123E+000   0.2599000E+001   0.7629187E-036
   0.9727543E+000   0.7312589E-003   0.4093930E+000   0.8977534E-004   0.1817147E+001   0.7723583E-036
   0.9638167E+000   0.5327598E-003   0.2165369E+000  -0.7945547E-001   0.1167899E+001   0.7795204E-036
   0.9662233E+000   0.2413653E-003   0.2007393E+000  -0.7238815E-001   0.9761360E+000   0.7775788E-036
   0.9629419E+000   0.3145849E-003   0.1555684E+000  -0.4865676E-001   0.8819190E+000   0.7802286E-036
   0.9582594E+000   0.4020853E-003   0.5615643E-001   0.5768142E-001   0.7811282E+000   0.7840412E-036
   0.9553326E+000   0.4946853E-003  -0.5016193E-002   0.2802149E+000   0.7965817E+000   0.7864432E-036
   0.9490560E+000   0.1233259E-002  -0.1640409E-001   0.4151586E+000   0.8193289E+000   0.7916443E-036
   0.9375094E+000   0.2046879E-002   0.5440937E-002   0.4593079E+000   0.8340638E+000   0.8013944E-036
   0.9348430E+000   0.2214074E-002  -0.4155112E-001   0.4051354E+000   0.8859539E+000   0.8036802E-036
   0.9441563E+000   0.1963114E-002  -0.1612168E+000   0.3538774E+000   0.1169881E+001   0.7957526E-036
   0.9439561E+000   0.1670090E-002  -0.3440859E+000   0.3323557E+000   0.1287028E+001   0.7959213E-036
   0.9248559E+000   0.2442393E-002  -0.5593487E+000   0.3521834E+000   0.1108230E+001   0.8123588E-036
   0.8908980E+000   0.4042644E-002  -0.6760293E+000   0.3768811E+000   0.6960917E+000   0.8433231E-036
   0.8830317E+000   0.3809295E-002  -0.6713500E+000   0.4296594E+000   0.6462439E+000   0.8508356E-036
   0.8949946E+000   0.3763251E-002  -0.5278051E+000   0.5088559E+000   0.9170566E+000   0.8394629E-036
   0.9207685E+000   0.1911466E-002  -0.3687190E+000   0.5383821E+000   0.1353607E+001   0.8159650E-036
   0.9305431E+000   0.1582869E-002  -0.2835998E+000   0.3892906E+000   0.9744158E+000   0.8073939E-036
   0.9335637E+000   0.8987900E-003  -0.2078177E+000   0.4624622E+000   0.1147536E+001   0.8047815E-036
   0.9398558E+000   0.7203625E-003  -0.2492232E+000   0.6803997E+000   0.1340064E+001   0.7993937E-036
   0.9561813E+000   0.9374151E-003  -0.3345738E+000   0.9141530E+000   0.1880231E+001   0.7857451E-036
   0.9716475E+000   0.6630824E-003  -0.4461138E+000   0.1041437E+001   0.2501962E+001   0.7732380E-036
   0.9824408E+000   0.1007047E-003  -0.4584821E+000   0.1145016E+001   0.3204948E+001   0.7647431E-036
