#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.6046371E-001   0.1887219E-002  -0.2148014E+000   0.2362834E+000   0.4250193E+000   0.5647731E-001
   0.5923371E-001   0.1760834E-002  -0.1759979E+000   0.3070059E+000   0.6312746E+000   0.4932616E-001
   0.5644055E-001   0.1830863E-002  -0.1199628E+000   0.3593584E+000   0.8137453E+000   0.4317506E-001
   0.4876922E-001   0.1657475E-002  -0.2099429E-001   0.4364710E+000   0.1049845E+001   0.4365713E-001
   0.4301213E-001   0.1601020E-002   0.7675850E-001   0.4581652E+000   0.1274401E+001   0.4198062E-001
   0.3344664E-001   0.1290153E-002   0.2069754E+000   0.4206865E+000   0.1523486E+001   0.5354790E-001
   0.2311155E-001   0.5014913E-003   0.3655091E+000   0.4029306E+000   0.1882558E+001   0.8697903E-001
   0.2677124E-001   0.8052933E-003   0.3397781E+000   0.4423798E+000   0.1393343E+001   0.8750291E-001
   0.4277927E-001   0.3255739E-002   0.2967439E+000   0.4486399E+000   0.7186291E+000   0.6029868E-001
   0.6059835E-001   0.5228250E-002   0.2828573E+000   0.4270584E+000   0.4876176E+000   0.4331596E-001
   0.7702492E-001   0.5980400E-002   0.2784608E+000   0.3828633E+000   0.4020961E+000   0.2992061E-001
   0.8325521E-001   0.6241039E-002   0.2639386E+000   0.3123344E+000   0.3249298E+000   0.2141658E-001
   0.7381596E-001   0.6003963E-002   0.2178307E+000   0.2005602E+000   0.2464659E+000   0.1915052E-001
   0.6443330E-001   0.4893822E-002   0.1430260E+000   0.5395743E-001   0.1369179E+000   0.1850668E-001
   0.5460664E-001   0.3461327E-002   0.7340573E-001  -0.6844146E-001   0.5133418E-001   0.2064090E-001
   0.4877709E-001   0.2706943E-002   0.4585185E-001  -0.1246577E+000   0.9875603E-001   0.2608985E-001
   0.4863123E-001   0.2346274E-002   0.7824952E-001  -0.1514819E+000   0.2448599E+000   0.3174463E-001
   0.4631287E-001   0.2091247E-002   0.1679134E+000  -0.1591623E+000   0.4327886E+000   0.3795206E-001
   0.3899821E-001   0.1762080E-002   0.2455155E+000  -0.1684767E+000   0.6197614E+000   0.4709938E-001
   0.3165964E-001   0.1733582E-002   0.2978862E+000  -0.1732033E+000   0.7070636E+000   0.5500126E-001
   0.2156751E-001   0.1089666E-002   0.3566311E+000  -0.1744163E+000   0.7748300E+000   0.6731402E-001
   0.1281004E-001   0.2861271E-003   0.3553479E+000  -0.1312643E+000   0.8958325E+000   0.8667739E-001
   0.1490466E-001   0.6064977E-003   0.1867835E+000  -0.1592840E+000   0.5190000E+000   0.5722263E-001
   0.1973270E-001   0.7637841E-003   0.1566101E+000  -0.1973201E+000   0.2923346E+000   0.3433449E-001
   0.2923165E-001   0.1419669E-002   0.1922630E+000  -0.1865535E+000   0.1396478E+000   0.2029649E-001
   0.3853905E-001   0.1806700E-002   0.2177642E+000  -0.1657889E+000   0.7523686E-001   0.1752268E-001
   0.4570374E-001   0.1682507E-002   0.2050911E+000  -0.1160326E+000   0.2879381E-001   0.1643654E-001
   0.4932796E-001   0.1612384E-002   0.1684542E+000  -0.5630352E-001  -0.8486063E-002   0.1424752E-001
   0.4767548E-001   0.1300782E-002   0.1127126E+000   0.6166815E-002  -0.2776895E-001   0.1372027E-001
   0.4641277E-001   0.9752980E-003   0.2763143E-001   0.8068135E-001  -0.1768860E-001   0.1427053E-001
   0.4865730E-001   0.1227917E-002  -0.4633344E-001   0.1463042E+000   0.5496543E-001   0.1419048E-001
   0.5101086E-001   0.1507219E-002  -0.7509355E-001   0.1756552E+000   0.1139959E+000   0.1622675E-001
   0.5399159E-001   0.1840741E-002  -0.1040314E+000   0.1789793E+000   0.1808937E+000   0.1804345E-001
   0.5760581E-001   0.1898449E-002  -0.1524859E+000   0.1663600E+000   0.2407839E+000   0.2177568E-001
   0.6059626E-001   0.1925068E-002  -0.2228026E+000   0.1721283E+000   0.1997322E+000   0.2547520E-001
   0.6945100E-001   0.2762480E-002  -0.2887323E+000   0.1947869E+000   0.3901411E-001   0.2987931E-001
   0.7343522E-001   0.2786099E-002  -0.3287362E+000   0.2086758E+000  -0.3707111E-001   0.3774839E-001
   0.7754998E-001   0.3000999E-002  -0.3374175E+000   0.2163041E+000  -0.9724714E-001   0.4359507E-001
   0.7525190E-001   0.3088026E-002  -0.3138691E+000   0.2228693E+000  -0.4240566E-001   0.4998369E-001
   0.6821713E-001   0.2541588E-002  -0.2652040E+000   0.2060542E+000   0.1700727E+000   0.5465925E-001
   0.8632308E-001   0.6262873E-002  -0.1319405E+000   0.1660108E+000  -0.1872353E+000   0.3858002E-001
   0.8100990E-001   0.5932592E-002  -0.1073565E+000   0.2142960E+000  -0.1541321E-001   0.3570936E-001
   0.6665067E-001   0.4596220E-002  -0.9193563E-001   0.2730805E+000   0.1869267E+000   0.3470390E-001
   0.4824192E-001   0.2165211E-002  -0.8632771E-001   0.3805138E+000   0.5208868E+000   0.4213858E-001
   0.3574945E-001   0.8926078E-003  -0.6131516E-001   0.4627549E+000   0.9279060E+000   0.4828813E-001
   0.3118410E-001   0.1109475E-002   0.3459175E-001   0.4108193E+000   0.8909632E+000   0.5889466E-001
   0.2897902E-001   0.1224555E-002   0.1458648E+000   0.3776070E+000   0.8315225E+000   0.8043704E-001
   0.3707625E-001   0.1772946E-002   0.2279014E+000   0.4244960E+000   0.6872563E+000   0.7347335E-001
   0.5454270E-001   0.3845057E-002   0.2827066E+000   0.4558423E+000   0.4952312E+000   0.5024272E-001
   0.7000316E-001   0.5189278E-002   0.3059578E+000   0.4598813E+000   0.4590539E+000   0.3502303E-001
   0.7985672E-001   0.5481873E-002   0.3057597E+000   0.4324444E+000   0.4420964E+000   0.2399882E-001
   0.8336201E-001   0.5831571E-002   0.2927995E+000   0.3727591E+000   0.3872537E+000   0.1650071E-001
   0.7257681E-001   0.5573637E-002   0.2523582E+000   0.2787967E+000   0.3330642E+000   0.1609729E-001
   0.5861283E-001   0.4309859E-002   0.1826018E+000   0.1347005E+000   0.2689953E+000   0.2030153E-001
   0.4778881E-001   0.3056131E-002   0.1329181E+000   0.6685408E-002   0.2735083E+000   0.2783106E-001
   0.4051817E-001   0.2387037E-002   0.1097824E+000  -0.6630442E-001   0.4015579E+000   0.3883327E-001
   0.3469571E-001   0.1432343E-002   0.1114596E+000  -0.1493129E+000   0.6779232E+000   0.5164099E-001
   0.3059943E-001   0.1001369E-002   0.1945109E+000  -0.1538408E+000   0.1028362E+001   0.6189221E-001
   0.2510511E-001   0.6401977E-003   0.2715662E+000  -0.1583258E+000   0.1322239E+001   0.7252702E-001
   0.2002038E-001   0.5213323E-003   0.3264843E+000  -0.1563772E+000   0.1485488E+001   0.8017601E-001
   0.1399859E-001   0.2637306E-003   0.3744465E+000  -0.1268350E+000   0.1592193E+001   0.9091936E-001
   0.8673925E-002   0.3553711E-004   0.4171633E+000  -0.5018221E-001   0.1717319E+001   0.1113422E+000
   0.8152692E-002   0.1776546E-003   0.3433897E+000  -0.5626325E-001   0.1144143E+001   0.8963849E-001
   0.1133155E-001   0.3430089E-003   0.2894238E+000  -0.1466422E+000   0.5695271E+000   0.4954047E-001
   0.1698632E-001   0.4818965E-003   0.3214483E+000  -0.1924946E+000   0.3339709E+000   0.2841916E-001
   0.2364584E-001   0.4962706E-003   0.3301226E+000  -0.1988325E+000   0.2475844E+000   0.2546305E-001
   0.3465213E-001   0.7243607E-003   0.2210258E+000  -0.1369840E+000   0.1128608E+000   0.2350331E-001
   0.4012178E-001   0.7615739E-003   0.1390882E+000  -0.5586545E-001   0.3795817E-001   0.2065217E-001
   0.4127137E-001   0.7934101E-003   0.6230860E-001   0.1753859E-001  -0.2057552E-001   0.1971412E-001
   0.4265507E-001   0.9832845E-003  -0.2850112E-001   0.9970919E-001  -0.4854904E-001   0.1936604E-001
   0.4275585E-001   0.1255863E-002  -0.8994107E-001   0.1735075E+000   0.4883232E-001   0.1662266E-001
   0.4171593E-001   0.1343868E-002  -0.1178251E+000   0.2086253E+000   0.1704876E+000   0.1805597E-001
   0.4401070E-001   0.1634132E-002  -0.1473641E+000   0.2121810E+000   0.2803407E+000   0.2035520E-001
   0.4839849E-001   0.1716133E-002  -0.1947252E+000   0.2006785E+000   0.3060613E+000   0.2380251E-001
   0.5202136E-001   0.1840151E-002  -0.2553507E+000   0.2030146E+000   0.1649021E+000   0.2684875E-001
