# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.3761289E-001   0.1574754E-002   0.3926093E-001   0.3185422E+002   0.1648038E-002   0.1724874E-002
   0.3242140E-001   0.1218544E-002   0.3369371E-001   0.3550756E+002   0.1272311E-002   0.1328666E-002
   0.1643522E-001   0.2781841E-003   0.1671839E-001   0.6124193E+002   0.2831683E-003   0.2882464E-003
   0.1989335E-001   0.4151214E-003   0.2031794E-001   0.5107445E+002   0.4245866E-003   0.4342873E-003
   0.5745582E-001   0.3957487E-002   0.6174443E-001   0.2132582E+002   0.4288615E-002   0.4649536E-002
   0.7621168E-001   0.6433176E-002   0.8329478E-001   0.1386955E+002   0.7083105E-002   0.7803244E-002
   0.6158856E-001   0.4568195E-002   0.6656320E-001   0.2201739E+002   0.4974643E-002   0.5419468E-002
   0.2097170E-001   0.6736629E-003   0.2167972E-001   0.6085606E+002   0.7080188E-003   0.7445898E-003
   0.5488595E-001   0.8606897E-002   0.6614627E-001   0.4700985E+002   0.1126032E-001   0.1486186E-001
   0.1092442E+000   0.1998731E-001   0.1348182E+000   0.2587490E+002   0.2557400E-001   0.3289224E-001
   0.1147715E+000   0.2108998E-001   0.1417921E+000   0.2323137E+002   0.2702058E-001   0.3479583E-001
   0.1185000E+000   0.2584819E-001   0.1537960E+000   0.3129218E+002   0.3529602E-001   0.4864441E-001
   0.6291166E-001   0.6609038E-002   0.7060841E-001   0.3171682E+002   0.7696752E-002   0.9005410E-002
   0.3291874E-001   0.1447807E-002   0.3445337E-001   0.3941392E+002   0.1534625E-002   0.1627737E-002
   0.1771352E-001   0.3602980E-003   0.1808221E-001   0.6483766E+002   0.3686854E-003   0.3772853E-003
   0.2731752E-001   0.8239823E-003   0.2816994E-001   0.3979776E+002   0.8524270E-003   0.8819668E-003
   0.2623286E-001   0.7709811E-003   0.2703036E-001   0.4160385E+002   0.7974983E-003   0.8250555E-003
   0.1617448E-001   0.2780587E-003   0.1645766E-001   0.6551450E+002   0.2831762E-003   0.2883918E-003
