# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.2608409E-001   0.1413707E-002   0.2768143E-001   0.7019038E+002   0.1597341E-002   0.1820592E-002
   0.3131398E-001   0.2011868E-002   0.3358731E-001   0.5740356E+002   0.2273327E-002   0.2583419E-002
   0.3851956E-001   0.2605074E-002   0.4141767E-001   0.4474935E+002   0.2898114E-002   0.3233806E-002
   0.4698159E-001   0.3517726E-002   0.5089450E-001   0.3642751E+002   0.3912906E-002   0.4362730E-002
   0.5201074E-001   0.4305093E-002   0.5686184E-001   0.3356083E+002   0.4851104E-002   0.5485766E-002
   0.6087427E-001   0.6484489E-002   0.6873232E-001   0.2976457E+002   0.7858044E-002   0.9678001E-002
   0.6302016E-001   0.7275036E-002   0.7203717E-001   0.3224757E+002   0.9017007E-002   0.1139431E-001
   0.6247345E-001   0.8006415E-002   0.7256858E-001   0.4060590E+002   0.1009513E-001   0.1295906E-001
   0.5876155E-001   0.8131029E-002   0.6913355E-001   0.5434776E+002   0.1037201E-001   0.1344422E-001
   0.5781504E-001   0.8485763E-002   0.6872547E-001   0.6760756E+002   0.1091043E-001   0.1424273E-001
   0.4929333E-001   0.6660891E-002   0.5769735E-001   0.7856879E+002   0.8404015E-002   0.1075679E-001
   0.4290086E-001   0.5266589E-002   0.4947896E-001   0.8237229E+002   0.6578098E-002   0.8340383E-002
   0.3739474E-001   0.3760768E-002   0.4191288E-001   0.8172359E+002   0.4518134E-002   0.5479199E-002
   0.3345941E-001   0.2699533E-002   0.3663818E-001   0.7722130E+002   0.3178771E-002   0.3788353E-002
   0.2783444E-001   0.1559865E-002   0.2957176E-001   0.7556809E+002   0.1737320E-002   0.1945413E-002
   0.2541141E-001   0.1195441E-002   0.2671400E-001   0.8137736E+002   0.1302597E-002   0.1425337E-002
   0.2566969E-001   0.1268371E-002   0.2705373E-001   0.8873981E+002   0.1384043E-002   0.1515988E-002
   0.2555251E-001   0.1184715E-002   0.2682418E-001   0.9304767E+002   0.1271675E-002   0.1367008E-002
   0.2402053E-001   0.1083951E-002   0.2518850E-001   0.9734520E+002   0.1167969E-002   0.1261736E-002
   0.2422429E-001   0.1201314E-002   0.2555979E-001   0.9216492E+002   0.1335499E-002   0.1496913E-002
   0.2496174E-001   0.1214472E-002   0.2631238E-001   0.8080271E+002   0.1350641E-002   0.1514754E-002
   0.2390548E-001   0.1043558E-002   0.2506289E-001   0.7202054E+002   0.1157413E-002   0.1296242E-002
   0.2232780E-001   0.9172550E-003   0.2335003E-001   0.6801198E+002   0.1022227E-002   0.1151532E-002
   0.2380433E-001   0.1081972E-002   0.2501932E-001   0.6095604E+002   0.1214992E-002   0.1377717E-002
   0.2748788E-001   0.1607738E-002   0.2933139E-001   0.5680412E+002   0.1843510E-002   0.2132196E-002
