# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.2685145E-001   0.9342774E-003   0.2782456E-001   0.5729420E+002   0.9731122E-003   0.1013700E-002
   0.2777496E-001   0.9437952E-003   0.2875733E-001   0.4526472E+002   0.9823716E-003   0.1022686E-002
   0.2693153E-001   0.9794684E-003   0.2796594E-001   0.4465231E+002   0.1034419E-002   0.1093762E-002
   0.3631881E-001   0.2103609E-002   0.3861200E-001   0.3924653E+002   0.2293193E-002   0.2503713E-002
   0.5675204E-001   0.4239953E-002   0.6140342E-001   0.2463469E+002   0.4651377E-002   0.5107323E-002
   0.6574710E-001   0.5178662E-002   0.7143314E-001   0.1927328E+002   0.5686038E-002   0.6248346E-002
   0.5389215E-001   0.3940441E-002   0.5820395E-001   0.2926864E+002   0.4311806E-002   0.4722258E-002
   0.4324087E-001   0.3821526E-002   0.4779216E-001   0.4432576E+002   0.4551287E-002   0.5508656E-002
   0.5529778E-001   0.8100023E-002   0.6566966E-001   0.5118825E+002   0.1037188E-001   0.1343681E-001
   0.7022621E-001   0.1153416E-001   0.8495788E-001   0.5330652E+002   0.1473167E-001   0.1898022E-001
   0.7926062E-001   0.1335229E-001   0.9629990E-001   0.5600012E+002   0.1703928E-001   0.2191748E-001
   0.6628707E-001   0.1002634E-001   0.7899347E-001   0.5730807E+002   0.1270640E-001   0.1626863E-001
   0.5054195E-001   0.6477039E-002   0.5873092E-001   0.5248175E+002   0.8188970E-002   0.1049776E-001
   0.2766354E-001   0.1377588E-002   0.2917143E-001   0.5232214E+002   0.1507892E-002   0.1655129E-002
   0.2606933E-001   0.9158200E-003   0.2703730E-001   0.4741315E+002   0.9679705E-003   0.1024829E-002
   0.2977855E-001   0.1231535E-002   0.3109042E-001   0.4326911E+002   0.1311863E-002   0.1399648E-002
   0.3054402E-001   0.1348195E-002   0.3198409E-001   0.4522949E+002   0.1440068E-002   0.1540400E-002
   0.2829444E-001   0.1325672E-002   0.2972431E-001   0.5315023E+002   0.1429871E-002   0.1545029E-002
   0.3171818E-001   0.1710736E-002   0.3357210E-001   0.5301890E+002   0.1853923E-002   0.2011947E-002
   0.3405457E-001   0.1790904E-002   0.3598495E-001   0.5134777E+002   0.1930389E-002   0.2083676E-002
   0.2936186E-001   0.1185524E-002   0.3061111E-001   0.5246775E+002   0.1249253E-002   0.1317056E-002
   0.2268707E-001   0.6390632E-003   0.2334834E-001   0.5785978E+002   0.6612638E-003   0.6843543E-003
   0.1734029E-001   0.3482276E-003   0.1769655E-001   0.6782636E+002   0.3562571E-003   0.3644895E-003
   0.1407984E-001   0.2282938E-003   0.1431236E-001   0.8141022E+002   0.2325295E-003   0.2368509E-003
   0.1623368E-001   0.3356514E-003   0.1657814E-001   0.7659836E+002   0.3444616E-003   0.3535441E-003
   0.2101203E-001   0.5790871E-003   0.2161176E-001   0.6133418E+002   0.5997261E-003   0.6212229E-003
   0.2467455E-001   0.7742061E-003   0.2547964E-001   0.5051372E+002   0.8050916E-003   0.8374089E-003
   0.3459523E-001   0.1912075E-002   0.3668776E-001   0.4090055E+002   0.2092535E-002   0.2296126E-002
   0.5492936E-001   0.4874201E-002   0.6049871E-001   0.2902918E+002   0.5569354E-002   0.6387657E-002
   0.8834542E-001   0.1210472E-001   0.1036045E+000   0.1635884E+002   0.1525909E-001   0.1958987E-001
   0.1220005E+000   0.2175674E-001   0.1505629E+000   0.1219415E+002   0.2856239E-001   0.3807118E-001
   0.1364600E+000   0.2687198E-001   0.1720956E+000   0.1612576E+002   0.3563566E-001   0.4784179E-001
   0.1118163E+000   0.2048859E-001   0.1383114E+000   0.2976231E+002   0.2649506E-001   0.3456721E-001
   0.6781491E-001   0.1024753E-001   0.8086107E-001   0.4201726E+002   0.1304616E-001   0.1676242E-001
   0.3214775E-001   0.2236663E-002   0.3469649E-001   0.5571732E+002   0.2548739E-002   0.2918489E-002
   0.1702215E-001   0.4082269E-003   0.1744357E-001   0.8189032E+002   0.4214218E-003   0.4351265E-003
   0.1142046E-001   0.1689764E-003   0.1159263E-001   0.1103295E+003   0.1721677E-003   0.1754303E-003
   0.1181692E-001   0.1900292E-003   0.1201078E-001   0.1161076E+003   0.1938642E-003   0.1977863E-003
   0.1456501E-001   0.2936760E-003   0.1486599E-001   0.1038188E+003   0.3009825E-003   0.3084915E-003
   0.1969897E-001   0.5462931E-003   0.2026434E-001   0.8167609E+002   0.5653662E-003   0.5851892E-003
   0.2995601E-001   0.1107596E-002   0.3111496E-001   0.4235638E+002   0.1158957E-002   0.1213145E-002
   0.3039631E-001   0.1124409E-002   0.3157074E-001   0.4064401E+002   0.1174439E-002   0.1226922E-002
   0.4209586E-001   0.2961546E-002   0.4540504E-001   0.3591540E+002   0.3309176E-002   0.3708178E-002
   0.5811738E-001   0.4957985E-002   0.6366789E-001   0.2819698E+002   0.5550504E-002   0.6224932E-002
   0.7471287E-001   0.6859535E-002   0.8237735E-001   0.1823391E+002   0.7664481E-002   0.8574987E-002
   0.6339071E-001   0.5035812E-002   0.6891787E-001   0.2405464E+002   0.5527161E-002   0.6070376E-002
   0.6131009E-001   0.7828735E-002   0.7141244E-001   0.3408177E+002   0.1010235E-001   0.1331684E-001
   0.6785411E-001   0.1091485E-001   0.8229810E-001   0.3861551E+002   0.1444398E-001   0.1940342E-001
   0.9327365E-001   0.1673155E-001   0.1152984E+000   0.3055793E+002   0.2202477E-001   0.2935040E-001
   0.8144191E-001   0.1311045E-001   0.9800090E-001   0.5648607E+002   0.1655899E-001   0.2109920E-001
   0.5995300E-001   0.9452851E-002   0.7174958E-001   0.1055234E+003   0.1179658E-001   0.1479142E-001
   0.3577823E-001   0.4631626E-002   0.4145753E-001   0.1332244E+003   0.5679297E-002   0.7006231E-002
   0.2768414E-001   0.2410689E-002   0.3053167E-001   0.1080244E+003   0.2847530E-002   0.3388511E-002
   0.2378784E-001   0.1050871E-002   0.2492503E-001   0.7463222E+002   0.1137193E-002   0.1233683E-002
   0.2370932E-001   0.7295643E-003   0.2446718E-001   0.6170392E+002   0.7578548E-003   0.7874386E-003
   0.2174536E-001   0.6267650E-003   0.2239393E-001   0.7655959E+002   0.6485694E-003   0.6712136E-003
   0.1748228E-001   0.4262252E-003   0.1792104E-001   0.1050101E+003   0.4387605E-003   0.4517021E-003
