 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
   0.4982429E+001   0.4831215E+001
   0.6319910E+002   0.6588058E+002
   0.8282926E+002   0.8611445E+002
   0.4915150E+002   0.5562350E+002
  -0.2033800E+002  -0.9991584E+001
  -0.6830760E+002  -0.6319428E+002
  -0.7738260E+002  -0.7837993E+002
  -0.8443141E+002  -0.8613557E+002
  -0.8654339E+002  -0.9057953E+002
  -0.1057168E+003  -0.1101625E+003
  -0.2558532E+003  -0.2499707E+003
  -0.4049789E+003  -0.3904942E+003
  -0.2990785E+003  -0.2851640E+003
  -0.8445217E+002  -0.7802167E+002
   0.5364280E+002   0.4991894E+002
   0.2685096E+003   0.2532786E+003
   0.4743190E+003   0.4322718E+003
   0.5348396E+003   0.4236300E+003
   0.5132880E+003   0.3993847E+003
   0.3711693E+003   0.3022708E+003
   0.1822127E+003   0.1533303E+003
   0.2118960E+002   0.2073266E+002
  -0.5540126E+002  -0.6210148E+002
  -0.7309087E+002  -0.7819045E+002
  -0.4722897E+002  -0.4858052E+002
  -0.2893839E+002  -0.2970045E+002
   0.4589561E+001  -0.1363885E+002
   0.1448261E+003   0.1081400E+003
   0.2448433E+003   0.2256354E+003
   0.1404078E+003   0.1397642E+003
  -0.1942667E+002  -0.1793109E+002
  -0.1336768E+003  -0.1337867E+003
  -0.2050562E+003  -0.2075878E+003
  -0.2590794E+003  -0.2637388E+003
  -0.3013138E+003  -0.2990472E+003
  -0.3316629E+003  -0.3251594E+003
  -0.3095199E+003  -0.3088697E+003
  -0.2714814E+003  -0.2736362E+003
  -0.2012815E+003  -0.2069592E+003
  -0.9833362E+002  -0.1033009E+003
  -0.2176048E+002  -0.2351034E+002
   0.3292540E+002   0.3265109E+002
   0.6478705E+002   0.6637781E+002
   0.7866084E+002   0.8241102E+002
   0.4108698E+002   0.4178670E+002
  -0.4113110E+002  -0.4085685E+002
  -0.1022743E+003  -0.1019592E+003
  -0.1086487E+003  -0.1083141E+003
  -0.1120327E+003  -0.1115843E+003
  -0.2375769E+003  -0.2225678E+003
  -0.4309306E+003  -0.4086753E+003
  -0.4402116E+003  -0.4152248E+003
  -0.2405996E+003  -0.2301850E+003
  -0.5891953E+002  -0.6053612E+002
   0.4003173E+002   0.3711903E+002
   0.2128144E+003   0.2142824E+003
   0.3843884E+003   0.3909179E+003
   0.5180285E+003   0.4983176E+003
   0.6356011E+003   0.6115415E+003
   0.5200714E+003   0.4782641E+003
   0.2993467E+003   0.2609861E+003
   0.1899601E+003   0.1847655E+003
   0.1898340E+003   0.1827368E+003
   0.1728981E+003   0.1682572E+003
   0.1243666E+003   0.1241281E+003
   0.1293344E+003   0.1265519E+003
   0.3139984E+003   0.2735987E+003
   0.4817866E+003   0.4209850E+003
   0.4238628E+003   0.3848017E+003
