 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
  -0.2812150E+001  -0.3367598E+001
   0.5098982E+002   0.5313615E+002
   0.5868579E+002   0.6172541E+002
   0.1889706E+002   0.2558077E+002
  -0.3450220E+002  -0.2729591E+002
  -0.6868105E+002  -0.6517093E+002
  -0.7169171E+002  -0.7334936E+002
  -0.7893056E+002  -0.8238283E+002
  -0.8694997E+002  -0.9099230E+002
  -0.1388434E+003  -0.1396428E+003
  -0.2629058E+003  -0.2568063E+003
  -0.3488970E+003  -0.3387924E+003
  -0.2681176E+003  -0.2591028E+003
  -0.1022786E+003  -0.9771080E+002
   0.6682044E+002   0.6103625E+002
   0.2391271E+003   0.2259786E+003
   0.3876377E+003   0.3346621E+003
   0.4506999E+003   0.3402654E+003
   0.4223963E+003   0.3005500E+003
   0.3140981E+003   0.2403809E+003
   0.1693933E+003   0.1378849E+003
   0.4609885E+002   0.4444522E+002
  -0.1243458E+002  -0.1877988E+002
  -0.3319533E+002  -0.4183158E+002
  -0.2411200E+002  -0.2797921E+002
  -0.7779946E+001  -0.9436841E+001
   0.6457550E+002   0.3790232E+002
   0.1531673E+003   0.1211764E+003
   0.1938249E+003   0.1715750E+003
   0.1048930E+003   0.1018149E+003
  -0.1946909E+002  -0.1798578E+002
  -0.1308488E+003  -0.1314942E+003
  -0.1954372E+003  -0.1991772E+003
  -0.2546379E+003  -0.2605952E+003
  -0.2861437E+003  -0.2834582E+003
  -0.3051658E+003  -0.3028473E+003
  -0.2848540E+003  -0.2858874E+003
  -0.2508895E+003  -0.2571168E+003
  -0.1845846E+003  -0.1927829E+003
  -0.9318694E+002  -0.9917357E+002
  -0.3066456E+002  -0.3181697E+002
   0.2470886E+002   0.2455569E+002
   0.5595903E+002   0.5767672E+002
   0.5880833E+002   0.6188567E+002
   0.2389018E+002   0.2454600E+002
  -0.4369965E+002  -0.4356456E+002
  -0.9733047E+002  -0.9656233E+002
  -0.1126583E+003  -0.1130806E+003
  -0.1494952E+003  -0.1476345E+003
  -0.2506408E+003  -0.2392030E+003
  -0.3758147E+003  -0.3580079E+003
  -0.3700885E+003  -0.3489146E+003
  -0.2343869E+003  -0.2246239E+003
  -0.7506238E+002  -0.7460624E+002
   0.5748888E+002   0.5124064E+002
   0.2099654E+003   0.2102743E+003
   0.3520629E+003   0.3348634E+003
   0.4343515E+003   0.4063846E+003
   0.5117509E+003   0.4757413E+003
   0.4236909E+003   0.3857467E+003
   0.3016825E+003   0.2601436E+003
   0.1771473E+003   0.1728186E+003
   0.1794702E+003   0.1762416E+003
   0.1706902E+003   0.1696616E+003
   0.1329199E+003   0.1336811E+003
   0.1785348E+003   0.1705082E+003
   0.2941131E+003   0.2599418E+003
   0.3951822E+003   0.3476566E+003
   0.3595285E+003   0.3268546E+003
   0.2610956E+003   0.2511858E+003
   0.1315779E+003   0.1313060E+003
  -0.1492111E+002  -0.1599847E+002
  -0.1593032E+003  -0.1592866E+003
  -0.2795172E+003  -0.2768274E+003
  -0.3490845E+003  -0.3432370E+003
  -0.3596477E+003  -0.3794022E+003
  -0.3123556E+003  -0.3419933E+003
